scenario,initial_capital,final_value,total_return,cagr,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,average_drawdown,longest_drawdown_days,profit_factor,win_rate,turnover_per_bar,annualized_turnover,total_fees,rebalance_count,exposure_pct,average_exposure,best_year,worst_year,monthly_hit_rate,elapsed_days,positive_complete_year_ratio,complete_year_count,worst_rolling_3y_sharpe,average_position,max_position,total_overlay_cost,bootstrap_p,bootstrap_bh_q,check__sharpe_1_5,check__cagr_40pct,check__max_drawdown_20pct,check__positive_years_80pct,check__worst_rolling_3y_sharpe_1,check__mean_fdr_5pct,passed
1x,10000.0,44328.209113255376,3.4328209113255372,0.1606794940735088,0.14058453989000289,1.6118684947011954,2.186800003599541,0.7885441219770587,-0.2037672840305358,-0.0625506206548603,523.0,1.3007488370718334,0.4848605577689243,,,,,,,0.7350551552461102,-0.18043259595540395,0.575,3650.0,0.7777777777777778,9,0.5471643116374514,,,,0.0006,0.0018666666666666666,True,False,False,False,False,True,False
2x,10000.0,116349.77829739475,10.634977829739475,0.2783493461646602,0.28116324984456814,1.4107120124687555,1.9650857629819107,0.6975780790035442,-0.3990224958936045,-0.13500371632668878,569.0,1.2582899917555528,0.4745019920318725,,,,,,,1.7823060196524434,-0.3588096620060207,0.55,3650.0,0.7777777777777778,9,0.35675755970377987,,,,0.0014,0.0018666666666666666,False,False,False,False,False,True,False
3x,10000.0,266869.65526106785,25.686965526106786,0.3890811284495099,0.42174221846296855,1.343657173842962,1.873031586511239,0.707257827475204,-0.5501262952980903,-0.20294718079057236,577.0,1.2444663041019897,0.47250996015936253,,,,,,,3.2942054993571253,-0.5017665061599969,0.5416666666666666,3650.0,0.7777777777777778,9,0.2932886423925567,,,,0.0024,0.0024,False,False,False,False,False,True,False
RISK_OVERLAY,10000.0,78050.171007485,6.8050171007485,0.22828318761361355,0.22599695415738452,1.4366522096264749,1.8107886861118,0.8371336585173987,-0.2726962239433943,-0.12691032614706552,565.0,1.2786751148479183,0.47768924302788845,,,,,,,0.834027516232237,-0.2223765364020186,0.5416666666666666,3650.0,0.7777777777777778,9,0.46940668330609353,1.545685980248142,3.0,2889.9832223711905,0.001,0.0018666666666666666,False,False,False,False,False,True,False
