date,PKW,IWB
2006-12-20 14:30:00+00:00,20.277597427368164,55.27262496948242
2006-12-21 14:30:00+00:00,20.180309295654297,55.10053634643555
2006-12-22 14:30:00+00:00,20.115442276000977,54.777931213378906
2006-12-26 14:30:00+00:00,20.196523666381836,55.107696533203125
2006-12-27 14:30:00+00:00,20.326244354248047,55.46620178222656
2006-12-28 14:30:00+00:00,20.29381561279297,55.337158203125
2006-12-29 14:30:00+00:00,20.237056732177734,55.09337615966797
2007-01-03 14:30:00+00:00,20.15598487854004,55.06467056274414
2007-01-04 14:30:00+00:00,20.29381561279297,55.143558502197266
2007-01-05 14:30:00+00:00,20.180309295654297,54.81373596191406
2007-01-08 14:30:00+00:00,20.261377334594727,54.97146224975586
2007-01-09 14:30:00+00:00,20.38300132751465,54.92130661010742
2007-01-10 14:30:00+00:00,20.415430068969727,55.07901382446289
2007-01-11 14:30:00+00:00,20.545166015625,55.53790664672851
2007-01-12 14:30:00+00:00,20.634342193603516,55.853363037109375
2007-01-16 14:30:00+00:00,20.618125915527344,55.8175048828125
2007-01-17 14:30:00+00:00,20.561372756958008,55.803192138671875
2007-01-18 14:30:00+00:00,20.45597267150879,55.6597785949707
2007-01-19 14:30:00+00:00,20.48839569091797,55.77450942993164
2007-01-22 14:30:00+00:00,20.407325744628903,55.48771667480469
2007-01-23 14:30:00+00:00,20.496509552001953,55.717132568359375
2007-01-24 14:30:00+00:00,20.666772842407227,56.14734649658203
2007-01-25 14:30:00+00:00,20.45597267150879,55.55223083496094
2007-01-26 14:30:00+00:00,20.423538208007812,55.51639938354492
2007-01-29 14:30:00+00:00,20.47219467163086,55.47337341308594
2007-01-30 14:30:00+00:00,20.55326271057129,55.767330169677734
2007-01-31 14:30:00+00:00,20.642444610595703,56.125831604003906
2007-02-01 14:30:00+00:00,20.715421676635746,56.491477966308594
2007-02-02 14:30:00+00:00,20.79649353027344,56.627723693847656
2007-02-05 14:30:00+00:00,20.73163795471191,56.56319808959961
2007-02-06 14:30:00+00:00,20.74784469604492,56.60621643066406
2007-02-07 14:30:00+00:00,20.84514617919922,56.77110290527344
2007-02-08 14:30:00+00:00,20.893787384033203,56.656394958496094
2007-02-09 14:30:00+00:00,20.715421676635746,56.283573150634766
2007-02-12 14:30:00+00:00,20.610015869140625,56.05413818359375
2007-02-13 14:30:00+00:00,20.75594711303711,56.50581359863281
2007-02-14 14:30:00+00:00,20.91811180114746,56.92887115478515
2007-02-15 14:30:00+00:00,20.94244384765625,57.036415100097656
2007-02-16 14:30:00+00:00,20.893787384033203,57.02206039428711
2007-02-20 14:30:00+00:00,20.966753005981445,57.201324462890625
2007-02-21 14:30:00+00:00,20.999189376831055,57.15114212036133
2007-02-22 14:30:00+00:00,21.007293701171875,57.1224250793457
2007-02-23 14:30:00+00:00,20.910005569458008,56.92169570922851
2007-02-26 14:30:00+00:00,20.820819854736328,56.77110290527344
2007-02-27 14:30:00+00:00,20.06679344177246,54.70618438720703
2007-02-28 14:30:00+00:00,20.22084045410156,55.18657684326172
2007-03-01 14:30:00+00:00,20.09111595153809,55.07901382446289
2007-03-02 14:30:00+00:00,19.888418197631836,54.362037658691406
2007-03-05 14:30:00+00:00,19.661405563354492,53.72391128540039
2007-03-06 14:30:00+00:00,19.912748336791992,54.670352935791016
2007-03-07 14:30:00+00:00,19.87220764160156,54.51261520385742
2007-03-08 14:30:00+00:00,19.98571395874023,55.02166748046875
2007-03-09 14:30:00+00:00,19.993824005126953,55.00015640258789
2007-03-12 13:30:00+00:00,20.05057907104492,55.143558502197266
2007-03-13 13:30:00+00:00,19.669511795043945,54.11824035644531
2007-03-14 13:30:00+00:00,19.758695602416992,54.362037658691406
2007-03-15 13:30:00+00:00,19.864103317260746,54.24013900756836
2007-03-16 13:30:00+00:00,19.751304626464844,54.34053039550781
2007-03-19 13:30:00+00:00,19.970401763916016,54.99298858642578
2007-03-20 13:30:00+00:00,20.067779541015625,55.34428024291992
2007-03-21 13:30:00+00:00,20.392364501953125,56.24056243896485
2007-03-22 13:30:00+00:00,20.36802673339844,56.29075622558594
2007-03-23 13:30:00+00:00,20.376136779785156,56.351200103759766
2007-03-26 13:30:00+00:00,20.359907150268555,56.31520462036133
2007-03-27 13:30:00+00:00,20.262527465820312,56.02001190185547
2007-03-28 13:30:00+00:00,20.05966567993164,55.609649658203125
2007-03-29 13:30:00+00:00,20.084012985229492,55.79684066772461
2007-03-30 13:30:00+00:00,20.067779541015625,55.739234924316406
2007-04-02 13:30:00+00:00,20.230079650878903,55.88322067260742
2007-04-03 13:30:00+00:00,20.408599853515625,56.42319869995117
2007-04-04 13:30:00+00:00,20.522207260131836,56.4664192199707
2007-04-05 13:30:00+00:00,20.57089614868164,56.69679260253906
2007-04-09 13:30:00+00:00,20.652040481567383,56.7472038269043
2007-04-10 13:30:00+00:00,20.652040481567383,56.84797286987305
2007-04-11 13:30:00+00:00,20.538434982299805,56.53121566772461
2007-04-12 13:30:00+00:00,20.716957092285156,56.86957550048828
2007-04-13 13:30:00+00:00,20.692611694335938,57.03517532348633
2007-04-16 13:30:00+00:00,20.968515396118164,57.61113357543945
2007-04-17 13:30:00+00:00,20.99286842346191,57.66155242919922
2007-04-18 13:30:00+00:00,21.025318145751953,57.77674102783203
2007-04-19 13:30:00+00:00,20.919824600219727,57.79832077026367
