date,weight_PKW,weight_IWB,gross_return,turnover,maintenance_turnover,trading_cost,short_borrow,financing_cost,net_return,equity
2006-12-21 14:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2006-12-22 14:30:00+00:00,0.5,-0.5,0.0013202368395744402,1.0,0.004534608765345116,0.0005022673043826725,5.9523809523809525e-06,0.0,0.0008120171542393867,10008.120171542394
2006-12-26 14:30:00+00:00,0.5,-0.5,-0.000994618211075604,0.0,0.005025421474973646,2.512710737486823e-06,5.9523809523809525e-06,0.0,-0.0010030833027654719,9998.08119330625
2006-12-27 14:30:00+00:00,0.5,-0.5,-4.130852460804135e-05,0.0,0.006464230112947389,3.2321150564736946e-06,5.9523809523809525e-06,0.0,-5.0493020616896e-05,9997.576359986426
2006-12-28 14:30:00+00:00,0.5,-0.5,0.0003655569875681275,0.0,0.001960969346580743,9.804846732903715e-07,5.9523809523809525e-06,0.0,0.0003586241219424562,10001.16173203008
2006-12-29 14:30:00+00:00,0.5,-0.5,0.0008042695145183409,0.0,0.0036011255468287318,1.800562773414366e-06,5.9523809523809525e-06,0.0,0.0007965165707925456,10009.127823076818
2007-01-03 14:30:00+00:00,0.5,-0.5,-0.0017425367850919526,0.0,0.0022635721422397115,1.1317860711198557e-06,5.9523809523809525e-06,0.0,-0.0017496209521154534,9991.61564332516
2007-01-04 14:30:00+00:00,0.5,-0.5,0.0027027811306639116,0.0,0.004135422761802676,2.0677113809013382e-06,5.9523809523809525e-06,0.0,0.0026947610383306294,10018.540659870767
2007-01-05 14:30:00+00:00,0.5,-0.5,0.00019400677929548582,0.0,0.005787154923753812,2.893577461876906e-06,5.9523809523809525e-06,0.0,0.00018516082088122795,10020.39570108338
2007-01-08 14:30:00+00:00,0.5,-0.5,0.0005698447432739284,0.0,0.003447340412450539,1.7236702062252695e-06,5.9523809523809525e-06,0.0,0.0005621686921153222,10026.028853829137
2007-01-09 14:30:00+00:00,0.5,-0.5,0.003457572316436619,0.0,0.003457572316436619,1.7287861582183095e-06,5.9523809523809525e-06,0.0,0.00344989114932602,10060.617562034848
2007-01-10 14:30:00+00:00,0.5,-0.5,-0.0006402712659046017,0.0,0.002231241159592612,1.115620579796306e-06,5.9523809523809525e-06,0.0,-0.0006473392674367789,10054.104929232279
2007-01-11 14:30:00+00:00,0.5,-0.5,-0.0009883690187213467,0.0,0.007343167630212033,3.6715838151060167e-06,5.9523809523809525e-06,0.0,-0.0009979929834888338,10044.071003057647
2007-01-12 14:30:00+00:00,0.5,-0.5,-0.0006697625301826937,0.0,0.005010256927292622,2.505128463646311e-06,5.9523809523809525e-06,0.0,-0.0006782200395987209,10037.25891282422
2007-01-16 14:30:00+00:00,0.5,-0.5,-7.194126403442525e-05,0.0,0.000713946549786848,3.56973274893424e-07,5.9523809523809525e-06,0.0,-7.825061826169963e-05,10036.47349110864
2007-01-17 14:30:00+00:00,0.5,-0.5,-0.0012480826753044072,0.0,0.001504503025348214,7.52251512674107e-07,5.9523809523809525e-06,0.0,-0.0012547873077694623,10023.87985155723
2007-01-18 14:30:00+00:00,0.5,-0.5,-0.0012780664332407987,0.0,0.003848054604254192,1.924027302127096e-06,5.9523809523809525e-06,0.0,-0.0012859428414953068,10010.989715018113
2007-01-19 14:30:00+00:00,0.5,-0.5,-0.0002381366118987538,0.0,0.0018231514107470703,9.115757053735352e-07,5.9523809523809525e-06,0.0,-0.0002450005685565083,10008.53701684612
2007-01-22 14:30:00+00:00,0.5,-0.5,0.0005925663566180295,0.0,0.004549437724784833,2.2747188623924164e-06,5.9523809523809525e-06,0.0,0.0005843392568032562,10014.385397928232
2007-01-23 14:30:00+00:00,0.5,-0.5,0.00011782557171635677,0.0,0.004252360335495031,2.1261801677475157e-06,5.9523809523809525e-06,0.0,0.0001097470105962283,10015.484446788612
2007-01-24 14:30:00+00:00,0.5,-0.5,0.00029277341825306724,0.0,0.0080141673305264,4.007083665263201e-06,5.9523809523809525e-06,0.0,0.0002828139536354231,10018.316965542583
2007-01-25 14:30:00+00:00,0.5,-0.5,0.00019961054907868814,0.0,0.010399566415719153,5.199783207859576e-06,5.9523809523809525e-06,0.0,0.0001884583849184476,10020.20500137751
2007-01-26 14:30:00+00:00,0.5,-0.5,-0.00047028476148391896,0.0,0.0011152894872611396,5.576447436305698e-07,5.9523809523809525e-06,0.0,-0.00047679478717993045,10015.427419866379
2007-01-29 14:30:00+00:00,0.5,-0.5,0.0015786928056530924,0.0,0.0015786928056530924,7.893464028265463e-07,5.9523809523809525e-06,0.0,0.001571951078297885,10031.171181798652
2007-01-30 14:30:00+00:00,0.5,-0.5,-0.0006695754336474291,0.0,0.004629484971473863,2.3147424857369313e-06,5.9523809523809525e-06,0.0,-0.000677842557085547,10024.37162707422
2007-01-31 14:30:00+00:00,0.5,-0.5,-0.0010447288737319704,0.0,0.005383791789448256,2.6918958947241278e-06,5.9523809523809525e-06,0.0,-0.0010533731505790755,10013.812223150833
2007-02-01 14:30:00+00:00,0.5,-0.5,-0.0014897344315916161,0.0,0.005025026274040556,2.512513137020278e-06,5.9523809523809525e-06,0.0,-0.0014981993256810175,9998.809536430612
