year,return
2016,2.181220483993145
2017,55.31092257164933
2018,-0.6313627651642187
2019,1.0825013993458787
2020,15.463501864117717
2021,1.0325998927712767
2022,-0.5636987742709136
2023,2.799191390493411
2024,0.5100054510169296
2025,-0.22267613477350878
2026,-0.24373793279059175
