date,net_return
2013-01-31,0.00925646023664893
2013-02-28,0.03052675060644293
2013-03-29,0.018334193803500133
2013-04-30,0.11522397813663394
2013-05-31,-0.05101868129896227
2013-06-28,-0.0002936532122932668
2013-07-31,0.061759671936509546
2013-08-30,-0.020575143615778266
2013-09-30,-0.036103856686935866
2013-10-31,0.04369262044471993
2013-11-29,0.06610572353043094
2013-12-31,0.02633889398004533
2014-01-31,-0.09980310010013406
2014-02-28,-0.02508975179043187
2014-03-31,0.016504933551723132
2014-04-30,-0.008860311010414068
2014-05-30,-0.011198315202976268
2014-06-30,0.03969556504170893
2014-07-31,-0.019197418981162468
2014-08-29,0.061605383129457535
2014-09-30,0.07259584742920115
2014-10-31,0.00989243395318853
2014-11-28,0.16266336453405214
2014-12-31,0.08514742454131635
2015-01-30,0.2526301327237225
2015-02-27,-0.05784533429883907
2015-03-31,0.11056785517776975
2015-04-30,-0.13835749910197445
2015-05-29,0.021062373196995332
2015-06-30,-0.12217145212423165
2015-07-31,0.16811920530517374
2015-08-31,-0.04235902795803427
2015-09-30,0.05449813014218993
2015-10-30,-0.020017968475457067
2015-11-30,0.07922434890840754
2015-12-31,-0.014041135080018068
2016-01-29,0.050335926937104335
2016-02-29,0.02729636013800433
2016-03-31,-0.11144211594435946
2016-04-29,-0.10310772054473845
2016-05-31,0.01674656378981933
2016-06-30,0.13496800767551234
2016-07-29,-0.023702713951527468
2016-08-31,-0.04058284234813907
2016-09-30,0.019725780820129733
2016-10-31,-0.07587655809029566
2016-11-30,-0.10539399814108685
2016-12-30,-0.08762854691938625
2017-01-31,0.002200698358900133
2017-02-28,0.07238942290560274
2017-03-31,-0.04106295244978247
2017-04-28,-0.05560130238605747
2017-05-31,0.004366757709265931
2017-06-30,-0.028338052809310267
2017-07-31,-0.009599384966028468
2017-08-31,-0.013329430428009667
2017-09-29,0.03628695253843033
2017-10-31,0.04165201391553313
2017-11-30,-0.03433212566050447
2017-12-29,0.07930975122824614
2018-01-31,0.026849105064207533
2018-02-28,-0.11606367415189565
2018-03-30,-0.033498444104882466
2018-04-30,0.012561837490925931
2018-05-31,-0.04884859724019927
2018-06-29,-0.007636900894255068
2018-07-31,-0.012264495030758467
2018-08-31,0.04808786869046653
2018-09-28,-0.03610569712399487
2018-10-31,-0.017388709523849268
2018-11-30,-0.05810014882812527
2018-12-31,-0.020511507298371867
2019-01-31,-0.12791063170208147
2019-02-28,-0.016197329351808468
2019-03-29,0.10921520923571634
2019-04-30,-0.012761497940646467
2019-05-31,0.10773690817941374
2019-06-28,-0.014197919183987868
2019-07-31,0.046287498147607534
2019-08-30,0.19650127798324116
2019-09-30,-0.12187628897244986
2019-10-31,-0.08460351408507186
2019-11-29,-0.009384345701278267
2019-12-31,-0.06380064997531226
2020-01-31,0.02664490357283473
2020-02-28,0.018521621135702934
2020-03-31,0.17589394947330556
2020-04-30,-0.033301806377056264
2020-05-29,-0.09350970297157406
2020-06-30,-0.039616168413118664
2020-07-31,-0.06076133953747187
2020-08-31,-0.05581578681751627
2020-09-30,-0.046749473349741666
2020-10-30,-0.0026121931429486673
2020-11-30,-0.15642921219675426
2020-12-31,0.06799093510440174
2021-01-29,-0.02644298082510847
2021-02-26,-0.09721717759576626
2021-03-31,-0.007998022958811067
2021-04-30,0.08170227896747774
2021-05-31,0.051962040469525135
2021-06-30,-0.08444853203479005
2021-07-30,-0.07642596790294305
2021-08-31,0.019562382340985732
2021-09-30,0.015038252764171332
2021-10-29,0.12195575450177434
2021-11-30,-0.23616263743017105
2021-12-31,0.09378631091192854
2022-01-31,0.10285620154974355
2022-02-28,0.07191729841462854
2022-03-31,0.19617668326322474
2022-04-29,0.09682365818047474
2022-05-31,0.0005087497039241327
2022-06-30,-0.013947175997223867
2022-07-29,-0.11102560710938805
2022-08-31,0.12365920700906155
2022-09-30,0.08720443863454115
2022-10-31,-0.041285364614799466
2022-11-30,-0.14448603052861045
2022-12-30,0.024941544645237734
2023-01-31,-0.13264591947484244
2023-02-28,0.04305037492270153
2023-03-31,-0.07898230317932406
2023-04-28,0.05137091245933993
2023-05-31,0.04193049308360973
2023-06-30,0.024413374055853733
2023-07-31,-0.03428675448087767
2023-08-31,0.006561111251734931
2023-09-29,-0.022264538271921666
2023-10-31,-0.014472345399691867
2023-11-30,0.015128395710638332
2023-12-29,-0.13705524354171325
2024-01-31,0.035886456278026134
2024-02-29,0.10391007198906095
2024-03-29,0.06605788257803655
2024-04-30,0.02712164260881053
2024-05-31,0.0015544395159607324
2024-06-28,-0.04065078007013067
2024-07-31,-0.06274592820246266
2024-08-30,-0.07635849627771665
2024-09-30,0.008459184152735931
2024-10-31,-0.09838245592371425
2024-11-29,0.03595962789924493
2024-12-31,-0.002391141639969667
2025-01-31,0.04829894101246133
2025-02-28,-0.04501042880444367
2025-03-31,-0.013996906899004067
2025-04-30,-0.06637598297842746
2025-05-30,-0.015311495410706267
2025-06-30,-0.057606592250776266
2025-07-31,-0.018958374166536666
2025-08-29,0.014210458119392932
2025-09-30,0.05557665048639513
2025-10-31,-0.016607228538902067
2025-11-28,0.02682375024646253
2025-12-31,0.048982991561200534
2026-01-30,0.07846024073984434
2026-02-27,0.058913685526013726
2026-03-31,0.03090439544931553
2026-04-30,0.09641619893975174
2026-05-29,-0.006615501326195032
