open_time,net_pnl,equity,position,turnover,rebalanced
2020-01-01 00:00:00+00:00,-0.24661852512635773,0.7533814748736423,1.0,1.0,True
2020-01-01 04:00:00+00:00,-0.0019530885610237192,0.7519100541329794,1.0,0.0,False
2020-01-01 08:00:00+00:00,-0.0003091644702742924,0.7516775902593994,1.0,0.0,False
2020-01-01 12:00:00+00:00,0.007649879970685891,0.7574278336015383,1.0,0.0,False
2020-01-01 16:00:00+00:00,-0.003163925590461747,0.7550313882958783,1.0,0.0,False
2020-01-01 20:00:00+00:00,-0.00421200293636903,0.7518511938713253,1.0,0.0,False
2020-01-02 00:00:00+00:00,-0.01236439385828958,0.742555009587475,1.0,0.0,False
2020-01-02 04:00:00+00:00,-0.002224453900283141,0.7409032302002233,1.0,0.0,False
2020-01-02 08:00:00+00:00,0.002884178823000516,0.7430401276066595,1.0,0.0,False
2020-01-02 12:00:00+00:00,-0.0021573527417819705,0.7414371279501133,1.0,0.0,False
2020-01-02 16:00:00+00:00,-0.020684129619661706,0.7261011462907634,1.0,0.0,False
2020-01-02 20:00:00+00:00,-0.0030247475243653232,0.7239048736460816,1.0,0.0,False
2020-01-03 00:00:00+00:00,0.0020224287957111287,0.7253689197078991,1.0,0.0,False
2020-01-03 04:00:00+00:00,0.02554396639005274,0.7438977190133066,1.0,0.0,False
2020-01-03 08:00:00+00:00,0.020365200778520665,0.7590473454196961,1.0,0.0,False
2020-01-03 12:00:00+00:00,-0.001699723767690564,0.7577571746058839,1.0,0.0,False
2020-01-03 16:00:00+00:00,0.0039057113886071804,0.7607167554325408,1.0,0.0,False
2020-01-03 20:00:00+00:00,0.0023077849835335673,0.7624723261374504,1.0,0.0,False
2020-01-04 00:00:00+00:00,-0.0025537907801078674,0.7605251313408731,1.0,0.0,False
2020-01-04 04:00:00+00:00,0.003392206748757065,0.763104989824007,1.0,0.0,False
2020-01-04 08:00:00+00:00,0.00047689830735930805,0.7634689133019914,1.0,0.0,False
2020-01-04 12:00:00+00:00,-0.0038108056902734777,0.7605594816228333,1.0,0.0,False
2020-01-04 16:00:00+00:00,0.002574557456005877,0.7625175857069814,1.0,0.0,False
2020-01-04 20:00:00+00:00,0.0038366386538846164,0.7654430901505715,1.0,0.0,False
2020-01-05 00:00:00+00:00,0.01571498488906542,0.7774720167457273,1.0,0.0,False
2020-01-05 04:00:00+00:00,0.000743367253297933,0.7780499639833317,1.0,0.0,False
2020-01-05 08:00:00+00:00,-0.006775711254888295,0.7727781220855044,1.0,0.0,False
2020-01-05 12:00:00+00:00,0.01361088963790369,0.7832963198197966,1.0,0.0,False
2020-01-05 16:00:00+00:00,0.0001628739373169541,0.7834238983754916,1.0,0.0,False
2020-01-05 20:00:00+00:00,-0.014195763688546803,0.772302597846193,1.0,0.0,False
2020-01-06 00:00:00+00:00,0.026640153055196958,0.7928768572577419,1.0,0.0,False
2020-01-06 04:00:00+00:00,-0.003653063972642534,0.7899804273757516,1.0,0.0,False
2020-01-06 08:00:00+00:00,0.015754930077026108,0.8024265137712758,1.0,0.0,False
2020-01-06 12:00:00+00:00,-0.008542773041136043,0.7955715661819378,1.0,0.0,False
2020-01-06 16:00:00+00:00,0.0070646650264634125,0.8011920128015921,1.0,0.0,False
2020-01-06 20:00:00+00:00,0.02268609051799486,0.8193679273263035,1.0,0.0,False
2020-01-07 00:00:00+00:00,0.004703001416730412,0.8232214158493425,1.0,0.0,False
2020-01-07 04:00:00+00:00,-0.00400352083145028,0.8199256317620937,1.0,0.0,False
2020-01-07 08:00:00+00:00,-0.000417351249136666,0.8195834347754786,1.0,0.0,False
2020-01-07 12:00:00+00:00,-0.02076350456831788,0.8025660103834004,1.0,0.0,False
2020-01-07 16:00:00+00:00,0.033735329159858995,0.8296408389161992,1.0,0.0,False
2020-01-07 20:00:00+00:00,0.002316530742649814,0.8315627274249063,1.0,0.0,False
