scenario,initial_capital,final_value,total_return,cagr,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,average_drawdown,longest_drawdown_days,profit_factor,win_rate,turnover_per_bar,annualized_turnover,total_fees,rebalance_count,exposure_pct,average_exposure,best_year,worst_year,monthly_hit_rate,elapsed_days
A_legacy_strategy_portfolio,5000.0,5598.458244159397,0.11969164883187933,0.017033232496633355,0.15904882827175026,0.18317875568649628,0.1145046690288043,0.8587196808415065,-0.01983561443466808,-0.006425556503730871,430.5,1.18247282573798,0.14792092706203136,,,,,,,0.049306002325745446,-0.003955802532367492,0.3875,2444.8333333333335
C_buy_and_hold,5000.0,144475.62910723052,27.8951258214461,0.6528839168949134,0.7554566164414953,1.0465589294712543,1.2961940320344028,0.7950456870409471,-0.8211904391618793,-0.4052350004889516,1121.3333333333333,1.0706426854422137,0.5209270620313565,6.81663258350375e-05,0.1493865030674847,,1.0,1.0,1.0,9.16000618957335,-0.7495353224635508,0.5875,2444.8333333333335
F_per_asset_licensed_ensemble_corr_penalized,5000.0,5797.581105997562,0.15951622119951248,0.0223574009602312,0.0625415861387929,0.3848542663906854,0.3717799148373693,0.122762762065173,-0.1821187515181678,-0.13427921265487605,2069.833333333333,1.048939991898506,0.502403277913482,0.0028872393270815387,6.327384985299192,577.34681203986,1852.0,0.03966810535531644,0.03966810535531644,0.1484069124380092,-0.05192484456073421,0.325,2444.8333333333335
