symbol,alpha_name,direction,passed,median_fold_ic,positive_fold_ratio,max_fold_pnl_ratio,max_year_pnl_ratio,cost_drag_ratio,total_pnl,total_observations,min_fold_observations,check__折IC中位数为正,check__至少60%的折IC为正,check__单折PnL占比不超过50%,check__单一日历年PnL占比不超过60%,check__扣费后成本侵蚀比例不超过70%,check__总有效样本不少于1000根K线,check__每折样本不少于30根K线
BTCUSDT,A01_ts_momentum_12,trend,False,0.012667849761115452,0.8333333333333334,inf,inf,0.1319250406867174,-3.014184029931668,14619,1466,True,True,False,False,True,True,True
BTCUSDT,A01_ts_momentum_24,trend,False,-0.004836274323257458,0.3333333333333333,1.0,0.6182170893825786,0.08509353319485051,-1.7902142286189318,14619,1466,False,False,False,False,True,True,True
BTCUSDT,A01_ts_momentum_48,trend,False,0.010975912310320655,0.8333333333333334,0.8384492807162851,0.6062919909474589,0.055506381839696584,-0.13118167670891023,14619,1466,True,True,False,False,True,True,True
BTCUSDT,A01_ts_momentum_72,trend,False,-0.002901780526425952,0.5,0.7152917712618416,0.6044764836392549,0.04411497400183129,0.09726589800145669,14595,1466,False,False,False,False,True,True,True
BTCUSDT,A01_ts_momentum_120,trend,False,0.000557744302791234,0.5,0.5832918117969054,0.597093057972967,0.03248877791684174,0.8861584836690275,14547,1466,True,False,False,True,True,True,True
BTCUSDT,A16_momentum_ensemble,trend,False,0.010717434250524075,0.6666666666666666,0.5137604887520362,0.5635679502424318,0.06593353061881724,-0.12175114740523707,14619,1466,True,True,False,True,True,True,True
BTCUSDT,A02_ema_distance_20,trend,False,0.01971772421139604,0.6666666666666666,1.0,0.5142786571591078,0.13434569081254835,-1.4084529349751436,14648,1466,True,True,False,True,True,True,True
BTCUSDT,A02_ema_distance_50,trend,False,0.014621549043008483,0.6666666666666666,0.780605096395951,0.45472972588109606,0.07760403728501782,-0.3727692537720515,14618,1466,True,True,False,True,True,True,True
BTCUSDT,A02_ema_distance_100,trend,True,0.01591534380155414,0.6666666666666666,0.304529372674584,0.4729803177105898,0.049593392744740214,0.6416900984964533,14568,1466,True,True,True,True,True,True,True
BTCUSDT,A03_donchian_breakout_20,trend,False,0.022951063324416245,0.6666666666666666,inf,inf,0.526156176837288,-0.6045707263353101,14668,1466,True,True,False,False,True,True,True
BTCUSDT,A08_trend_quality,trend,True,0.022874880854750257,0.8333333333333334,0.482869974460701,0.5505909175982251,0.06107682629947061,0.20073618448899827,14608,1466,True,True,True,True,True,True,True
BTCUSDT,A09_efficiency_ratio_20,trend,False,0.017735546177938814,0.6666666666666666,1.0,0.5590745410703692,0.11074681138552252,-0.838006093654178,14647,1466,True,True,False,True,True,True,True
BTCUSDT,A04_short_reversion_1,mean_reversion,False,-0.017433740042692436,0.3333333333333333,inf,inf,0.47152494498531317,-8.317895131604416,14567,1466,False,False,False,False,True,True,True
BTCUSDT,A04_short_reversion_2,mean_reversion,False,-0.0027027333132062245,0.5,inf,inf,0.32132815855634117,-5.634817320252644,14566,1466,False,False,False,False,True,True,True
BTCUSDT,A04_short_reversion_3,mean_reversion,False,-0.02178096699259111,0.3333333333333333,inf,inf,0.2506227260064762,-5.2382877214105905,14565,1466,False,False,False,False,True,True,True
BTCUSDT,A04_short_reversion_6,mean_reversion,False,-6.811273484963595e-05,0.5,inf,inf,0.17221895058961081,-3.0005632203481496,14562,1466,False,False,False,False,True,True,True
BTCUSDT,A05_bollinger_reversion_20,mean_reversion,False,-0.014803810027935549,0.3333333333333333,inf,inf,0.13071249183646208,-3.550750586970754,14648,1466,False,False,False,False,True,True,True
BTCUSDT,A06_rsi_reversion_14,mean_reversion,False,-0.015006679626796783,0.3333333333333333,inf,1.0,0.11032737593922788,-2.8891063511766206,14653,1466,False,False,False,False,True,True,True
BTCUSDT,A17_mean_reversion_ensemble,mean_reversion,False,-0.01611114655199904,0.3333333333333333,inf,inf,0.23105432516393576,-3.9951337580873645,14653,1466,False,False,False,False,True,True,True
BTCUSDT,A07_volatility_compression,regime,False,-0.017032906029034695,0.16666666666666666,1.0,0.555992192954923,0.06392669963998536,-0.5817698273461336,14567,1466,False,False,False,True,True,True,True
BTCUSDT,A07_atr_percentile,regime,True,0.021818944684812575,0.6666666666666666,0.46085073781728986,0.4061858617770265,0.035211211033347276,0.05666798071534379,14405,1466,True,True,True,True,True,True,True
BTCUSDT,A15_volatility_adjusted_breakout_20,trend,False,0.011821711193628525,0.6666666666666666,1.0,inf,0.5679439782298037,-0.347295450840162,14468,1466,True,True,False,False,True,True,True
BTCUSDT,A10_volume_surprise_48,trend,False,0.027919117646209787,0.8333333333333334,inf,inf,0.5000494782758393,-5.556674071918644,14620,1466,True,True,False,False,True,True,True
BTCUSDT,A11_signed_volume_pressure_6,trend,False,-0.022457581814942316,0.3333333333333333,inf,inf,0.20094398782183212,-2.1836760319998922,14662,1466,False,False,False,False,True,True,True
