strategy,trades,net_profit,win_rate,average_trade,total_fees
range_mean_reversion,8,4.005365637460277,0.375,0.5006707046825346,5.8359557034144895
trend_breakout,94,1073.5414367235085,0.39361702127659576,11.420653582164984,119.3196051596224
