strategy,trades,net_profit,win_rate,average_trade,total_fees
range_mean_reversion,3,3.615945400871719,0.6666666666666666,1.2053151336239063,1.7449623230103062
trend_breakout,21,182.04255690777046,0.38095238095238093,8.668693186084308,18.64794769705368
