strategy,trades,net_profit,win_rate,average_trade,total_fees
trend_breakout,161,852.2585719545333,0.3167701863354037,5.293531502823188,119.11357611116837
trend_pullback,14,-42.8890944589488,0.35714285714285715,-3.063506747067771,5.299121161534535
