initial_capital,final_value,profit,total_return,annualized_return,max_drawdown,sharpe_ratio,total_fees,trade_count,win_rate,profit_factor,average_trade,elapsed_days
5000.0,6248.2501748910345,1248.2501748910345,0.24965003497820693,0.033857905433510194,-0.026289041170452387,1.3433815832520943,153.5267181832228,154,0.38961038961038963,2.114181894911109,8.105520616175557,2444.6666666666665
