trade_date,SG Trend Indicator,SG CTA Index,SG Trend Index,S&P 500 TR
2000-01-01 00:00:00+00:00,100.0,100.0,100.0,100.0
2000-01-03 00:00:00+00:00,99.19,99.67,99.72,100.0
2000-01-04 00:00:00+00:00,95.9,98.7,97.07,96.17
2000-01-05 00:00:00+00:00,95.15,98.42,96.21,96.36
2000-01-06 00:00:00+00:00,93.89,98.24,95.35,96.47
2000-01-07 00:00:00+00:00,94.92,97.7,94.4,99.09
2000-01-10 00:00:00+00:00,96.29,97.98,95.12,100.2
2000-01-11 00:00:00+00:00,96.19,99.35,97.42,98.89
2000-01-12 00:00:00+00:00,95.84,99.63,97.96,98.46
2000-01-13 00:00:00+00:00,97.15,99.47,97.71,99.66
2000-01-14 00:00:00+00:00,99.43,100.43,99.67,100.73
2000-01-17 00:00:00+00:00,100.13,100.63,99.97,
2000-01-18 00:00:00+00:00,100.31,101.66,102.04,100.04
2000-01-19 00:00:00+00:00,99.99,101.34,101.79,100.1
2000-01-20 00:00:00+00:00,100.19,101.3,101.58,99.39
2000-01-21 00:00:00+00:00,100.49,101.11,101.5,99.1
2000-01-24 00:00:00+00:00,99.52,101.19,101.1,96.36
2000-01-25 00:00:00+00:00,99.4,101.17,101.11,96.94
2000-01-26 00:00:00+00:00,99.37,100.69,100.11,96.54
2000-01-27 00:00:00+00:00,100.93,101.46,101.2,96.16
2000-01-28 00:00:00+00:00,98.55,102.16,101.51,93.53
2000-01-31 00:00:00+00:00,98.53,102.34,101.97,95.89
2000-02-01 00:00:00+00:00,98.08,102.02,101.25,96.91
2000-02-02 00:00:00+00:00,98.11,101.49,99.95,96.91
2000-02-03 00:00:00+00:00,96.75,100.13,97.39,98.01
2000-02-04 00:00:00+00:00,97.84,100.92,99.11,97.97
2000-02-07 00:00:00+00:00,98.64,101.81,100.42,97.96
2000-02-08 00:00:00+00:00,98.38,101.09,98.92,99.17
2000-02-09 00:00:00+00:00,99.02,101.29,99.25,97.13
2000-02-10 00:00:00+00:00,99.32,101.99,100.91,97.48
2000-02-11 00:00:00+00:00,99.51,101.82,100.24,95.45
2000-02-14 00:00:00+00:00,99.5,102.15,100.66,95.64
2000-02-15 00:00:00+00:00,99.48,101.86,100.2,96.48
2000-02-16 00:00:00+00:00,99.08,101.88,100.45,95.51
2000-02-17 00:00:00+00:00,98.87,102.25,100.79,95.55
2000-02-18 00:00:00+00:00,99.45,102.54,101.1,92.64
2000-02-21 00:00:00+00:00,99.08,102.38,100.67,
2000-02-22 00:00:00+00:00,95.53,101.17,97.91,93.06
2000-02-23 00:00:00+00:00,97.35,101.54,98.79,93.66
2000-02-24 00:00:00+00:00,98.29,101.45,98.86,93.16
2000-02-25 00:00:00+00:00,99.89,101.41,98.94,91.79
2000-02-28 00:00:00+00:00,100.23,100.89,98.31,92.81
2000-02-29 00:00:00+00:00,100.79,101.55,99.52,94.08
2000-03-01 00:00:00+00:00,100.12,100.65,98.74,94.98
2000-03-02 00:00:00+00:00,100.99,101.2,99.39,95.15
2000-03-03 00:00:00+00:00,101.12,101.29,99.73,97.04
2000-03-06 00:00:00+00:00,101.83,101.53,100.25,95.82
2000-03-07 00:00:00+00:00,101.76,101.85,100.81,93.37
2000-03-08 00:00:00+00:00,101.05,100.72,98.7,94.14
2000-03-09 00:00:00+00:00,99.68,100.1,97.9,96.55
2000-03-10 00:00:00+00:00,99.83,100.04,97.98,96.1
2000-03-13 00:00:00+00:00,98.91,99.46,96.88,95.32
2000-03-14 00:00:00+00:00,98.49,99.21,96.31,93.64
2000-03-15 00:00:00+00:00,98.02,99.34,96.15,95.91
2000-03-16 00:00:00+00:00,97.37,99.47,96.31,100.5
2000-03-17 00:00:00+00:00,98.33,100.07,97.39,100.91
2000-03-20 00:00:00+00:00,98.16,99.52,96.22,100.37
2000-03-21 00:00:00+00:00,98.48,100.17,97.46,102.94
2000-03-22 00:00:00+00:00,99.01,100.27,97.7,103.4
2000-03-23 00:00:00+00:00,98.73,99.77,97.0,105.25
2000-03-24 00:00:00+00:00,98.26,98.99,95.71,105.25
2000-03-27 00:00:00+00:00,98.34,98.89,95.58,105.0
2000-03-28 00:00:00+00:00,97.67,98.94,95.72,103.89
2000-03-29 00:00:00+00:00,97.94,99.12,95.69,103.96
2000-03-30 00:00:00+00:00,97.62,98.5,94.9,102.54
2000-03-31 00:00:00+00:00,97.95,99.64,96.51,103.28
2000-04-03 00:00:00+00:00,97.72,98.95,95.42,103.79
2000-04-04 00:00:00+00:00,97.66,98.41,94.48,103.02
2000-04-05 00:00:00+00:00,97.31,98.16,94.07,102.52
2000-04-06 00:00:00+00:00,98.2,98.01,93.86,103.5
2000-04-07 00:00:00+00:00,100.26,98.56,95.04,104.53
2000-04-10 00:00:00+00:00,99.93,98.26,94.43,103.71
2000-04-11 00:00:00+00:00,98.95,97.59,93.31,103.45
2000-04-12 00:00:00+00:00,98.14,97.34,92.67,101.15
2000-04-13 00:00:00+00:00,98.27,97.45,92.82,99.32
2000-04-14 00:00:00+00:00,96.91,98.15,93.31,93.53
2000-04-17 00:00:00+00:00,98.15,98.34,93.3,96.62
2000-04-18 00:00:00+00:00,98.96,97.8,92.84,99.4
2000-04-19 00:00:00+00:00,99.35,97.92,93.11,98.42
2000-04-20 00:00:00+00:00,99.74,97.61,92.62,98.91
2000-04-21 00:00:00+00:00,99.66,97.72,92.8,
2000-04-24 00:00:00+00:00,99.37,97.71,92.79,98.59
2000-04-25 00:00:00+00:00,99.97,98.09,93.33,101.87
2000-04-26 00:00:00+00:00,100.75,98.13,93.39,100.75
2000-04-27 00:00:00+00:00,100.89,98.17,93.33,101.03
2000-04-28 00:00:00+00:00,102.48,98.2,93.23,100.17
2000-05-01 00:00:00+00:00,102.83,97.67,92.41,101.26
2000-05-02 00:00:00+00:00,102.76,97.07,91.42,99.75
2000-05-03 00:00:00+00:00,102.06,97.2,91.46,97.61
2000-05-04 00:00:00+00:00,102.22,97.12,91.28,97.23
2000-05-05 00:00:00+00:00,101.54,96.73,90.43,98.82
2000-05-08 00:00:00+00:00,101.98,97.05,90.94,98.25
2000-05-09 00:00:00+00:00,102.37,97.06,90.73,97.42
2000-05-10 00:00:00+00:00,102.82,97.57,91.32,95.44
2000-05-11 00:00:00+00:00,103.62,98.42,93.17,97.17
2000-05-12 00:00:00+00:00,101.98,97.43,91.38,98.08
2000-05-15 00:00:00+00:00,103.1,98.01,92.18,100.25
2000-05-16 00:00:00+00:00,103.79,98.11,92.35,101.19
2000-05-17 00:00:00+00:00,104.67,98.96,93.88,99.94
2000-05-18 00:00:00+00:00,105.38,99.82,95.52,99.22
2000-05-19 00:00:00+00:00,104.64,99.0,94.28,97.13
2000-05-22 00:00:00+00:00,104.82,98.6,93.35,96.7
2000-05-23 00:00:00+00:00,105.24,98.73,93.44,94.85
2000-05-24 00:00:00+00:00,106.07,99.75,95.03,96.59
2000-05-25 00:00:00+00:00,106.1,99.51,94.52,95.38
2000-05-26 00:00:00+00:00,105.18,98.7,93.07,95.15
2000-05-29 00:00:00+00:00,105.14,98.69,93.08,
2000-05-30 00:00:00+00:00,104.36,98.46,92.8,98.23
2000-05-31 00:00:00+00:00,104.72,98.33,92.16,98.12
2000-06-01 00:00:00+00:00,104.56,98.35,91.96,100.07
2000-06-02 00:00:00+00:00,102.82,97.28,89.96,102.03
2000-06-05 00:00:00+00:00,101.13,96.2,88.04,101.37
2000-06-06 00:00:00+00:00,99.54,95.53,87.12,100.69
2000-06-07 00:00:00+00:00,99.09,95.88,87.38,101.64
2000-06-08 00:00:00+00:00,99.91,96.1,87.85,100.97
2000-06-09 00:00:00+00:00,100.57,96.76,89.04,100.65
2000-06-12 00:00:00+00:00,100.79,97.01,89.57,99.89
2000-06-13 00:00:00+00:00,100.39,97.58,90.5,101.52
2000-06-14 00:00:00+00:00,100.36,97.69,90.69,101.6
2000-06-15 00:00:00+00:00,100.34,97.11,90.05,102.17
2000-06-16 00:00:00+00:00,99.87,97.37,90.07,101.19
2000-06-19 00:00:00+00:00,99.8,96.86,89.36,102.68
2000-06-20 00:00:00+00:00,99.66,96.85,89.47,101.99
2000-06-21 00:00:00+00:00,99.74,96.51,89.19,102.21
2000-06-22 00:00:00+00:00,100.14,96.14,88.9,100.35
2000-06-23 00:00:00+00:00,100.73,96.41,89.24,99.61
2000-06-26 00:00:00+00:00,101.22,96.41,89.28,100.57
2000-06-27 00:00:00+00:00,100.37,96.48,89.32,100.24
2000-06-28 00:00:00+00:00,99.89,96.28,89.13,100.55
2000-06-29 00:00:00+00:00,99.86,96.76,89.88,99.69
2000-06-30 00:00:00+00:00,100.03,96.51,89.41,100.54
2000-07-03 00:00:00+00:00,99.01,96.41,89.45,101.57
2000-07-04 00:00:00+00:00,99.45,96.41,89.45,
2000-07-05 00:00:00+00:00,100.0,95.74,88.24,99.98
2000-07-06 00:00:00+00:00,99.82,95.44,87.85,100.71
2000-07-07 00:00:00+00:00,100.04,95.4,87.87,102.25
2000-07-10 00:00:00+00:00,99.06,95.07,87.29,102.02
2000-07-11 00:00:00+00:00,99.62,95.05,87.26,102.39
2000-07-12 00:00:00+00:00,99.87,95.25,87.53,103.23
2000-07-13 00:00:00+00:00,100.89,95.68,88.51,103.43
2000-07-14 00:00:00+00:00,100.18,95.51,88.17,104.41
2000-07-17 00:00:00+00:00,99.62,95.32,87.61,104.45
2000-07-18 00:00:00+00:00,99.78,95.42,87.76,103.29
2000-07-19 00:00:00+00:00,100.01,95.13,87.2,102.48
2000-07-20 00:00:00+00:00,100.09,94.87,87.25,103.42
2000-07-21 00:00:00+00:00,100.11,95.02,87.36,102.36
2000-07-24 00:00:00+00:00,99.81,94.68,86.76,101.26
2000-07-25 00:00:00+00:00,99.87,94.87,87.03,101.97
2000-07-26 00:00:00+00:00,99.94,95.22,87.54,100.44
2000-07-27 00:00:00+00:00,100.9,95.31,88.01,100.26
2000-07-28 00:00:00+00:00,101.1,95.5,88.1,98.21
2000-07-31 00:00:00+00:00,101.9,94.99,87.29,98.96
2000-08-01 00:00:00+00:00,102.33,94.74,87.08,99.47
2000-08-02 00:00:00+00:00,102.64,94.94,87.61,99.52
2000-08-03 00:00:00+00:00,102.95,95.05,87.91,100.48
2000-08-04 00:00:00+00:00,103.65,95.3,88.52,101.21
2000-08-07 00:00:00+00:00,102.97,95.07,88.03,102.35
2000-08-08 00:00:00+00:00,103.68,95.18,88.37,102.6
2000-08-09 00:00:00+00:00,103.46,94.98,88.11,101.92
2000-08-10 00:00:00+00:00,103.32,95.26,88.56,101.06
2000-08-11 00:00:00+00:00,103.69,94.95,88.1,101.87
2000-08-14 00:00:00+00:00,103.91,95.46,88.93,103.24
2000-08-15 00:00:00+00:00,103.25,94.73,87.67,102.74
2000-08-16 00:00:00+00:00,102.28,94.33,87.06,102.44
2000-08-17 00:00:00+00:00,102.35,94.66,87.74,103.56
2000-08-18 00:00:00+00:00,103.03,95.16,88.61,103.26
2000-08-21 00:00:00+00:00,103.64,95.61,89.39,103.8
2000-08-22 00:00:00+00:00,103.72,95.07,88.48,103.71
2000-08-23 00:00:00+00:00,104.48,94.77,88.22,104.26
2000-08-24 00:00:00+00:00,104.36,94.26,87.31,104.42
2000-08-25 00:00:00+00:00,104.02,94.77,88.26,104.29
2000-08-28 00:00:00+00:00,103.73,94.86,88.36,104.83
2000-08-29 00:00:00+00:00,104.38,95.3,88.96,104.54
2000-08-30 00:00:00+00:00,104.24,95.42,89.41,104.06
2000-08-31 00:00:00+00:00,104.81,95.78,90.06,105.11
2000-09-01 00:00:00+00:00,103.81,96.1,90.5,105.33
2000-09-04 00:00:00+00:00,103.95,96.14,90.44,
2000-09-05 00:00:00+00:00,104.72,96.83,91.86,104.38
2000-09-06 00:00:00+00:00,105.79,97.87,93.69,103.36
2000-09-07 00:00:00+00:00,105.89,97.69,93.6,104.07
2000-09-08 00:00:00+00:00,106.87,96.86,91.87,103.52
2000-09-11 00:00:00+00:00,107.51,97.31,92.93,103.16
2000-09-12 00:00:00+00:00,107.55,97.02,92.06,102.65
2000-09-13 00:00:00+00:00,107.8,97.03,92.07,102.88
2000-09-14 00:00:00+00:00,108.14,96.95,92.02,102.6
2000-09-15 00:00:00+00:00,107.96,97.44,93.03,101.56
2000-09-18 00:00:00+00:00,108.1,97.41,92.76,100.08
2000-09-19 00:00:00+00:00,108.09,96.8,91.89,101.15
2000-09-20 00:00:00+00:00,107.96,96.83,91.9,100.56
2000-09-21 00:00:00+00:00,107.14,95.91,89.96,100.4
2000-09-22 00:00:00+00:00,105.95,94.07,86.45,100.38
2000-09-25 00:00:00+00:00,105.91,93.8,86.04,99.71
2000-09-26 00:00:00+00:00,104.93,93.39,85.19,98.89
2000-09-27 00:00:00+00:00,104.92,93.31,85.0,98.86
2000-09-28 00:00:00+00:00,105.69,92.69,83.94,101.06
2000-09-29 00:00:00+00:00,106.09,92.68,83.96,99.56
2000-10-02 00:00:00+00:00,106.52,93.1,84.67,99.54
2000-10-03 00:00:00+00:00,106.78,93.08,84.79,98.87
2000-10-04 00:00:00+00:00,106.12,92.65,83.96,99.43
2000-10-05 00:00:00+00:00,106.51,92.67,84.09,99.58
2000-10-06 00:00:00+00:00,107.69,92.84,84.49,97.69
2000-10-09 00:00:00+00:00,108.38,93.31,85.25,97.21
2000-10-10 00:00:00+00:00,108.4,93.25,85.41,96.17
2000-10-11 00:00:00+00:00,109.41,93.96,86.58,94.62
2000-10-12 00:00:00+00:00,110.26,95.19,89.02,92.21
2000-10-13 00:00:00+00:00,110.48,95.05,88.53,95.29
2000-10-16 00:00:00+00:00,111.03,94.55,87.52,95.32
2000-10-17 00:00:00+00:00,111.76,94.73,87.95,93.61
2000-10-18 00:00:00+00:00,113.31,95.48,89.64,93.07
2000-10-19 00:00:00+00:00,111.75,94.82,88.3,96.3
2000-10-20 00:00:00+00:00,111.29,95.01,88.61,96.87
2000-10-23 00:00:00+00:00,111.41,95.38,89.34,96.79
2000-10-24 00:00:00+00:00,110.56,94.92,88.37,96.95
2000-10-25 00:00:00+00:00,112.34,95.57,89.28,94.65
2000-10-26 00:00:00+00:00,112.76,95.78,89.5,94.62
2000-10-27 00:00:00+00:00,111.61,94.62,87.34,95.68
2000-10-30 00:00:00+00:00,111.97,94.89,87.69,97.01
2000-10-31 00:00:00+00:00,110.63,94.29,86.67,99.14
2000-11-01 00:00:00+00:00,110.01,93.78,85.94,98.58
2000-11-02 00:00:00+00:00,110.21,93.72,85.82,99.08
2000-11-03 00:00:00+00:00,108.67,92.57,84.02,98.97
2000-11-06 00:00:00+00:00,109.1,92.75,84.25,99.35
2000-11-07 00:00:00+00:00,109.03,92.71,84.15,99.33
2000-11-08 00:00:00+00:00,110.17,93.0,84.81,97.78
2000-11-09 00:00:00+00:00,110.61,93.48,85.66,97.16
2000-11-10 00:00:00+00:00,112.43,93.96,86.77,94.79
2000-11-13 00:00:00+00:00,113.67,95.15,88.68,93.78
2000-11-14 00:00:00+00:00,113.25,95.23,88.92,95.98
2000-11-15 00:00:00+00:00,113.99,96.03,90.15,96.47
2000-11-16 00:00:00+00:00,115.0,96.38,90.82,95.26
2000-11-17 00:00:00+00:00,115.61,96.69,91.62,94.94
2000-11-20 00:00:00+00:00,117.32,97.82,93.26,93.2
2000-11-21 00:00:00+00:00,117.64,98.11,94.0,93.54
2000-11-22 00:00:00+00:00,118.5,99.12,95.43,91.8
2000-11-23 00:00:00+00:00,118.71,99.14,95.48,
2000-11-24 00:00:00+00:00,118.05,99.64,96.17,93.15
2000-11-27 00:00:00+00:00,116.47,98.23,93.85,93.65
2000-11-28 00:00:00+00:00,116.71,97.94,93.38,92.77
2000-11-29 00:00:00+00:00,117.99,99.47,95.72,93.2
2000-11-30 00:00:00+00:00,117.78,100.65,97.6,91.32
2000-12-01 00:00:00+00:00,116.66,99.82,95.47,91.34
2000-12-04 00:00:00+00:00,115.68,99.98,95.71,92.02
2000-12-05 00:00:00+00:00,115.86,100.64,96.76,95.6
2000-12-06 00:00:00+00:00,115.0,101.22,98.03,93.88
2000-12-07 00:00:00+00:00,115.36,101.66,98.96,93.33
2000-12-08 00:00:00+00:00,115.06,101.09,98.03,95.16
2000-12-11 00:00:00+00:00,114.36,99.69,96.01,95.88
2000-12-12 00:00:00+00:00,114.51,99.93,96.26,95.25
2000-12-13 00:00:00+00:00,115.31,101.13,98.39,94.5
2000-12-14 00:00:00+00:00,114.84,102.64,100.82,93.17
2000-12-15 00:00:00+00:00,116.04,104.03,102.94,91.17
2000-12-18 00:00:00+00:00,116.23,103.86,102.92,91.91
2000-12-19 00:00:00+00:00,116.05,104.13,103.19,90.72
2000-12-20 00:00:00+00:00,116.41,106.92,107.77,87.89
2000-12-21 00:00:00+00:00,115.92,107.88,109.03,88.59
2000-12-22 00:00:00+00:00,115.04,108.41,110.41,90.75
2000-12-25 00:00:00+00:00,114.84,108.37,110.27,
2000-12-26 00:00:00+00:00,114.78,109.06,111.03,91.39
2000-12-27 00:00:00+00:00,113.85,108.92,110.72,92.37
2000-12-28 00:00:00+00:00,113.45,108.39,109.65,92.74
2000-12-29 00:00:00+00:00,114.16,109.56,111.67,91.77
2001-01-01 00:00:00+00:00,114.18,109.56,111.68,
2001-01-02 00:00:00+00:00,115.21,111.6,115.38,89.2
2001-01-03 00:00:00+00:00,113.73,109.97,112.11,93.68
2001-01-04 00:00:00+00:00,114.77,112.08,115.93,92.69
2001-01-05 00:00:00+00:00,115.9,113.48,118.6,90.26
2001-01-08 00:00:00+00:00,115.5,113.13,118.32,90.11
2001-01-09 00:00:00+00:00,115.01,112.75,117.52,90.45
2001-01-10 00:00:00+00:00,113.26,111.4,114.84,91.33
2001-01-11 00:00:00+00:00,113.83,112.81,116.74,92.27
2001-01-12 00:00:00+00:00,112.23,111.87,114.51,91.68
2001-01-15 00:00:00+00:00,112.06,111.65,114.27,
2001-01-16 00:00:00+00:00,111.37,110.98,112.76,92.26
2001-01-17 00:00:00+00:00,111.46,111.14,113.16,92.46
2001-01-18 00:00:00+00:00,112.32,112.08,115.02,93.75
2001-01-19 00:00:00+00:00,110.46,110.68,112.43,93.37
2001-01-22 00:00:00+00:00,109.72,110.31,112.08,93.4
2001-01-23 00:00:00+00:00,109.32,110.38,111.78,94.61
2001-01-24 00:00:00+00:00,107.59,109.66,110.49,94.89
2001-01-25 00:00:00+00:00,107.97,109.23,110.1,94.41
2001-01-26 00:00:00+00:00,108.39,109.72,111.23,94.24
2001-01-29 00:00:00+00:00,107.54,109.28,110.5,94.89
2001-01-30 00:00:00+00:00,108.49,109.47,110.83,95.56
2001-01-31 00:00:00+00:00,109.31,110.38,112.78,95.03
2001-02-01 00:00:00+00:00,111.07,110.64,113.55,95.55
2001-02-02 00:00:00+00:00,110.17,109.67,111.55,93.89
2001-02-05 00:00:00+00:00,110.35,109.82,112.31,94.22
2001-02-06 00:00:00+00:00,108.96,109.16,111.15,94.09
2001-02-07 00:00:00+00:00,109.79,110.0,112.64,93.32
2001-02-08 00:00:00+00:00,108.77,109.4,111.5,92.73
2001-02-09 00:00:00+00:00,110.63,110.5,113.57,91.5
2001-02-12 00:00:00+00:00,109.86,110.57,113.53,92.58
2001-02-13 00:00:00+00:00,109.43,109.66,112.43,91.79
2001-02-14 00:00:00+00:00,109.13,108.97,111.0,91.61
2001-02-15 00:00:00+00:00,107.19,107.77,108.21,92.36
2001-02-16 00:00:00+00:00,108.84,108.39,109.86,90.62
2001-02-19 00:00:00+00:00,109.1,108.63,110.1,
2001-02-20 00:00:00+00:00,108.91,108.43,110.0,89.04
2001-02-21 00:00:00+00:00,108.8,108.64,110.52,87.4
2001-02-22 00:00:00+00:00,108.75,108.42,110.0,87.23
2001-02-23 00:00:00+00:00,110.21,108.74,110.58,86.75
2001-02-26 00:00:00+00:00,109.85,109.07,111.47,88.27
2001-02-27 00:00:00+00:00,110.74,109.78,112.82,87.6
2001-02-28 00:00:00+00:00,111.6,110.52,114.01,86.36
2001-03-01 00:00:00+00:00,112.43,111.3,115.24,86.45
2001-03-02 00:00:00+00:00,112.2,111.57,115.38,85.96
2001-03-05 00:00:00+00:00,112.22,111.2,115.2,86.48
2001-03-06 00:00:00+00:00,111.3,111.29,114.98,87.34
2001-03-07 00:00:00+00:00,112.77,112.04,116.32,87.93
2001-03-08 00:00:00+00:00,113.32,112.2,116.62,88.13
2001-03-09 00:00:00+00:00,113.77,111.88,115.97,85.94
2001-03-12 00:00:00+00:00,115.36,112.98,117.73,82.23
2001-03-13 00:00:00+00:00,115.38,112.71,117.42,83.47
2001-03-14 00:00:00+00:00,117.65,114.5,120.73,81.32
2001-03-15 00:00:00+00:00,118.02,115.47,122.08,81.79
2001-03-16 00:00:00+00:00,119.2,116.3,123.64,80.19
2001-03-19 00:00:00+00:00,118.94,116.19,123.12,81.6
2001-03-20 00:00:00+00:00,118.75,115.74,122.01,79.64
2001-03-21 00:00:00+00:00,119.98,116.73,124.15,78.22
2001-03-22 00:00:00+00:00,121.57,118.11,126.84,77.9
2001-03-23 00:00:00+00:00,119.27,116.28,123.62,79.45
2001-03-26 00:00:00+00:00,117.6,115.58,122.42,80.35
2001-03-27 00:00:00+00:00,116.37,114.31,119.9,82.4
2001-03-28 00:00:00+00:00,116.86,114.57,120.12,80.4
2001-03-29 00:00:00+00:00,117.76,115.05,120.92,80.03
2001-03-30 00:00:00+00:00,119.47,116.42,123.51,80.89
2001-04-02 00:00:00+00:00,119.87,116.32,122.95,79.88
2001-04-03 00:00:00+00:00,120.13,116.05,122.31,77.14
2001-04-04 00:00:00+00:00,119.62,115.65,121.47,76.93
2001-04-05 00:00:00+00:00,118.39,114.53,119.55,80.29
2001-04-06 00:00:00+00:00,118.87,114.99,120.81,78.7
2001-04-09 00:00:00+00:00,118.9,115.17,121.04,79.34
2001-04-10 00:00:00+00:00,117.22,113.77,117.78,81.5
2001-04-11 00:00:00+00:00,116.14,112.93,115.83,81.33
2001-04-12 00:00:00+00:00,114.45,111.78,113.43,82.55
2001-04-13 00:00:00+00:00,114.48,111.81,113.44,
2001-04-16 00:00:00+00:00,114.26,111.76,113.14,82.29
2001-04-17 00:00:00+00:00,115.72,111.66,113.42,83.13
2001-04-18 00:00:00+00:00,114.88,111.22,112.34,86.37
2001-04-19 00:00:00+00:00,111.77,110.52,111.08,87.46
2001-04-20 00:00:00+00:00,111.52,110.53,111.46,86.71
2001-04-23 00:00:00+00:00,113.58,110.48,111.57,85.41
2001-04-24 00:00:00+00:00,114.08,110.76,112.17,84.37
2001-04-25 00:00:00+00:00,113.64,110.55,111.79,85.72
2001-04-26 00:00:00+00:00,113.4,110.57,111.8,86.13
2001-04-27 00:00:00+00:00,113.24,111.34,113.18,87.42
2001-04-30 00:00:00+00:00,112.68,111.45,113.18,87.18
2001-05-01 00:00:00+00:00,111.51,110.93,112.33,88.36
2001-05-02 00:00:00+00:00,111.24,110.63,111.47,88.44
2001-05-03 00:00:00+00:00,111.96,110.53,111.24,87.13
2001-05-04 00:00:00+00:00,111.69,110.2,110.79,88.4
2001-05-07 00:00:00+00:00,112.51,110.42,111.48,88.18
2001-05-08 00:00:00+00:00,113.46,110.64,112.03,88.03
2001-05-09 00:00:00+00:00,113.16,110.82,112.02,87.64
2001-05-10 00:00:00+00:00,113.4,110.59,111.98,87.63
2001-05-11 00:00:00+00:00,114.98,111.28,113.05,86.97
2001-05-14 00:00:00+00:00,115.87,111.71,114.05,87.21
2001-05-15 00:00:00+00:00,115.66,111.67,114.04,87.25
2001-05-16 00:00:00+00:00,114.84,111.34,113.59,89.74
2001-05-17 00:00:00+00:00,114.61,110.94,112.71,89.99
2001-05-18 00:00:00+00:00,114.34,111.48,113.62,90.25
2001-05-21 00:00:00+00:00,114.48,111.43,113.46,91.7
2001-05-22 00:00:00+00:00,115.54,112.32,114.75,91.46
2001-05-23 00:00:00+00:00,116.08,112.28,114.4,90.05
2001-05-24 00:00:00+00:00,116.4,112.1,113.99,90.34
2001-05-25 00:00:00+00:00,116.38,112.23,114.38,89.27
2001-05-28 00:00:00+00:00,116.17,112.19,114.25,
2001-05-29 00:00:00+00:00,116.26,112.26,114.4,88.58
2001-05-30 00:00:00+00:00,116.44,112.02,113.77,87.21
2001-05-31 00:00:00+00:00,116.63,112.63,114.34,87.76
2001-06-01 00:00:00+00:00,115.5,111.75,112.57,88.1
2001-06-04 00:00:00+00:00,115.51,111.59,112.33,88.55
2001-06-05 00:00:00+00:00,114.5,110.82,111.18,89.7
2001-06-06 00:00:00+00:00,114.95,111.17,111.66,88.77
2001-06-07 00:00:00+00:00,114.96,111.34,111.95,89.26
2001-06-08 00:00:00+00:00,115.38,111.43,112.27,88.42
2001-06-11 00:00:00+00:00,115.77,111.79,112.72,87.68
2001-06-12 00:00:00+00:00,115.46,111.47,112.07,87.78
2001-06-13 00:00:00+00:00,114.65,111.32,111.91,86.81
2001-06-14 00:00:00+00:00,113.7,110.5,110.3,85.29
2001-06-15 00:00:00+00:00,114.56,110.75,110.42,84.9
2001-06-18 00:00:00+00:00,114.78,110.66,110.24,84.49
2001-06-19 00:00:00+00:00,115.11,110.94,111.11,84.78
2001-06-20 00:00:00+00:00,115.14,111.0,110.82,85.52
2001-06-21 00:00:00+00:00,114.86,110.91,110.66,86.5
2001-06-22 00:00:00+00:00,114.27,110.66,110.27,85.68
2001-06-25 00:00:00+00:00,114.32,110.57,110.31,85.21
2001-06-26 00:00:00+00:00,114.74,110.53,110.19,85.08
2001-06-27 00:00:00+00:00,114.93,110.89,110.87,84.69
2001-06-28 00:00:00+00:00,116.91,111.69,112.33,85.75
2001-06-29 00:00:00+00:00,117.2,111.29,111.65,85.63
2001-07-02 00:00:00+00:00,116.78,111.12,111.17,86.49
2001-07-03 00:00:00+00:00,116.73,110.94,110.68,86.34
2001-07-04 00:00:00+00:00,117.03,110.92,110.75,
2001-07-05 00:00:00+00:00,117.93,112.22,112.41,85.29
2001-07-06 00:00:00+00:00,117.1,111.35,110.78,83.31
2001-07-09 00:00:00+00:00,116.87,111.25,110.74,83.88
2001-07-10 00:00:00+00:00,116.34,110.8,109.57,82.68
2001-07-11 00:00:00+00:00,115.68,110.02,108.45,82.59
2001-07-12 00:00:00+00:00,114.98,109.84,108.45,84.55
2001-07-13 00:00:00+00:00,114.65,110.43,109.4,85.08
2001-07-16 00:00:00+00:00,115.11,110.63,109.51,84.15
2001-07-17 00:00:00+00:00,115.1,110.35,109.16,84.99
2001-07-18 00:00:00+00:00,114.21,110.4,108.46,84.52
2001-07-19 00:00:00+00:00,113.4,110.08,108.13,85.04
2001-07-20 00:00:00+00:00,114.02,109.37,106.77,84.74
2001-07-23 00:00:00+00:00,114.87,110.02,107.71,83.36
2001-07-24 00:00:00+00:00,114.53,110.14,107.78,82.0
2001-07-25 00:00:00+00:00,114.35,109.95,107.52,83.32
2001-07-26 00:00:00+00:00,114.47,109.78,107.37,84.19
2001-07-27 00:00:00+00:00,114.27,109.7,107.29,84.4
2001-07-30 00:00:00+00:00,114.59,110.28,107.85,84.31
2001-07-31 00:00:00+00:00,114.22,110.47,108.41,84.78
2001-08-01 00:00:00+00:00,112.56,110.67,108.02,85.12
2001-08-02 00:00:00+00:00,111.82,109.43,105.8,85.47
2001-08-03 00:00:00+00:00,112.17,109.8,106.71,85.03
2001-08-06 00:00:00+00:00,112.8,110.0,106.98,84.06
2001-08-07 00:00:00+00:00,112.76,109.61,106.54,84.34
2001-08-08 00:00:00+00:00,113.61,110.43,107.78,82.89
2001-08-09 00:00:00+00:00,112.38,110.97,108.46,82.9
2001-08-10 00:00:00+00:00,112.7,111.11,108.87,83.37
2001-08-13 00:00:00+00:00,113.06,111.72,109.88,83.46
2001-08-14 00:00:00+00:00,112.01,110.94,108.28,83.14
2001-08-15 00:00:00+00:00,112.48,111.08,108.2,82.55
