open_time,SG_TREND_INDICATOR,VXTH,BTC_TSMOM30_DD
2016-09-12 00:00:00+00:00,0.0,0.0,0.0
2016-09-13 00:00:00+00:00,-0.008536064874093086,-0.0033868278449352696,0.0016408687091293839
2016-09-14 00:00:00+00:00,0.00459176352417856,-0.004025722800230058,0.0023685095030407943
2016-09-15 00:00:00+00:00,0.003951816407179898,0.0031496062992124596,-0.005778752313614688
2016-09-16 00:00:00+00:00,0.006592051598216742,-0.005651491365777028,-0.00029976995520952787
2016-09-19 00:00:00+00:00,0.009941107184923581,-0.0013156509841069086,0.003713455461360704
2016-09-20 00:00:00+00:00,0.006764321701810072,-0.00031617220846291705,-0.0015018671902981007
2016-09-21 00:00:00+00:00,0.009916129929104178,0.007010700542933845,-0.018350821103800485
2016-09-22 00:00:00+00:00,0.00986464785501262,0.005234505862646621,-0.0014251270660790016
2016-09-23 00:00:00+00:00,0.001635620172648844,-0.005675900853988725,0.010974389712895105
2016-09-26 00:00:00+00:00,-0.004762768756237046,-0.006493846556690164,0.008627550796737937
2016-09-27 00:00:00+00:00,0.005241329018732088,0.0036898423910178835,-0.0030869758688287785
2016-09-28 00:00:00+00:00,-0.010382662314109559,0.004726642508271706,-0.0023722680654857387
2016-09-29 00:00:00+00:00,-0.004535666834654339,-0.006481626679211816,0.0015957021614345646
2016-09-30 00:00:00+00:00,-0.008008100147275488,0.005366443941705823,0.006673334895926697
2016-10-03 00:00:00+00:00,-0.005845782685348411,-0.0036108639907896922,0.003932872988292591
2016-10-04 00:00:00+00:00,-0.007793541161097539,-0.005304621848739588,-0.003151302293994518
2016-10-05 00:00:00+00:00,-0.01251117068811447,0.004171286762764792,0.003780714176687905
2016-10-06 00:00:00+00:00,-0.0005715646582518108,0.0,0.0008326540699006291
2016-10-07 00:00:00+00:00,0.0030977457942142905,-0.0034703964665053766,0.0066881487127896655
2016-10-10 00:00:00+00:00,0.0030881793994679274,0.004115660616293759,0.001965764580042606
2016-10-11 00:00:00+00:00,-0.0019892956945957163,-0.011455596426694692,0.0
2016-10-12 00:00:00+00:00,-0.002372929618907449,0.0007442058260684892,-0.008862256843643168
2016-10-13 00:00:00+00:00,-0.011464725750439997,-0.0022840752151278565,0.0009336711639327255
2016-10-14 00:00:00+00:00,0.006785370548604508,-0.0010647926316350587,0.005640795997202019
2016-10-17 00:00:00+00:00,-0.004493093064385056,-0.003517561157597382,-0.001850465780774968
2016-10-18 00:00:00+00:00,0.006241897536851226,0.005615874204417892,-0.0019289497923044019
2016-10-19 00:00:00+00:00,0.003769623514816134,0.0015423891075416751,-0.011662176602227792
2016-10-20 00:00:00+00:00,0.002139189960068455,-0.002389676597100432,0.0005344399657709609
2016-10-21 00:00:00+00:00,0.0012333380769413704,-0.00149047162780791,0.0031243345442188986
2016-10-24 00:00:00+00:00,0.0032216800113706867,0.003038703486512473,0.03307847203588965
2016-10-25 00:00:00+00:00,-0.0044864226682408415,-0.003188944990698883,0.005853861651613945
2016-10-26 00:00:00+00:00,-0.011337760910816064,-0.001173020527859281,0.031503012551975074
2016-10-27 00:00:00+00:00,-0.004318410824816543,-0.002081887578070818,0.01475587926682298
2016-10-28 00:00:00+00:00,-0.0037588549949399974,0.0009093826896331425,0.0019439015652655822
2016-10-31 00:00:00+00:00,-0.00904561505345125,0.0015498904387791779,0.016415525926429364
2016-11-01 00:00:00+00:00,-0.016889583129942487,-0.003308431163287162,0.04111582993933238
2016-11-02 00:00:00+00:00,-0.017676266137040764,-0.003801263518578013,0.015122026734456506
2016-11-03 00:00:00+00:00,-0.006318236959158896,0.0047831461278013965,-0.07036572370709471
2016-11-04 00:00:00+00:00,-0.01220814893941713,-0.002995293110825803,0.021104941029334467
2016-11-07 00:00:00+00:00,0.0355322107214584,0.007832618025751081,-0.00014789353262623095
2016-11-08 00:00:00+00:00,0.006265851111442622,0.002288938571276322,0.009553043732787758
2016-11-09 00:00:00+00:00,0.0020261922411661804,0.004036326942482349,0.018912481782264123
2016-11-10 00:00:00+00:00,0.0022686920497139162,0.0031737635546151832,-0.010699989578151325
2016-11-11 00:00:00+00:00,0.0035921661253812687,-0.0039019245979435846,0.0012256778354982067
2016-11-14 00:00:00+00:00,0.02078940916891403,-0.0010587052035360145,-0.015898715231410954
2016-11-15 00:00:00+00:00,-0.001440991402084646,0.007153833925070074,0.009358618392210527
2016-11-16 00:00:00+00:00,-0.002982346433209715,-0.0021572135115226487,0.045781490717260676
2016-11-17 00:00:00+00:00,0.007526414821247718,0.0032164513577641607,-0.004328160394457936
2016-11-18 00:00:00+00:00,0.005889958339319046,-0.0034163775885629466,0.014316277527319343
2016-11-21 00:00:00+00:00,-0.006379129772446035,0.005695902114867257,-0.0164146913152049
2016-11-22 00:00:00+00:00,0.0011977769260254068,0.0022025276626986834,0.01636663102935887
2016-11-23 00:00:00+00:00,0.014786811504043706,0.0008372141698498314,-0.008987845640832659
2016-11-25 00:00:00+00:00,0.00438555125907758,0.003293773200188088,-0.003955185439842079
2016-11-28 00:00:00+00:00,-0.017043053664491215,-0.004794163626889114,-0.007868949649897816
2016-11-29 00:00:00+00:00,0.0010030569354222418,0.0012566760917374076,-0.0002840183284726905
2016-11-30 00:00:00+00:00,0.01555566159278543,-0.002405606108147773,0.013712507060988921
2016-12-01 00:00:00+00:00,-0.004322698867640917,-0.0008387502621094445,0.0148627355359785
2016-12-02 00:00:00+00:00,-0.016941154263602543,-0.00020986358866736943,0.027973983354282472
2016-12-05 00:00:00+00:00,-0.005472350230414702,0.002676322418135868,-0.024736945420754552
2016-12-06 00:00:00+00:00,0.013852688483444453,0.002564505155178809,0.007280857687529396
2016-12-07 00:00:00+00:00,-0.00019043084979775138,0.012998538316976394,0.005113710148497264
2016-12-08 00:00:00+00:00,0.012808913861244609,0.0020097912909042837,0.0034863518890431155
2016-12-09 00:00:00+00:00,0.011471556182416576,0.005605842419255325,0.0025739271614879655
2016-12-12 00:00:00+00:00,-0.0074834991168540865,-0.0016365775072878508,0.009437144556112331
