scenario,initial_capital,final_value,total_return,cagr,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,average_drawdown,longest_drawdown_days,profit_factor,win_rate,turnover_per_bar,annualized_turnover,total_fees,rebalance_count,exposure_pct,average_exposure,best_year,worst_year,monthly_hit_rate,elapsed_days
A_legacy_strategy_portfolio,5000.0,5944.697785571383,0.18893955711427668,0.026193801675608697,0.02179436125404141,1.1972046635546503,0.8072832044252888,1.102306336023526,-0.023762724407536795,-0.00834437390666398,430.3333333333333,1.1971309758444153,0.11043697593564661,,,,,,,0.0801758303864939,-0.006578242172599058,0.3875,2444.6666666666665
B_alpha_ensemble_equal,5000.0,11255.027054881299,1.2510054109762598,0.1288792140499153,0.13791742901731846,0.948015518331817,1.029839409188077,0.7035767982139244,-0.18317718034063035,-0.10700435407320967,1149.1666666666665,1.1018167665454397,0.5064422277639236,0.007961516002484027,17.447662319443744,1751.812173606573,2861.0,0.1243109675929457,0.1243109675929457,0.5497441757559607,-0.059528257247934424,0.375,2444.6666666666665
B_alpha_ensemble_ic,5000.0,7942.189334028731,0.5884378668057462,0.07158427940670054,0.12500290933751892,0.6157918405967361,0.6185222750384345,0.2620925935850284,-0.273125914881975,-0.1872663547375403,2069.6666666666665,1.074224624001414,0.5059047898481626,0.006985607467563306,15.308958765164986,1537.078139125292,2300.0,0.09416300063204645,0.09416300063204645,0.5597058324116115,-0.08675362616228954,0.3625,2444.6666666666665
B_alpha_ensemble_corr_penalized,5000.0,7836.130535014557,0.5672261070029114,0.0694340573903216,0.12460690345809602,0.6012428597456091,0.6055951120935837,0.25579027006384314,-0.2714491734693092,-0.1896365626523177,2069.6666666666665,1.072789600023752,0.5039768618944324,0.006774005754845696,14.845233611744343,1490.5183562674729,2258.0,0.09180884671213843,0.09180884671213843,0.5428131458991483,-0.08387014384857683,0.3625,2444.6666666666665
C_buy_and_hold,5000.0,74325.36690659533,13.865073381319066,0.4966829581590817,0.6955274666699385,0.9296891402381406,1.1649089227424712,0.6240327710691018,-0.795924478947087,-0.3725512728501501,1367.0,1.0634781462275777,0.5180312223055423,6.817097279978186e-05,0.14939668689072194,,1.0,1.0,1.0,3.8510052447645693,-0.6686361819941391,0.575,2444.6666666666665
D_regime_filtered_ensemble_corr_penalized,5000.0,5361.926657092131,0.07238533141842618,0.01049606762746813,0.06921197970187788,0.18545719476805833,0.19585501995168772,0.0572379950458024,-0.18337587854132686,-0.11970710823519176,1956.0,1.0227338234508678,0.5093878690584211,0.006221058891536226,13.633450560801638,1368.8506931991733,2163.0,0.049261912852588345,0.049261912852588345,0.13483226308410678,-0.10007832870888078,0.35,2444.6666666666665
E_corr_penalized_with_atr_stop_loss,5000.0,7209.15395141559,0.441830790283118,0.05619203451165977,0.11629521476867125,0.5284275855605498,0.4580206301803219,0.18897538351502938,-0.29735108068819327,-0.21233642373505154,2069.6666666666665,1.0697921799017955,0.4987012987012987,0.00888212554392413,19.465178129509734,1954.3784940573466,2499.0,0.07829302762705542,0.07829302762705542,0.5277397581058487,-0.08118969649999963,0.325,2444.6666666666665
