date,small_cap_return,market_return,weight_small_cap,weight_market,turnover,leverage,net_return
2000-05-30 13:30:00+00:00,0.0369101864225434,0.03260926673240694,1.0336744909070348,-1.0293869923084606,2.0,2.0,0.0031302847695015416
2000-05-31 13:30:00+00:00,0.003626119665899763,0.0021927071521474772,1.036054661732732,-1.030283700210995,0.0,2.0,0.0013204482586196623
2000-06-01 13:30:00+00:00,0.02265967555155246,0.01750523357560385,1.0176217985339744,-1.0124927486267559,0.066338361943727,2.0,0.004950637874341825
2000-06-02 13:30:00+00:00,0.05202285564961118,0.017419283016420595,1.034226870743428,-0.9951673674310102,0.0,2.0,0.03513205926999269
2000-06-05 13:30:00+00:00,-0.003662792277985827,-0.004861075400392267,1.0295339678847844,-0.9894602555565171,0.0,2.0,0.0008787904926126224
2000-06-06 13:30:00+00:00,0.009803948314982103,-0.0044602799576235475,1.0249338776811352,-0.9711248117033464,0.0,2.0,0.014336132635749755
2000-06-07 13:30:00+00:00,0.0012135565457187525,0.0069335333516469255,1.03201907149095,-0.9834244639955072,0.0,2.0,-0.005660145975003069
2000-06-08 13:30:00+00:00,-0.002423963655905137,-0.003919597485113613,1.0283016140627057,-0.9784129444147337,0.0,2.0,0.0011824164137460439
2000-06-09 13:30:00+00:00,0.01761851882137755,-0.002127188178154382,1.025872805551081,-0.9571618444598906,0.0,2.0,0.02002778486949401
2000-06-12 13:30:00+00:00,-0.02970161999449361,-0.011725096493365395,1.0151141098217558,-0.9646709168914329,0.0,2.0,-0.019417904167738354
2000-06-13 13:30:00+00:00,0.01276735004206131,0.018766381833970724,1.0335664897870849,-0.9880243652437479,0.0,2.0,-0.005313700518416369
2000-06-14 13:30:00+00:00,-0.004860747420283307,0.001693676095041008,1.0356553968623667,-0.9965419426014162,0.0,2.0,-0.006867933818290168
2000-06-15 13:30:00+00:00,0.0012214883256076448,0.0021139467749373697,1.0379711039208064,-0.9996604661101526,0.0,2.0,-0.0010122305696670724
2000-06-16 13:30:00+00:00,-0.005488007598153266,-0.008216623226559916,1.029857834915317,-0.9891253482158653,0.0,2.0,0.0023468051788985513
2000-06-19 13:30:00+00:00,0.02513789430526825,0.012790463558117748,1.0421293603441397,-0.9888558832275722,0.0,2.0,0.013066450762153162
2000-06-20 13:30:00+00:00,0.006579112449688562,-0.0035782699525457318,1.0383693124082254,-0.9753455138769463,0.0,2.0,0.01022404462254248
2000-06-21 13:30:00+00:00,0.005326831477969085,-0.00042220045471519363,1.0379093291554484,-0.9693383384202868,0.0,2.0,0.0057723747379216
2000-06-22 13:30:00+00:00,-0.03015954015385014,-0.015215796229071099,1.0237275346240307,-0.9708254090555912,0.0,2.0,-0.01672424837492489
2000-06-23 13:30:00+00:00,-0.006707205717070508,-0.00858383917904526,1.01554460797372,-0.9612458186002004,0.0,2.0,0.0012964230886763095
2000-06-26 13:30:00+00:00,0.012277141468533426,0.012878434134409034,1.028096887549844,-0.973704994669341,0.0,2.0,-8.199106275401608e-05
2000-06-27 13:30:00+00:00,-0.01576742986461499,-0.007372028910781592,1.0212852268950192,-0.9755042807831258,0.0,2.0,-0.00920289911783123
2000-06-28 13:30:00+00:00,0.025262691030047524,0.0027983453494546673,1.0236442077893315,-0.9563340477468341,0.0,2.0,0.02289998035246335
2000-06-29 13:30:00+00:00,-0.01562580191951568,-0.009445622578465707,1.0148878632866594,-0.9541062558409577,0.0,2.0,-0.0071327260736575695
2000-06-30 13:30:00+00:00,0.009615457955149065,0.007585328857383056,1.0222434188290617,-0.9590888711431479,0.0,2.0,0.002350766942548909
2000-07-03 13:30:00+00:00,0.014059491867165264,0.013766273256012207,1.0139672143443617,-1.0136740224155554,0.06315454768591378,2.0,9.100641667517906e-05
2000-07-05 13:30:00+00:00,-0.011330048959445893,-0.018034786221250543,0.9958837149109456,-0.9888440468004853,0.0,2.0,0.006622461189870167
2000-07-06 13:30:00+00:00,0.01176140636861045,0.007778946001533171,1.0037321447951923,-0.9927140697847983,0.0,2.0,0.0038501937023155933
2000-07-07 13:30:00+00:00,0.006258848644048687,0.01608048280104013,1.0200637644097585,-1.0187135008943846,0.0,2.0,-0.00985174887272045
2000-07-10 13:30:00+00:00,0.006516685102590625,-0.0016884921056981028,1.0183637837271156,-1.0087250041775198,0.0,2.0,0.008196889120814912
2000-07-11 13:30:00+00:00,-0.0011769607416505234,0.002113488315373946,1.0207389571005037,-1.0144085165111008,0.0,2.0,-0.0035011376245551425
2000-07-12 13:30:00+00:00,0.020034934920599712,0.006538494659463323,1.0271714847468671,-1.0072945724386049,0.0,2.0,0.013647098988072549
2000-07-13 13:30:00+00:00,0.0031780940887489173,0.004401502359105525,1.0318183592381849,-1.0130855105335117,0.0,2.0,-0.0013397967337321634
2000-07-14 13:30:00+00:00,0.0008634604926169853,0.009805601287039334,1.0423127601467284,-1.0325327806922704,0.0,2.0,-0.009213613117844171
2000-07-17 13:30:00+00:00,0.0034520439544769577,-0.0016530172912738728,1.0405683118975875,-1.0255604826740696,0.0,2.0,0.0051342690819952
2000-07-18 13:30:00+00:00,-0.017201528645318875,-0.008175020970747848,1.0326714245051425,-1.0271252622029234,0.0,2.0,-0.009686022092521571
2000-07-19 13:30:00+00:00,-0.01750289967600316,-0.008032867998908788,1.0248395596767867,-1.0291605668810428,0.0,2.0,-0.009994617612403037
2000-07-20 13:30:00+00:00,0.01662655333710994,0.013882971504777908,1.0391968301749592,-1.0407620545890872,0.0,2.0,0.0025811078564608437
2000-07-21 13:30:00+00:00,-0.027452857434620337,-0.01950207892774325,1.0192320392179604,-1.0291121805433756,0.0,2.0,-0.00840253361234083
2000-07-24 13:30:00+00:00,-0.014564782367542106,-0.005712677265442889,1.0136483874463025,-1.0326682112666734,0.0,2.0,-0.009136541996490154
2000-07-25 13:30:00+00:00,0.0019805132185983787,0.0031916966051526163,1.0171399941769677,-1.037477911721547,0.0,2.0,-0.0014590545144354539
2000-07-26 13:30:00+00:00,-0.0018241921419928087,-0.00975797924948929,1.007129211699703,-1.0191019497202827,0.0,2.0,0.008097594229063181
2000-07-27 13:30:00+00:00,-0.027422379166934796,-0.0034276843570163473,1.003901474514395,-1.040897769939315,0.0,2.0,-0.02429535422269925
2000-07-28 13:30:00+00:00,-0.017544164418246577,-0.02257094248066005,0.980688350636141,-1.0116265332390992,0.0,2.0,0.005710796244311951
2000-07-31 13:30:00+00:00,0.025510078226729904,0.006378067748775473,0.987540397269647,-0.9996898812536746,0.0,2.0,0.018394579054677923
2000-08-01 13:30:00+00:00,-0.0065296876212342925,0.00611845184494042,1.0063772610143864,-1.0191897223373816,0.01276972147667832,2.0,-0.012825159247547973
2000-08-02 13:30:00+00:00,0.0015651048365263875,0.004995728678086397,1.0116825665683526,-1.0280719673832828,0.0,2.0,-0.0036871443263428953
2000-08-03 13:30:00+00:00,-0.0006253203616974901,0.006916032072088019,1.01911464275353,-1.0434393399915098,0.0,2.0,-0.0079134393279219
2000-08-04 13:30:00+00:00,0.0050033383417378285,0.005366082573309505,1.024901164059891,-1.0497427323375748,0.0,2.0,-0.000670841212553747
2000-08-07 13:30:00+00:00,0.018513461760472305,0.011955584037655509,1.0373882771190683,-1.0556912061310806,0.0,2.0,0.0062535461340714376
2000-08-08 13:30:00+00:00,-0.0047352738691849305,0.0037971206633840016,1.0419488788178197,-1.0694224897401832,0.0,2.0,-0.009091539414428725
2000-08-09 13:30:00+00:00,-0.007213399762855732,-0.008406552389445765,1.0330862287439413,-1.059051830400179,0.0,2.0,0.0013035274704451976
2000-08-10 13:30:00+00:00,-0.005719819433607665,-0.004875263116286277,1.0281194801144053,-1.0548554969014496,0.0,2.0,-0.000916545281411507
2000-08-11 13:30:00+00:00,0.017413351790299902,0.004686170050677729,1.0328136884486996,-1.046415969815871,0.0,2.0,0.012789139031685118
2000-08-14 13:30:00+00:00,0.010390455978492641,0.01271946930768908,1.0464217966717528,-1.0626471335256427,0.0,2.0,-0.0027490855679727683
2000-08-15 13:30:00+00:00,-0.014518121431309927,-0.0008372873707260808,1.0463738581466624,-1.0773498473315617,0.0,2.0,-0.014472972608645641
2000-08-16 13:30:00+00:00,0.004910352293455489,-0.0035613720534727333,1.0423349212256479,-1.0641439895074392,0.0,2.0,0.008804272991627152
