,A01_ts_momentum_12,A01_ts_momentum_24,A01_ts_momentum_48,A01_ts_momentum_72,A01_ts_momentum_120,A16_momentum_ensemble,A02_ema_distance_20,A02_ema_distance_50,A02_ema_distance_100,A03_donchian_breakout_20,A08_trend_quality,A09_efficiency_ratio_20,A04_short_reversion_1,A04_short_reversion_2,A04_short_reversion_3,A04_short_reversion_6,A05_bollinger_reversion_20,A06_rsi_reversion_14,A17_mean_reversion_ensemble,A07_volatility_compression,A07_atr_percentile,A15_volatility_adjusted_breakout_20,A10_volume_surprise_48,A11_signed_volume_pressure_6,A12_close_location_value_10,A13_intraday_range_position_10,A14_gap_proxy,A20_market_breadth_24,A23_cross_sectional_relative_strength_24,A21_funding_rate_crowding_90,A22_funding_rate_trend_21
A01_ts_momentum_12,1.0,0.6817767010188075,0.4876572812611211,0.3919794349166608,0.3097542547630048,0.6728015509340435,0.8806626132612129,0.7423062410349675,0.5757460206759191,0.40075780363818314,0.49719178851492357,0.7455135970411487,-0.20254853789114066,-0.30384471813718683,-0.3885925613628208,-0.5803616807978418,-0.8816343815007054,-0.8520008546003082,-0.7436398395683292,0.0072819909419525874,-0.008159257870333673,0.39996676927643465,0.1389696284493254,0.46208270469884205,0.5271936219451094,0.5271936219451094,0.012644800286608542,0.5581129718147947,0.3122919357829387,-0.1279775773346817,0.007916171794895729
A01_ts_momentum_24,0.6817767010188075,1.0,0.6973723555867727,0.5555638410005961,0.443379185279753,0.8112536688965566,0.8214514587024335,0.8679809430917109,0.7376931456546854,0.3373410637103909,0.6667921689114964,0.884684112292008,-0.1081883065176212,-0.16785300293172856,-0.21706797494002644,-0.3442028963176415,-0.6925218430379175,-0.873372374321454,-0.5808952698521123,0.043825409198178414,0.010277358547697242,0.3368027868264444,0.10872676282586073,0.33056152251855375,0.37719872612849814,0.37719872612849814,0.011833604423737862,0.8470458413139492,0.4117536857119768,-0.20835443841369153,0.06857913751589387
A01_ts_momentum_48,0.4876572812611211,0.6973723555867727,1.0,0.7869938568109761,0.619747423397223,0.8810496855992046,0.6396730935319245,0.8647232336108961,0.8613657423799506,0.23791740833694097,0.7282296539117751,0.6262372546659348,-0.04027476711084708,-0.06802397876648353,-0.09113712040852241,-0.15793393848767132,-0.4881645799094758,-0.7304253671585907,-0.3971192961596756,0.0946968302541419,0.04760421701947449,0.23755497870372802,0.07230747277823439,0.24866458447777334,0.30377968109196574,0.30377968109196574,0.007257572601492399,0.5756693493508094,0.26824789195090476,-0.261552285354398,0.20089741842304001
A01_ts_momentum_72,0.3919794349166608,0.5555638410005961,0.7869938568109761,1.0,0.7542561127884696,0.8584573712497947,0.5143116163856476,0.7766996549150884,0.8812025158417122,0.19297176144017752,0.6794316419512222,0.49536353902413216,0.003002611310416607,-0.004637415804727033,-0.015884899226464577,-0.05013118877692259,-0.386507454292451,-0.5986496151880657,-0.28114192226192936,0.0710666492802222,0.11096776672735509,0.19249165822798875,0.0656443441147686,0.2146211244778233,0.2592563187758069,0.2592563187758069,0.007043157794506278,0.44777608396859625,0.21150092524000502,-0.24633193907117065,0.2654220715225711
A01_ts_momentum_120,0.3097542547630048,0.443379185279753,0.619747423397223,0.7542561127884696,1.0,0.7725400627103388,0.4074568479525244,0.6430089499227957,0.8351701266153879,0.15458769364366523,0.5739103483033205,0.3924520848876305,0.02719404607853109,0.03295880753042585,0.03249123008197363,0.021927387615012516,-0.3062289424724341,-0.47623529748941235,-0.19062509166724728,-0.007705022003251047,0.20212749666299779,0.15421129211354667,0.05058077214464664,0.1929362565739527,0.24135413445245155,0.24135413445245155,-0.002264576761285987,0.3581561982229624,0.1562449268964907,-0.1474491440333001,0.3439911948590015
A16_momentum_ensemble,0.6728015509340435,0.8112536688965566,0.8810496855992046,0.8584573712497947,0.7725400627103388,1.0,0.7748890275283429,0.9428486899504387,0.9515587787415283,0.31169530756380526,0.7822461964452301,0.7497564680851451,-0.06856179462586376,-0.1115108292134324,-0.15040848039867313,-0.25130002595410966,-0.6509125958853492,-0.8436147254362732,-0.5144620082799013,0.0526400405092554,0.07566331963200196,0.3109447394534921,0.10155328936822042,0.3410582334412293,0.39963978040304776,0.39963978040304776,0.008406058614288045,0.676141685494185,0.31728034617202616,-0.23254817010785,0.21258943446015197
A02_ema_distance_20,0.8806626132612129,0.8214514587024335,0.6396730935319245,0.5143116163856476,0.4074568479525244,0.7748890275283429,1.0,0.8946105679738056,0.7218881620113031,0.454228795145539,0.5952737393611407,0.8589298414739057,-0.29732020139015664,-0.42566866572146805,-0.5162082843920794,-0.6746100309829146,-0.950090997546956,-0.9834244499650513,-0.8818980631504865,0.024188700819318808,0.00658431577217452,0.4532622568011175,0.16564053758877353,0.569995483394445,0.5459243130322695,0.5459243130322695,0.009773226581376856,0.6818873417798859,0.35681400548772235,-0.16182616038689765,0.0465601118795615
A02_ema_distance_50,0.7423062410349675,0.8679809430917109,0.8647232336108961,0.7766996549150884,0.6430089499227957,0.9428486899504387,0.8946105679738056,1.0,0.932188678529849,0.37854223290421696,0.7739423254710143,0.8418625997035932,-0.143144317666537,-0.214637903738195,-0.27103306852136855,-0.3932209333725234,-0.7719359077542046,-0.9485054898265176,-0.6563511990171595,0.06484099231566155,0.04629641608081128,0.3780327589361183,0.1264899835673307,0.42408881017591543,0.4517706274656447,0.4517706274656447,0.00827240866436974,0.7247329594569121,0.3492536967169601,-0.241430031875143,0.165208833899323
A02_ema_distance_100,0.5757460206759191,0.7376931456546854,0.8613657423799506,0.8812025158417122,0.8351701266153879,0.9515587787415283,0.7218881620113031,0.932188678529849,1.0,0.2923425204946189,0.7698430342111554,0.6897756293324439,-0.057976492414088726,-0.09205989512151852,-0.12252901421987189,-0.19707622069240846,-0.5873944392791562,-0.7970193317424693,-0.4618402384337071,0.05605967788800707,0.11805839220315917,0.29188755715403747,0.09555590363785285,0.3314258238328197,0.37478322092489025,0.37478322092489025,0.004570893913583941,0.612793296512062,0.27859187025977167,-0.2335523808398184,0.28867171402311664
A03_donchian_breakout_20,0.40075780363818314,0.3373410637103909,0.23791740833694097,0.19297176144017752,0.15458769364366523,0.31169530756380526,0.454228795145539,0.37854223290421696,0.2923425204946189,1.0,0.21029391663041697,0.3725949504719541,-0.42839901622360826,-0.4366560550734973,-0.42998671892010215,-0.41263939247001696,-0.4738018036052613,-0.42765978277370537,-0.47857223640090035,-0.004151756524201347,0.005981886772283704,0.9998626247170727,0.33822823787792977,0.3837439056181922,0.3073475491735261,0.3073475491735261,0.013051249948075395,0.27198731534643233,0.15136964039296774,-0.015586998422393132,0.00757218449197951
