,A01_ts_momentum_12,A01_ts_momentum_24,A01_ts_momentum_48,A01_ts_momentum_72,A01_ts_momentum_120,A16_momentum_ensemble,A02_ema_distance_20,A02_ema_distance_50,A02_ema_distance_100,A03_donchian_breakout_20,A08_trend_quality,A09_efficiency_ratio_20,A04_short_reversion_1,A04_short_reversion_2,A04_short_reversion_3,A04_short_reversion_6,A05_bollinger_reversion_20,A06_rsi_reversion_14,A17_mean_reversion_ensemble,A07_volatility_compression,A07_atr_percentile,A15_volatility_adjusted_breakout_20,A10_volume_surprise_48,A11_signed_volume_pressure_6,A12_close_location_value_10,A13_intraday_range_position_10,A14_gap_proxy,A20_market_breadth_24,A23_cross_sectional_relative_strength_24,A21_funding_rate_crowding_90,A22_funding_rate_trend_21
A01_ts_momentum_12,1.0,0.6531805513516568,0.44345247619295797,0.3121173020948448,0.2682409147288507,0.6501421521581746,0.8715204525828438,0.7402373718328749,0.5618964344492369,0.32675849923469164,0.5298688294152208,0.7443290466911513,-0.22770287605110215,-0.33010240649007455,-0.41284024837892447,-0.596222794039054,-0.8940132828990262,-0.8513139602971117,-0.7280569308481512,-0.07565854845163546,0.11079300512385606,0.2825157450977547,0.14897785395581967,0.4647826047812995,0.5487591539360037,0.5487591539360035,0.016067018452173887,0.535430728196321,0.29129988391500017,-0.24937703440527031,0.07084927869394693
A01_ts_momentum_24,0.6531805513516568,1.0,0.6423897090888896,0.4763307299336503,0.36890801723498345,0.7884274268118289,0.7860294237594004,0.8505268959481226,0.7158791702283448,0.27878262447276103,0.6824213147538035,0.8483332925344323,-0.13537285704032084,-0.19678638333656584,-0.2436622333015178,-0.3548347657400967,-0.6890802938385214,-0.8421781303546583,-0.5579438206778053,-0.06867663811246678,0.19356573037515276,0.24113449145574778,0.11148198574834073,0.32289571587302107,0.34284788464037536,0.3428478846403756,0.009513449478031464,0.8090816899335613,0.4011516554054218,-0.2804091882536972,0.16998621115676263
A01_ts_momentum_48,0.44345247619295797,0.6423897090888896,1.0,0.7202807331665775,0.4933309935487712,0.8571681989124272,0.5954752441103256,0.8245280949518794,0.8214431540871489,0.20038405540193766,0.6802127485536218,0.585652333015599,-0.06288536276753998,-0.09382325775816808,-0.11729187700080485,-0.17730508055620034,-0.45688007078287,-0.6854152470861125,-0.37157414205551675,-0.0003486964293016122,0.28371931388241234,0.17430148297705908,0.07507188490689269,0.22810918062728203,0.2687210445850773,0.26872104458507723,0.012068800593445662,0.5176646218022167,0.26201259547433026,-0.2740721971144767,0.281921144310267
A01_ts_momentum_72,0.3121173020948448,0.4763307299336503,0.7202807331665775,1.0,0.6322080411778763,0.8326739271448799,0.4464969761522401,0.7070977718080668,0.823519927944524,0.15893129050650115,0.5921450559041866,0.43466658572557926,-0.013316034226774654,-0.024151870237622296,-0.033341513172113486,-0.05724281949415688,-0.31783151965620554,-0.5257746110651113,-0.23578920109016324,0.024493363612872063,0.3427684779934397,0.144775545010409,0.06056163662255015,0.17970622133001024,0.20258246300791763,0.20258246300791743,0.011459713574949872,0.3850745365534567,0.19164648823305497,-0.20100349707462822,0.34067709961055803
A01_ts_momentum_120,0.2682409147288507,0.36890801723498345,0.4933309935487712,0.6322080411778763,1.0,0.7409998071326458,0.3600563002482047,0.5631847301374756,0.7508669914694532,0.13304435137156506,0.4635676776421374,0.3475552664666803,0.0018156194141185809,0.0020876810429070803,0.0008003767703159761,-0.0043719914885493325,-0.26971194118477115,-0.41369944689964566,-0.17147008713037243,0.026470528669236954,0.41532739197357127,0.12189145538623887,0.05601735083926189,0.14903877530280754,0.15708052497903036,0.1570805249790303,0.00690530766733616,0.2926039694867574,0.15653584010466481,-0.11551662228601156,0.39195310458791577
A16_momentum_ensemble,0.6501421521581746,0.7884274268118289,0.8571681989124272,0.8326739271448799,0.7409998071326458,1.0,0.759248375765907,0.9390933123528185,0.9547551369552002,0.2717698311242293,0.7554579551682705,0.7379185663226706,-0.1004639972846392,-0.14799050338493921,-0.18585794611729098,-0.27532829545815685,-0.6420458009008568,-0.8299595523428516,-0.5019737770821934,-0.018326340394038073,0.36044612461478154,0.23925144414666547,0.11116134705637622,0.3293731623163779,0.3716261410451224,0.37162614104512237,0.013067254298741789,0.637011801262801,0.3260838603134644,-0.28189774748715146,0.3387994420571518
A02_ema_distance_20,0.8715204525828438,0.7860294237594004,0.5954752441103256,0.4464969761522401,0.3600563002482047,0.759248375765907,1.0,0.8929588132441031,0.7117356585253429,0.44050119285174644,0.6359094138914324,0.8598890226354825,-0.36233970026786383,-0.4969702845286688,-0.5853613832204371,-0.7279338312330322,-0.941182727226402,-0.9794316727606844,-0.8847085201031888,-0.07081687095234043,0.1608976684823716,0.3775000323427504,0.210865878055349,0.6090851042449131,0.580003804847622,0.5800038048476222,0.02652999995207684,0.6415403674835872,0.35090268364033655,-0.2729015402653204,0.13162441923695695
A02_ema_distance_50,0.7402373718328749,0.8505268959481226,0.8245280949518794,0.7070977718080668,0.5631847301374756,0.9390933123528185,0.8929588132441031,1.0,0.9245429786495334,0.3376060511901375,0.7799411788677422,0.8420658249293781,-0.1886045208758236,-0.26835568864754283,-0.3265363609311792,-0.4421598577613387,-0.7799312836963282,-0.9463883826572371,-0.6611226331866321,-0.04335719964392618,0.28902764322837304,0.2906689100005964,0.14382493394317852,0.43763168438226197,0.4534573449851787,0.4534573449851786,0.020743330894660884,0.6904507384368261,0.35644342785264077,-0.3096184429382705,0.2851842253163252
A02_ema_distance_100,0.5618964344492369,0.7158791702283448,0.8214431540871489,0.823519927944524,0.7508669914694532,0.9547551369552002,0.7117356585253429,0.9245429786495334,1.0,0.260190255619311,0.742661165489317,0.6844362705344229,-0.09185287986020992,-0.13390291001890053,-0.16619067551629205,-0.23485683995516818,-0.5828230844662298,-0.7860759174769809,-0.4601443181645111,-0.020801973503431787,0.409926088156032,0.22820463017814582,0.10544342652092875,0.3187280192139073,0.33667943421500923,0.3366794342150093,0.01754874443416925,0.5826577337171246,0.2835254568772785,-0.24994601204832748,0.41196124218875996
A03_donchian_breakout_20,0.32675849923469164,0.27878262447276103,0.20038405540193766,0.15893129050650115,0.13304435137156506,0.2717698311242293,0.44050119285174644,0.3376060511901375,0.260190255619311,1.0,0.21646216144420954,0.3398821779280816,-0.4435352215323589,-0.4353608368566963,-0.4153319276379938,-0.38205099415632465,-0.3861502297075176,-0.3854246698048387,-0.5011351227217871,-0.03489537905203204,0.051481458192844526,0.871616383468246,0.3858724466974951,0.38210068399231106,0.2737550378138544,0.2737550378138545,0.023917371996475898,0.22780360333799718,0.13399159677587602,-0.05989987318189152,0.036698593359834865
