funding_time,basis_contribution,funding_contribution,trend_contribution,gross_return,spot_turnover,perp_turnover,trading_cost,financing_cost,net_return,equity,bankrupt
2020-10-22 08:00:00+00:00,-0.0016157439924952583,0.0,0.0,-0.0016157439924952583,0.0,0.0,0.0,7.305936073059361e-05,-0.0016888033532258518,9362.31825593384,False
2020-10-22 16:00:00+00:00,0.0008121033536081939,0.0,0.0,0.0008121033536081939,0.0,0.0,0.0,7.305936073059361e-05,0.0007390439928776003,9369.237421000296,False
2020-10-23 00:00:00+00:00,0.0017285626603211713,0.0,0.0,0.0017285626603211713,0.0,0.0,0.0,7.305936073059361e-05,0.0016555032995905776,9384.74822446541,False
2020-10-23 08:00:00+00:00,-0.0012037085816802926,0.0,0.0,-0.0012037085816802926,0.0,0.0,0.0,7.305936073059361e-05,-0.0012767679424108861,9372.766078784814,False
2020-10-23 16:00:00+00:00,-0.0051491784186641415,0.0,0.0,-0.0051491784186641415,0.0,0.0,0.0,7.305936073059361e-05,-0.005222237779394735,9323.819265670754,False
2020-10-24 00:00:00+00:00,8.791924137325053e-05,0.0,0.0,8.791924137325053e-05,0.0,0.0,0.0,7.305936073059361e-05,1.4859880642656916e-05,9323.957816512177,False
2020-10-24 08:00:00+00:00,-0.0010618714480493405,0.0,0.0,-0.0010618714480493405,0.0,0.0,0.0,7.305936073059361e-05,-0.0011349308087799342,9313.375769526452,False
2020-10-24 16:00:00+00:00,0.004448865351642442,0.0,0.0,0.004448865351642442,0.0,0.0,0.0,7.305936073059361e-05,0.004375805990911849,9354.129295014358,False
2020-10-25 00:00:00+00:00,0.0002777691959558864,0.0,0.0,0.0002777691959558864,0.0,0.0,0.0,7.305936073059361e-05,0.0002047098352252928,9356.044177281017,False
2020-10-25 08:00:00+00:00,0.0045288578931195434,0.0,0.0,0.0045288578931195434,0.0,0.0,0.0,7.305936073059361e-05,0.00445579853238895,9397.732825195113,False
2020-10-25 16:00:00+00:00,0.0031814737117168554,0.0,0.0,0.0031814737117168554,0.0,0.0,0.0,7.305936073059361e-05,0.0031084143509862616,9426.944872775684,False
2020-10-26 00:00:00+00:00,0.00844195235028753,0.0,0.0,0.00844195235028753,0.0,0.0,0.0,7.305936073059361e-05,0.008368892989556937,9505.837965634397,False
2020-10-26 08:00:00+00:00,5.7981847607023414e-05,0.0,0.0,5.7981847607023414e-05,0.0,0.0,0.0,7.305936073059361e-05,-1.5077513123570196e-05,9505.694641237718,False
2020-10-26 16:00:00+00:00,-0.0013555509682700434,0.0,0.0,-0.0013555509682700434,0.0,0.0,0.0,7.305936073059361e-05,-0.001428610329000637,9492.11470768892,False
2020-10-27 00:00:00+00:00,-0.0016340697119410913,0.0,0.0,-0.0016340697119410913,0.0,0.0,0.0,7.305936073059361e-05,-0.001707129072671685,9475.91044271029,False
2020-10-27 08:00:00+00:00,-0.016576248527923956,0.0,0.0,-0.016576248527923956,0.0,0.0,0.0,7.305936073059361e-05,-0.01664930788865455,9318.143092224289,False
2020-10-27 16:00:00+00:00,-0.008229862338272137,0.0,0.0,-0.008229862338272137,0.0,0.0,0.0,7.305936073059361e-05,-0.00830292169900273,9240.775279749449,False
2020-10-28 00:00:00+00:00,-0.002781742183311115,0.0,0.0,-0.002781742183311115,0.0,0.0,0.0,7.305936073059361e-05,-0.0028548015440417085,9214.394700212677,False
2020-10-28 08:00:00+00:00,-0.0011464088659292322,0.0,0.0,-0.0011464088659292322,0.0,0.0,0.0,7.305936073059361e-05,-0.001219468226659826,9203.158038647865,False
2020-10-28 16:00:00+00:00,-0.0021403968386780586,0.0,0.0,-0.0021403968386780586,0.0,0.0,0.0,7.305936073059361e-05,-0.0022134561994086523,9182.787251433083,False
2020-10-29 00:00:00+00:00,0.0006724092640365695,0.0,0.0,0.0006724092640365695,0.0,0.0,0.0,7.305936073059361e-05,0.0005993499033059759,9188.290954084308,False
2020-10-29 08:00:00+00:00,-0.0014087629575876331,0.0,0.0,-0.0014087629575876331,0.0,0.0,0.0,7.305936073059361e-05,-0.0014818223183182266,9174.675539481344,False
2020-10-29 16:00:00+00:00,3.6643604565811816e-05,0.0,0.0,3.6643604565811816e-05,0.0,0.0,0.0,7.305936073059361e-05,-3.6415756164781794e-05,9174.341436734008,False
2020-10-30 00:00:00+00:00,-0.00044899539363213106,0.0,0.0,-0.00044899539363213106,0.0,0.0,0.0,7.305936073059361e-05,-0.0005220547543627247,9169.551928168814,False
2020-10-30 08:00:00+00:00,-0.0003389186197940128,0.0,0.0,-0.0003389186197940128,0.0,0.0,0.0,7.305936073059361e-05,-0.0004119779805246064,9165.774274683132,False
2020-10-30 16:00:00+00:00,-0.0008442837614968704,0.0,0.0,-0.0008442837614968704,0.0,0.0,0.0,7.305936073059361e-05,-0.000917343122227464,9157.36611469236,False
2020-10-31 00:00:00+00:00,0.0007747047826406245,0.0,0.0,0.0007747047826406245,0.0,0.0,0.0,7.305936073059361e-05,0.0007016454219100309,9163.791338703488,False
2020-10-31 08:00:00+00:00,-0.0003886700638282054,0.0,0.0,-0.0003886700638282054,0.0,0.0,0.0,7.305936073059361e-05,-0.000461729424558799,9159.560146601892,False
2020-10-31 16:00:00+00:00,-0.00011311645147704454,0.0,0.0,-0.00011311645147704454,0.0,0.0,0.0,7.305936073059361e-05,-0.00018617581220763815,9157.854858052133,False
2020-11-01 00:00:00+00:00,-0.0007577774667584031,0.0,0.0,-0.0007577774667584031,0.0,0.0,0.0,7.305936073059361e-05,-0.0008308368274889968,9150.246174975266,False
2020-11-01 08:00:00+00:00,-0.0005674635597495034,0.0,0.0,-0.0005674635597495034,0.0,0.0,0.0,7.305936073059361e-05,-0.000640522920480097,9144.385232572158,False
2020-11-01 16:00:00+00:00,-0.00047037122357640514,0.0,0.0,-0.00047037122357640514,0.0,0.0,0.0,7.305936073059361e-05,-0.0005434305843069987,9139.415893962092,False
2020-11-02 00:00:00+00:00,8.323915837324416e-05,0.0,0.0,8.323915837324416e-05,0.0,0.0,0.0,7.305936073059361e-05,1.017979764265055e-05,9139.508931366465,False
2020-11-02 08:00:00+00:00,-0.0007040819721475127,0.0,0.0,-0.0007040819721475127,0.0,0.0,0.0,7.305936073059361e-05,-0.0007771413328781063,9132.40624121369,False
2020-11-02 16:00:00+00:00,0.00026982553733499926,0.0,0.0,0.00026982553733499926,0.0,0.0,0.0,7.305936073059361e-05,0.00019676617660440565,9134.203189872973,False
2020-11-03 00:00:00+00:00,-0.000184440289329076,0.0,0.0,-0.000184440289329076,0.0,0.0,0.0,7.305936073059361e-05,-0.0002574996500596696,9131.851135748007,False
2020-11-03 08:00:00+00:00,-0.00021634583807562366,0.0,0.0,-0.00021634583807562366,0.0,0.0,0.0,7.305936073059361e-05,-0.00028940519880621727,9129.208330554597,False
2020-11-03 16:00:00+00:00,-0.00026033061406665264,0.0,0.0,-0.00026033061406665264,0.0,0.0,0.0,7.305936073059361e-05,-0.00033338997479724625,9126.164744019354,False
2020-11-04 00:00:00+00:00,-0.00041285171732615274,0.0,0.0,-0.00041285171732615274,0.0,0.0,0.0,7.305936073059361e-05,-0.00048591107805674635,9121.730239470064,False
2020-11-04 08:00:00+00:00,0.00012933827287771343,0.0,0.0,0.00012933827287771343,0.0,0.0,0.0,7.305936073059361e-05,5.627891214711982e-05,9122.243600524842,False
2020-11-04 16:00:00+00:00,0.00038841652367609363,0.0,0.0,0.00038841652367609363,0.0,0.0,0.0,7.305936073059361e-05,0.0003153571629455,9125.120365386401,False
2020-11-05 00:00:00+00:00,3.565822972278955e-05,0.0,0.0,3.565822972278955e-05,0.0,0.0,0.0,7.305936073059361e-05,-3.740113100780406e-05,9124.779075564153,False
2020-11-05 08:00:00+00:00,-0.0015045666193946843,0.0,0.0,-0.0015045666193946843,0.0,0.0,0.0,7.305936073059361e-05,-0.0015776259801252778,9110.383587031642,False
2020-11-05 16:00:00+00:00,1.3081311812588518e-05,0.0,0.0,1.3081311812588518e-05,0.0,0.0,0.0,7.305936073059361e-05,-5.997804891800509e-05,9109.837163999196,False
2020-11-06 00:00:00+00:00,-0.0003703919646583654,0.0,0.0,-0.0003703919646583654,0.0,0.0,0.0,7.305936073059361e-05,-0.00044345132538895903,9105.797394634743,False
2020-11-06 08:00:00+00:00,2.7223258313840526e-05,0.0,0.0,2.7223258313840526e-05,0.0,0.0,0.0,7.305936073059361e-05,-4.5836102416753084e-05,9105.380020372777,False
2020-11-06 16:00:00+00:00,5.449260007511173e-05,0.0,0.0,5.449260007511173e-05,0.0,0.0,0.0,7.305936073059361e-05,-1.8566760655481878e-05,9105.210962961262,False
2020-11-07 00:00:00+00:00,3.1134720210035636e-05,0.0,0.0,3.1134720210035636e-05,0.0,0.0,0.0,7.305936073059361e-05,-4.192464052055797e-05,9104.829230264775,False
2020-11-07 08:00:00+00:00,8.096641471745802e-05,0.0,0.0,8.096641471745802e-05,0.0,0.0,0.0,7.305936073059361e-05,7.907053986864408e-06,9104.901222641041,False
2020-11-07 16:00:00+00:00,0.0002602310318052391,0.0,0.0,0.0002602310318052391,0.0,0.0,0.0,7.305936073059361e-05,0.00018717167107464548,9106.605402217852,False
2020-11-08 00:00:00+00:00,7.227233240803934e-05,0.0,0.0,7.227233240803934e-05,0.0,0.0,0.0,7.305936073059361e-05,-7.870283225542673e-07,9106.598235061478,False
2020-11-08 08:00:00+00:00,-0.0007195418288737731,0.0,0.0,-0.0007195418288737731,0.0,0.0,0.0,7.305936073059361e-05,-0.0007926011896043667,9099.38033446712,False
2020-11-08 16:00:00+00:00,0.001197362568558483,0.0,0.0,0.001197362568558483,0.0,0.0,0.0,7.305936073059361e-05,0.0011243032078278896,9109.610796966406,False
2020-11-09 00:00:00+00:00,-0.0007072948512162385,0.0,0.0,-0.0007072948512162385,0.0,0.0,0.0,7.305936073059361e-05,-0.0007803542119468321,9102.502073811796,False
2020-11-09 08:00:00+00:00,-5.1946050935294184e-05,0.0,0.0,-5.1946050935294184e-05,0.0,0.0,0.0,7.305936073059361e-05,-0.0001250054116658878,9101.36421179287,False
2020-11-09 16:00:00+00:00,0.00022672939053839384,0.0,0.0,0.00022672939053839384,0.0,0.0,0.0,7.305936073059361e-05,0.00015367002980780023,9102.762818702588,False
2020-11-10 00:00:00+00:00,-0.0003820231641686173,0.0,0.0,-0.0003820231641686173,0.0,0.0,0.0,7.305936073059361e-05,-0.0004550825248992109,9098.620310415492,False
2020-11-10 08:00:00+00:00,0.00029113288472363527,0.0,0.0,0.00029113288472363527,0.0,0.0,0.0,7.305936073059361e-05,0.00021807352399304166,9100.60447861006,False
2020-11-10 16:00:00+00:00,-0.00011833776162360015,0.0,0.0,-0.00011833776162360015,0.0,0.0,0.0,7.305936073059361e-05,-0.00019139712235419378,9098.862649101171,False
2020-11-11 00:00:00+00:00,0.00034251576006848715,0.0,0.0,0.00034251576006848715,0.0,0.0,0.0,7.305936073059361e-05,0.00026945639933789354,9101.314395868669,False
2020-11-11 08:00:00+00:00,-0.00034023964959109174,0.0,0.0,-0.00034023964959109174,0.0,0.0,0.0,7.305936073059361e-05,-0.00041329901032168535,9097.552831636229,False
2020-11-11 16:00:00+00:00,9.38807218268753e-05,0.0,0.0,9.38807218268753e-05,0.0,0.0,0.0,7.305936073059361e-05,2.0821361096281697e-05,9097.74225506883,False
2020-11-12 00:00:00+00:00,2.982074649739406e-06,0.0,0.0,2.982074649739406e-06,0.0,0.0,0.0,7.305936073059361e-05,-7.00772860808542e-05,9097.10470998213,False
2020-11-12 08:00:00+00:00,-2.963153413137457e-05,0.0,0.0,-2.963153413137457e-05,0.0,0.0,0.0,7.305936073059361e-05,-0.00010269089486196817,9096.17052015881,False
2020-11-12 16:00:00+00:00,-1.6190244837497016e-05,0.0,0.0,-1.6190244837497016e-05,0.0,0.0,0.0,7.305936073059361e-05,-8.924960556809063e-05,9095.358690527704,False
2020-11-13 00:00:00+00:00,0.0002074934859564863,0.0,0.0,0.0002074934859564863,0.0,0.0,0.0,7.305936073059361e-05,0.00013443412522589268,9096.58141711688,False
2020-11-13 08:00:00+00:00,-7.127418186248741e-05,0.0,0.0,-7.127418186248741e-05,0.0,0.0,0.0,7.305936073059361e-05,-0.00014433354259308102,9095.268475295461,False
2020-11-13 16:00:00+00:00,8.47304418571213e-05,0.0,0.0,8.47304418571213e-05,0.0,0.0,0.0,7.305936073059361e-05,1.1671081126527687e-05,9095.374626911704,False
2020-11-14 00:00:00+00:00,0.0008856602039646384,0.0,0.0,0.0008856602039646384,0.0,0.0,0.0,7.305936073059361e-05,0.0008126008432340448,9102.765536003062,False
2020-11-14 08:00:00+00:00,-0.0010963505750853778,0.0,0.0,-0.0010963505750853778,0.0,0.0,0.0,7.305936073059361e-05,-0.0011694099358159713,9092.120671541858,False
2020-11-14 16:00:00+00:00,-0.00012368693609051727,0.0,0.0,-0.00012368693609051727,0.0,0.0,0.0,7.305936073059361e-05,-0.00019674629682111088,9090.33183046948,False
2020-11-15 00:00:00+00:00,0.0008176976159678193,0.0,0.0,0.0008176976159678193,0.0,0.0,0.0,7.305936073059361e-05,0.0007446382552372257,9097.100839303248,False
2020-11-15 08:00:00+00:00,-0.00016441069996443958,0.0,0.0,-0.00016441069996443958,0.0,0.0,0.0,7.305936073059361e-05,-0.0002374700606950332,9094.94055021479,False
2020-11-15 16:00:00+00:00,-2.8117349552501346e-05,0.0,0.0,-2.8117349552501346e-05,0.0,0.0,0.0,7.305936073059361e-05,-0.00010117671028309495,9094.020354049699,False
2020-11-16 00:00:00+00:00,-0.0003434312080396479,0.0,0.0,-0.0003434312080396479,0.0,0.0,0.0,7.305936073059361e-05,-0.0004164905687702415,9090.232780340033,False
2020-11-16 08:00:00+00:00,0.0001510215396280267,-0.0049345921992725835,0.0,-0.004783570659644557,0.0,1.0499999999999998,0.000525,7.305936073059361e-05,-0.0053816300203751504,9041.312510717156,False
2020-11-16 16:00:00+00:00,0.0003347653244821325,-0.0039246821682187814,0.0,-0.003589916843736649,0.0,0.0,0.0,7.305936073059361e-05,-0.0036629762044672427,9008.194398133248,False
2020-11-17 00:00:00+00:00,-0.00026395530464931203,0.001278637588895396,0.0,0.001014682284246084,0.0,0.0,0.0,7.305936073059361e-05,0.0009416229235154903,9016.676720478014,False
2020-11-17 08:00:00+00:00,0.000677925959283685,0.0044036262689877105,0.0,0.005081552228271395,0.0,0.0,0.0,7.305936073059361e-05,0.005008492867540802,9061.83668152145,False
2020-11-17 16:00:00+00:00,0.0009069252735944722,-0.001185635978675114,0.0,-0.0002787107050806418,0.0,0.0,0.0,7.305936073059361e-05,-0.0003517700658112354,9058.648998635621,False
2020-11-18 00:00:00+00:00,-0.0004150100553341012,-0.003689324704053954,0.0,-0.004104334759388055,0.0,0.0,0.0,7.305936073059361e-05,-0.004177394120118649,9020.807451572502,False
2020-11-18 08:00:00+00:00,0.001486653496160173,0.011547803791077482,0.0,0.013034457287237655,0.0,0.0,0.0,7.305936073059361e-05,0.012961397926507062,9137.729726570733,False
2020-11-18 16:00:00+00:00,-0.0005834705395559655,-0.0003199300814226312,0.0,-0.0009034006209785967,0.0,0.0,0.0,7.305936073059361e-05,-0.0009764599817091903,9128.807099169062,False
2020-11-19 00:00:00+00:00,0.0007453598740983027,-0.004043618932192119,0.0,-0.0032982590580938166,0.0,0.0,0.0,7.305936073059361e-05,-0.0033713184188244104,9098.030983653738,False
2020-11-19 08:00:00+00:00,-0.0002294353742415854,0.014984009703086056,0.0,0.01475457432884447,0.0,0.0,0.0,7.305936073059361e-05,0.014681514968113877,9231.603861720616,False
2020-11-19 16:00:00+00:00,0.00014142441359078897,-0.007233665528563943,0.0,-0.007092241114973154,0.0,0.0,0.0,7.305936073059361e-05,-0.0071653004757037475,9165.45664617872,False
2020-11-20 00:00:00+00:00,6.898110859247892e-05,-0.0008030283629379591,0.0,-0.0007340472543454802,0.0,0.0,0.0,7.305936073059361e-05,-0.0008071066150760738,9158.059145489395,False
2020-11-20 08:00:00+00:00,0.0005432627632722732,-0.003958637445469952,0.0,-0.0034153746821976787,0.0,0.0,0.0,7.305936073059361e-05,-0.0034884340429282724,9126.11186019912,False
2020-11-20 16:00:00+00:00,0.00043738532064677496,-0.0015478578353153912,0.0,-0.0011104725146686163,0.0,0.0,0.0,7.305936073059361e-05,-0.00118353187539921,9115.310815914116,False
2020-11-21 00:00:00+00:00,-0.00022047075936856345,-0.0039779554088033514,0.0,-0.004198426168171915,0.0,0.0,0.0,7.305936073059361e-05,-0.004271485528902508,9076.37489767249,False
2020-11-21 08:00:00+00:00,0.0008344435456877817,-0.02111492251118032,0.0,-0.02028047896549254,0.0,0.0,0.0,7.305936073059361e-05,-0.020353538326223136,8891.638553329543,False
2020-11-21 16:00:00+00:00,0.00017774661103790149,-0.004152124971628878,0.0,-0.003974378360590977,0.0,0.0,0.0,7.305936073059361e-05,-0.00404743772132157,8855.65020004444,False
2020-11-22 00:00:00+00:00,0.0005902502913285646,-0.02211158910482238,0.0,-0.021521338813493815,0.0,0.0,0.0,7.305936073059361e-05,-0.02159439817422441,8664.41776353303,False
2020-11-22 08:00:00+00:00,0.0007156182123527468,0.007462728176305765,0.0,0.008178346388658511,0.0,0.0,0.0,7.305936073059361e-05,0.008105287027927918,8734.645356436344,False
2020-11-22 16:00:00+00:00,9.016719780204158e-05,-0.0021933288329204987,0.0,-0.002103161635118457,0.0,0.0,0.0,7.305936073059361e-05,-0.0021762209958490508,8715.636837820372,False
2020-11-23 00:00:00+00:00,0.001141095376380955,-0.00442044011138846,0.0,-0.0032793447350075054,0.0,0.0,0.0,7.305936073059361e-05,-0.003352404095738099,8686.418501188296,False
2020-11-23 08:00:00+00:00,-0.00028567854009341307,-0.011899972753580778,0.0,-0.012185651293674191,0.0,0.5249999999999999,0.0002625,7.305936073059361e-05,-0.012521210654404785,8577.6540253026,False
2020-11-23 16:00:00+00:00,0.0014250758395529107,-0.0008129281809061387,0.0,0.0006121476586467721,0.0,0.0,0.0,7.305936073059361e-05,0.0005390882979161784,8582.278138211213,False
2020-11-24 00:00:00+00:00,-0.00025532372721379115,-0.025983401637031715,0.0,-0.026238725364245506,0.0,0.0,0.0,7.305936073059361e-05,-0.0263117847249761,8356.463083388731,False
2020-11-24 08:00:00+00:00,0.0018600577762438127,-0.0019358337975166626,0.0,-7.577602127284986e-05,0.0,0.0,0.0,7.305936073059361e-05,-0.00014883538200344347,8355.219346013517,False
2020-11-24 16:00:00+00:00,0.00042581308701730345,0.0007723425556498392,0.0,0.0011981556426671426,0.0,0.0,0.0,7.305936073059361e-05,0.001125096281936549,8364.61977223448,False
2020-11-25 00:00:00+00:00,-6.368427699755607e-06,-0.005700192519238232,0.0,-0.0057065609469379875,0.0,0.0,0.0,7.305936073059361e-05,-0.005779620307668581,8316.275445932948,False
2020-11-25 08:00:00+00:00,0.0008634931742794093,-0.025206460214359745,0.0,-0.024342967040080335,0.0,0.0,0.0,7.305936073059361e-05,-0.02441602640081093,8113.225045088633,False
2020-11-25 16:00:00+00:00,0.0009588971201209649,0.042253842370017246,0.0,0.04321273949013821,0.0,0.0,0.0,7.305936073059361e-05,0.043139680129407616,8463.226978351657,False
2020-11-26 00:00:00+00:00,0.000545371124691202,0.0085869147975908,0.0,0.009132285922282001,0.0,0.0,0.0,7.305936073059361e-05,0.009059226561551408,8539.897268990379,False
2020-11-26 08:00:00+00:00,-0.000129957041579816,0.005997718067942925,0.0,0.005867761026363109,0.0,0.0,0.0,7.305936073059361e-05,0.0057947016656325154,8589.383425919328,False
2020-11-26 16:00:00+00:00,0.0023500385420934106,-0.0033514837363323377,0.0,-0.0010014451942389271,0.0,0.0,0.0,7.305936073059361e-05,-0.0010745045549695209,8580.154094303798,False
2020-11-27 00:00:00+00:00,-0.0006567638265593818,0.019332690498359898,0.0,0.018675926671800517,0.0,0.0,0.0,7.305936073059361e-05,0.018602867311069922,8739.769562428664,False
2020-11-27 08:00:00+00:00,0.0007272469736877212,0.0028790335540445256,0.0,0.0036062805277322467,0.0,0.0,0.0,7.305936073059361e-05,0.003533221167001653,8770.649101241353,False
2020-11-27 16:00:00+00:00,-0.0006808274501110651,0.0051948166280969335,0.0,0.004513989177985869,0.0,0.0,0.0,7.305936073059361e-05,0.004440929817255275,8809.598938351739,False
2020-11-28 00:00:00+00:00,-0.0005883566757151892,-0.013803220720630758,0.0,-0.014391577396345947,0.0,0.0,0.0,7.305936073059361e-05,-0.01446463675707654,8682.171289732953,False
2020-11-28 08:00:00+00:00,0.00032235752877521226,-0.00246168815587594,0.0,-0.0021393306271007277,0.0,0.0,0.0,7.305936073059361e-05,-0.0022123899878313215,8662.962940898911,False
2020-11-28 16:00:00+00:00,-3.0901465251671215e-05,-0.009291602439797717,0.0,-0.009322503905049387,0.0,0.0,0.0,7.305936073059361e-05,-0.00939556326577998,8581.569524518587,False
2020-11-29 00:00:00+00:00,-0.0002097604746606381,0.005408152113694748,0.0,0.0051983916390341105,0.0,0.0,0.0,7.305936073059361e-05,0.005125332278303517,8625.55291980111,False
2020-11-29 08:00:00+00:00,-0.00011754375797383465,-0.008746500839160284,0.0,-0.008864044597134118,0.0,0.0,0.0,7.305936073059361e-05,-0.008937103957864711,8548.465456662783,False
2020-11-29 16:00:00+00:00,0.00027206936242556927,0.002252655218430071,0.0,0.0025247245808556404,0.0,0.0,0.0,7.305936073059361e-05,0.0024516652201250467,8569.423432108322,False
2020-11-30 00:00:00+00:00,0.00047344132223944016,0.0013668146464777494,0.0,0.0018402559687171896,0.0,0.0,0.0,7.305936073059361e-05,0.001767196607986596,8584.567288129947,False
2020-11-30 08:00:00+00:00,-0.00030554037896053616,-0.01059232500232811,0.0,-0.010897865381288646,0.0,0.5249999999999999,0.0002625,7.305936073059361e-05,-0.01123342474201924,8488.133197555939,False
2020-11-30 16:00:00+00:00,-0.00021368640030143944,0.0025346168112462984,0.0,0.002320930410944859,0.0,0.0,0.0,7.305936073059361e-05,0.0022478710502142653,8507.213426441087,False
2020-12-01 00:00:00+00:00,-0.0006901466753207651,0.0006334940785337118,0.0,-5.665259678705329e-05,0.0,0.0,0.0,7.305936073059361e-05,-0.0001297119575176469,8506.109939134523,False
2020-12-01 08:00:00+00:00,3.0849030554743274e-05,0.002079024805762976,0.0,0.002109873836317719,0.0,0.0,0.0,7.305936073059361e-05,0.0020368144755871253,8523.435306989488,False
2020-12-01 16:00:00+00:00,0.023669988093031384,0.017117901203380283,0.0,0.04078788929641167,0.0,0.0,0.0,7.305936073059361e-05,0.040714829935681075,8870.465525981344,False
2020-12-02 00:00:00+00:00,-0.024121962638246786,0.0036879193850504893,0.0,-0.020434043253196296,0.0,0.0,0.0,7.305936073059361e-05,-0.02050710261392689,8688.557979206744,False
2020-12-02 08:00:00+00:00,-0.0011498661649016334,-0.00042911431881592285,0.0,-0.0015789804837175563,0.0,0.0,0.0,7.305936073059361e-05,-0.00165203984444815,8674.204135234295,False
2020-12-02 16:00:00+00:00,0.002255499147946814,-0.006394389670619335,0.0,-0.004138890522672521,0.0,0.0,0.0,7.305936073059361e-05,-0.004211949883403114,8637.668822138281,False
2020-12-03 00:00:00+00:00,-0.002155420478434198,-0.02427454078922284,0.0,-0.026429961267657037,0.0,0.0,0.0,7.305936073059361e-05,-0.026503020628387632,8408.74450716397,False
2020-12-03 08:00:00+00:00,0.00038462835193611337,0.0061066206450838545,0.0,0.006491248997019968,0.0,0.0,0.0,7.305936073059361e-05,0.006418189636289375,8462.713424014055,False
2020-12-03 16:00:00+00:00,0.0009177168949962615,-0.013477014071713863,0.0,-0.012559297176717601,0.0,0.0,0.0,7.305936073059361e-05,-0.012632356537448194,8355.809410767659,False
2020-12-04 00:00:00+00:00,-0.000721254034519246,0.0037690112236320856,0.0,0.0030477571891128394,0.0,0.0,0.0,7.305936073059361e-05,0.0029746978283822457,8380.665418876246,False
2020-12-04 08:00:00+00:00,0.0003236246900131203,0.020057753754702742,0.0,0.020381378444715863,0.0,0.0,0.0,7.305936073059361e-05,0.02030831908398527,8550.862646338905,False
2020-12-04 16:00:00+00:00,-0.0006452720794539514,0.007407862223299473,0.0,0.006762590143845521,0.0,0.0,0.0,7.305936073059361e-05,0.006689530783114928,8608.063905233777,False
2020-12-05 00:00:00+00:00,0.0007448380621328533,0.011176131602153205,0.0,0.011920969664286058,0.0,0.0,0.0,7.305936073059361e-05,0.011847910303555465,8710.05147427026,False
2020-12-05 08:00:00+00:00,0.0003797534924663817,-0.006701634315297472,0.0,-0.00632188082283109,0.0,0.0,0.0,7.305936073059361e-05,-0.006394940183561683,8654.351216096558,False
