funding_time,basis_contribution,funding_contribution,trend_contribution,gross_return,spot_turnover,perp_turnover,trading_cost,financing_cost,net_return,equity,bankrupt
2020-10-16 16:00:00+00:00,-0.0019174787527175476,0.0,0.0,-0.0019174787527175476,0.6,0.6,0.0006,3.6529680365296805e-05,-0.0025540084330828443,9974.459915669171,False
2020-10-17 00:00:00+00:00,0.011084769908762357,0.0,0.0,0.011084769908762357,0.0,0.0,0.0,3.6529680365296805e-05,0.011048240228397059,10084.660144966003,False
2020-10-17 08:00:00+00:00,-0.002131085253437391,0.0,0.0,-0.002131085253437391,0.0,0.0,0.0,3.6529680365296805e-05,-0.0021676149338026875,10062.80048503345,False
2020-10-17 16:00:00+00:00,-0.0155027792796252,0.0,0.0,-0.0155027792796252,0.0,0.0,0.0,3.6529680365296805e-05,-0.015539308959990497,9906.431519293774,False
2020-10-18 00:00:00+00:00,-0.00522482781609168,0.0,0.0,-0.00522482781609168,0.0,0.0,0.0,3.6529680365296805e-05,-0.005261357496456977,9854.310241556599,False
2020-10-18 08:00:00+00:00,-0.00489433986713151,0.0,0.0,-0.00489433986713151,0.0,0.0,0.0,3.6529680365296805e-05,-0.004930869547496807,9805.719923274923,False
2020-10-18 16:00:00+00:00,-0.00743258588397618,0.0,0.0,-0.00743258588397618,0.0,0.0,0.0,3.6529680365296805e-05,-0.0074691155643414765,9732.479867976417,False
2020-10-19 00:00:00+00:00,-0.005766575688086604,0.0,0.0,-0.005766575688086604,0.0,0.0,0.0,3.6529680365296805e-05,-0.0058031053684519,9676.001261806214,False
2020-10-19 08:00:00+00:00,0.007338182002217688,0.0,0.0,0.007338182002217688,0.0,0.0,0.0,3.6529680365296805e-05,0.007301652321852392,9746.652058885726,False
2020-10-19 16:00:00+00:00,0.001513142657444699,0.0,0.0,0.001513142657444699,0.0,0.0,0.0,3.6529680365296805e-05,0.0014766129770794022,9761.044091798954,False
2020-10-20 00:00:00+00:00,-0.0011560668207788937,0.0,0.0,-0.0011560668207788937,0.0,0.0,0.0,3.6529680365296805e-05,-0.0011925965011441906,9749.40310476756,False
2020-10-20 08:00:00+00:00,-0.0029855856613379126,0.0,0.0,-0.0029855856613379126,0.0,0.0,0.0,3.6529680365296805e-05,-0.0030221153417032093,9719.939284072194,False
2020-10-20 16:00:00+00:00,-0.0036012995887814555,0.0,0.0,-0.0036012995887814555,0.0,0.0,0.0,3.6529680365296805e-05,-0.003637829269146752,9684.579804450264,False
2020-10-21 00:00:00+00:00,-0.0038595796907176356,0.0,0.0,-0.0038595796907176356,0.0,0.0,0.0,3.6529680365296805e-05,-0.003896109371082932,9646.847622319146,False
2020-10-21 08:00:00+00:00,-0.003940640356610605,0.0,0.0,-0.003940640356610605,0.0,0.0,0.0,3.6529680365296805e-05,-0.003977170036975902,9608.480469004386,False
2020-10-21 16:00:00+00:00,-0.0019543847956571218,0.0,0.0,-0.0019543847956571218,0.0,0.0,0.0,3.6529680365296805e-05,-0.0019909144760224184,9589.350806146067,False
2020-10-22 00:00:00+00:00,-0.00046590728568100294,0.0,0.0,-0.00046590728568100294,0.0,0.0,0.0,3.6529680365296805e-05,-0.0005024369660462998,9584.532761820672,False
2020-10-22 08:00:00+00:00,-0.0010771626616635059,0.0,0.0,-0.0010771626616635059,0.0,0.0,0.0,3.6529680365296805e-05,-0.0011136923420288027,9573.858541081907,False
2020-10-22 16:00:00+00:00,0.0005414022357387952,0.0,0.0,0.0005414022357387952,0.0,0.0,0.0,3.6529680365296805e-05,0.0005048725553734985,9578.692119508329,False
2020-10-23 00:00:00+00:00,0.0011523751068807809,0.0,0.0,0.0011523751068807809,0.0,0.0,0.0,3.6529680365296805e-05,0.001115845426515484,9589.380459301881,False
2020-10-23 08:00:00+00:00,-0.0008024723877868613,0.0,0.0,-0.0008024723877868613,0.0,0.0,0.0,3.6529680365296805e-05,-0.0008390020681521581,9581.33494926423,False
2020-10-23 16:00:00+00:00,-0.0034327856124427604,0.0,0.0,-0.0034327856124427604,0.0,0.0,0.0,3.6529680365296805e-05,-0.003469315292808057,9548.094277399232,False
2020-10-24 00:00:00+00:00,5.861282758216682e-05,0.0,0.0,5.861282758216682e-05,0.0,0.0,0.0,3.6529680365296805e-05,2.2083147216870014e-05,9548.3051293708,False
2020-10-24 08:00:00+00:00,-0.0007079142986995599,0.0,0.0,-0.0007079142986995599,0.0,0.0,0.0,3.6529680365296805e-05,-0.0007444439790648568,9541.196951106966,False
2020-10-24 16:00:00+00:00,0.0029659102344282958,0.0,0.0,0.0029659102344282958,0.0,0.0,0.0,3.6529680365296805e-05,0.002929380554062999,9569.146747918023,False
2020-10-25 00:00:00+00:00,0.0001851794639705917,0.0,0.0,0.0001851794639705917,0.0,0.0,0.0,3.6529680365296805e-05,0.0001486497836052949,9570.569199511388,False
2020-10-25 08:00:00+00:00,0.003019238595413029,0.0,0.0,0.003019238595413029,0.0,0.0,0.0,3.6529680365296805e-05,0.002982708915047732,9599.115421584853,False
2020-10-25 16:00:00+00:00,0.0021209824744779023,0.0,0.0,0.0021209824744779023,0.0,0.0,0.0,3.6529680365296805e-05,0.0020844527941126056,9619.124324546385,False
2020-10-26 00:00:00+00:00,0.005627968233525021,0.0,0.0,0.005627968233525021,0.0,0.0,0.0,3.6529680365296805e-05,0.005591438553159724,9672.909067142291,False
2020-10-26 08:00:00+00:00,3.865456507134879e-05,0.0,0.0,3.865456507134879e-05,0.0,0.0,0.0,3.6529680365296805e-05,2.124884706051984e-06,9672.929620958828,False
