observations,start,end,coverage_ratio,max_gap_hours,scheduled_hours_valid,duplicate_count,span_years,passed
6473,2020-10-16 08:00:00+00:00,2026-09-12 16:00:00+00:00,1.0,8.0,True,0,5.905544147843942,True
