sleeve,simple_return_sum,annualized_volatility,variance_contribution
basis_contribution,0.18032898469750783,0.013123481146070178,0.002650254746003286
funding_contribution,0.23886397148344507,0.10856621587541629,0.1634987513791917
trend_contribution,-0.6253321954861008,0.24049967234420555,0.8338509938748049
