regime,observations,initial_capital,final_value,total_return,cagr,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,average_drawdown,longest_drawdown_days,profit_factor,win_rate,turnover_per_bar,annualized_turnover,total_fees,rebalance_count,exposure_pct,average_exposure,best_year,worst_year,monthly_hit_rate,elapsed_days,positive_complete_year_ratio,complete_year_count,worst_rolling_3y_sharpe,family
2009_2019,2768,10000.0,9956.16864589812,-0.004383135410187977,-0.0003995363692116394,0.023474992525656088,-0.01295581580257869,-0.019456287551050114,-0.004246232474623827,-0.09409196778540352,-0.045530721115984565,2511.0,0.9981333071644296,0.4953034682080925,,,,,,,0.07744732837304635,-0.027133046052119525,0.5114503816793893,4015.0,0.36363636363636365,11,-1.7620183842565822,period
2020_plus,1682,10000.0,10705.701009524098,0.07057010095240979,0.010243310551455664,0.029089793797924354,0.5236162524227934,0.632655783463153,0.17376811222379998,-0.058948160398169414,-0.012104394054974179,1101.0,1.0844450273436175,0.5273483947681332,,,,,,,0.043565608592189387,-0.007666819758877064,0.6125,2443.9583333333335,0.6666666666666666,6,-0.16011094221075026,period
inception_2008,1276,10000.0,9203.222554387883,-0.07967774456121168,-0.016259454345831648,0.029620293646179983,-0.7875503317257311,-0.8910603339716162,-0.15895128242122747,-0.10229206143013947,-0.013123604353993193,476.0,0.8737544455988299,0.5047021943573667,,,,,,,0.018212549650083565,-0.08101450667716614,0.5333333333333333,1850.0,0.4,5,-1.2698091704613192,period
2008,253,10000.0,9189.854933228338,-0.08101450667716614,-0.08128109038058884,0.05523953382364111,-2.179976794917843,-2.5670285873406753,-0.7945982243802963,-0.10229206143013925,-0.026075636092794053,125.0,0.6927477771156795,0.48616600790513836,,,,,,,-0.08101450667716614,-0.08101450667716614,0.45454545454545453,364.0,0.0,1,,event
2013,252,10000.0,9857.683271542463,-0.014231672845753773,-0.014319251096050145,0.017394523152022213,-1.1856458383191155,-1.8574928536935824,-0.551548996540177,-0.025961884049964135,-0.013637057781161017,231.0,0.8546798218922622,0.49206349206349204,,,,,,,-0.014231672845753773,-0.014231672845753773,0.18181818181818182,363.0,0.0,1,,event
2022,251,10000.0,10147.495869026481,0.01474958690264816,0.014924521044543226,0.0405705301155831,0.5454714222834393,0.9023356082283195,0.6024907486588078,-0.024771369648025954,-0.011249435487700968,175.0,1.0745744407260125,0.549800796812749,,,,,,,0.01474958690264816,0.01474958690264816,0.6363636363636364,361.0,1.0,1,,event
other_days,4970,10000.0,10670.994100416654,0.06709941004166531,0.002857553269536295,0.02373047097395432,0.21300034792139766,0.28478798528803717,0.024017953444135747,-0.11897571856747846,-0.031066281122839188,3690.0,1.0321758953363653,0.5064386317907444,,,,,,,0.07744732837304635,-0.027133046052119525,0.5569620253164557,8312.958333333334,0.47368421052631576,19,-1.3302374891237496,event
