date,inflation_protected_return,nominal_return,weight_protected,weight_nominal,turnover,leverage,net_return
2003-12-08 14:30:00+00:00,-0.0008844240908244538,-0.0037733750776763886,0.499089381035296,-0.49764625994436795,1.0,1.0,0.0009385231124735865
2003-12-09 14:30:00+00:00,-0.00255500287845134,-0.004969838156021478,0.4972214714055405,-0.49458344852062963,0.0,1.0,0.0011920941847708426
2003-12-10 14:30:00+00:00,0.0026594747892296766,0.0024974160453457017,0.49850333345169306,-0.4957783645472179,0.0,1.0,8.12149468165083e-05
2003-12-11 14:30:00+00:00,0.003929913498564197,0.0060508126110379035,0.500986811056011,-0.4993008644060519,0.0,1.0,-0.0010467393822233765
2003-12-12 14:30:00+00:00,-0.0007821350668476557,0.0,0.500794183489637,-0.4994995612025887,0.0,1.0,-0.00039779173390746793
2003-12-15 14:30:00+00:00,-0.0021550623443628014,-0.00047202726838435627,0.5001397683515445,-0.4996882277916536,0.0,1.0,-0.0008494176546331704
2003-12-16 14:30:00+00:00,-0.0010794717593116676,0.012034521581850477,0.5028985682626174,-0.5090407116754108,0.0,1.0,-0.006559347898151826
2003-12-17 14:30:00+00:00,-0.0002949657983635223,0.0025906229053809238,0.5034918854047382,-0.5111123243027895,0.0,1.0,-0.0014730227860735622
2003-12-18 14:30:00+00:00,0.0043242155996157106,0.0034061109558938263,0.505451571888684,-0.5126326182472478,0.0,1.0,0.0004303497966946242
2003-12-19 14:30:00+00:00,-0.0004884297046665598,0.00011681746828351436,0.505362728522847,-0.512852879165886,0.0,1.0,-0.0003127143875564121
2003-12-22 14:30:00+00:00,-0.0010776772949984137,-0.002691493819951374,0.5043995749313325,-0.5110484860905704,0.0,1.0,0.0008297700355993503
2003-12-23 14:30:00+00:00,-0.004998812913188266,-0.006805118671294408,0.5014016466534892,-0.5070888062836816,0.0,1.0,0.0009503941051058829
2003-12-24 14:30:00+00:00,0.0056158348976198535,0.006260874575050757,0.5044015334683268,-0.5104499312100055,0.0,1.0,-0.00036498293050599774
2003-12-26 14:30:00+00:00,0.0017633392268205927,0.0031703490707089,0.5056625383758429,-0.5124447933487237,0.0,1.0,-0.0007348258359742828
2003-12-29 14:30:00+00:00,-0.0029344444825303295,-0.006086190097566835,0.5033587055462047,-0.5084975912598826,0.0,1.0,0.0016290454001170315
2003-12-30 14:30:00+00:00,-0.002648355537385294,-0.0010598100048784254,0.5024276322952453,-0.5083654309073184,0.0,1.0,-0.0008001143614029621
2003-12-31 14:30:00+00:00,0.0014474075788510898,0.0017619209097949895,0.503242632735414,-0.5093499787990724,0.0,1.0,-0.0001744345006765787
2004-01-02 14:30:00+00:00,-0.002162945838796615,-0.008027074029921422,0.4974660181354741,-0.4945424902018205,0.012592611534486431,1.0,0.002919815408842779
2004-01-05 14:30:00+00:00,-0.001379460029300783,-0.0008338810787478224,0.49691882016374006,-0.4942683955113113,0.0,1.0,-0.0002797972436895574
2004-01-06 14:30:00+00:00,0.00641315032697598,0.007504083163822228,0.5003699148511529,-0.4982405816032735,0.0,1.0,-0.0005281684321046303
2004-01-07 14:30:00+00:00,0.0007853134204216516,0.0022470760371482434,0.5011299846971969,-0.49972626035775214,0.0,1.0,-0.0007325896433000512
2004-01-08 14:30:00+00:00,-0.0038212949646053707,0.0,0.500175815871955,-0.5006880409619743,0.0,1.0,-0.0019209178680885462
2004-01-09 14:30:00+00:00,0.007572185996697289,0.011796119137576166,0.5050362927384124,-0.5076728712500718,0.0,1.0,-0.002124703854067185
2004-01-12 14:30:00+00:00,-0.0007808660334102102,0.0,0.5048440252363912,-0.507876183262331,0.0,1.0,-0.0004003180675912228
2004-01-13 14:30:00+00:00,0.004883727166888896,0.005362911350121902,0.5074435751892978,-0.510734776976576,0.0,1.0,-0.0002641268475380199
2004-01-14 14:30:00+00:00,0.00019499308233372759,0.0019720270626948366,0.5080069366131532,-0.5122102157996663,0.0,1.0,-0.0009141871961729927
2004-01-15 14:30:00+00:00,0.0012633852900056919,0.0005779182114553638,0.5084759443858378,-0.5123321202085045,0.0,1.0,0.00033984049818142173
2004-01-16 14:30:00+00:00,0.0004852455571588976,-0.004163917585682353,0.507517786144038,-0.5089904213771428,0.0,1.0,0.0023740920370291384
2004-01-20 14:30:00+00:00,-0.0008735526108621938,-0.0017418968451065053,0.5068527893728731,-0.5078817093239268,0.0,1.0,0.00043731294108876993
2004-01-21 14:30:00+00:00,0.004078258877546093,0.002909191872221495,0.508623034282075,-0.5090621464205971,0.0,1.0,0.0005835991661014109
2004-01-22 14:30:00+00:00,0.0016435445269791238,0.004292141651062398,0.5101502194852843,-0.5119407800252318,0.0,1.0,-0.0013549746182936315
2004-01-23 14:30:00+00:00,-0.007047731093585807,-0.00750915042772049,0.5064318125303048,-0.5079731599349296,0.0,1.0,0.0002428863820755879
2004-01-26 14:30:00+00:00,-0.0036943231734983817,-0.004190419725997874,0.5044339007405843,-0.5057172271046178,0.0,1.0,0.00025174558788892775
2004-01-27 14:30:00+00:00,0.0040009139155152695,0.0039745724377704406,0.506450965699051,-0.5077261023530424,0.0,1.0,2.234479822562862e-06
2004-01-28 14:30:00+00:00,-0.00408231399743697,-0.007219261468112248,0.5035817901346196,-0.5032595242033436,0.0,1.0,0.0015919632398310464
2004-01-29 14:30:00+00:00,-0.00048725426234230707,-0.0011725712167640623,0.5031659537510103,-0.5024991784528267,0.0,1.0,0.00033878287800977424
2004-01-30 14:30:00+00:00,0.00527237816642101,0.00457965603856425,0.5056440563356849,-0.5046260251338263,0.0,1.0,0.00034565541071578657
2004-02-02 14:30:00+00:00,0.001748700491025268,-0.0009967656193097252,0.5001932642713213,-0.49882239785042987,0.010270081469511139,1.0,0.00136164563348036
2004-02-03 14:30:00+00:00,0.001841992626079536,0.0038723269367890722,0.5016243690073788,-0.5012633868586377,0.0,1.0,-0.0010162034844198896
2004-02-04 14:30:00+00:00,0.0,-0.0016362024236962203,0.5012162707065564,-0.5000360811185578,0.0,1.0,0.0008142159875358982
2004-02-05 14:30:00+00:00,-0.0030003076145255214,-0.0037465063394981346,0.49953082183497705,-0.49798161023703474,0.0,1.0,0.00036363297341113324
2004-02-06 14:30:00+00:00,0.004077389835095868,0.006111685696249314,0.5020760448793108,-0.5015330085496715,0.0,1.0,-0.0010126775699662463
2004-02-09 14:30:00+00:00,0.0020296174767375774,0.0023353188508807854,0.5031746541056853,-0.5027837731244419,0.0,1.0,-0.00015816955481905338
2004-02-10 14:30:00+00:00,-0.0027009283217103164,-0.002796844146611188,0.5017949330513112,-0.5013569009455152,0.0,1.0,4.121679788096443e-05
