date,inflation_protected_return,nominal_return,weight_protected,weight_nominal,turnover,leverage,net_return
2003-12-08 14:30:00+00:00,-0.0008844240908244538,-0.0037733750776763886,1.4949388436541415,-1.4906162155700704,3.0,3.0,0.002498109019960442
2003-12-09 14:30:00+00:00,-0.00255500287845134,-0.004969838156021478,1.4862840455188053,-1.4783985225656773,0.0,3.0,0.0032532308351619623
2003-12-10 14:30:00+00:00,0.0026594747892296766,0.0024974160453457017,1.4903481969661627,-1.4822015062199776,0.0,3.0,-7.475870329680612e-05
2003-12-11 14:30:00+00:00,0.003929913498564197,0.0060508126110379035,1.5013802463303196,-1.4963277241066713,0.0,3.0,-0.003446901529434541
2003-12-12 14:30:00+00:00,-0.0007821350668476557,0.0,1.5024740984885474,-1.4985899949630992,0.0,3.0,-0.0015095995996447745
2003-12-15 14:30:00+00:00,-0.0021550623443628014,-0.00047202726838435627,1.5035451342277801,-1.502187690459675,0.0,3.0,-0.002865867471600018
2003-12-16 14:30:00+00:00,-0.0010794717593116676,0.012034521581850477,1.5326305946192196,-1.5513493532418736,0.0,3.0,-0.020036462152393898
2003-12-17 14:30:00+00:00,-0.0002949657983635223,0.0025906229053809238,1.5395782765040722,-1.5628800665129328,0.0,3.0,-0.004806352236011958
2003-12-18 14:30:00+00:00,0.0043242155996157106,0.0034061109558938263,1.544692893250125,-1.5666386381900899,0.0,3.0,0.000998808022473146
2003-12-19 14:30:00+00:00,-0.0004884297046665598,0.00011681746828351436,1.545906051846377,-1.5688184443810622,0.0,3.0,-0.0012728021133966516
2003-12-22 14:30:00+00:00,-0.0010776772949984137,-0.002691493819951374,1.5408176616907654,-1.561128463393089,0.0,3.0,0.002221159835084416
2003-12-23 14:30:00+00:00,-0.004998812913188266,-0.006805118671294408,1.529160858272574,-1.5465054002366496,0.0,3.0,0.002586087770079651
2003-12-24 14:30:00+00:00,0.0056158348976198535,0.006260874575050757,1.539950932493186,-1.5584168472939237,0.0,3.0,-0.0014302788888763468
2003-12-26 14:30:00+00:00,0.0017633392268205927,0.0031703490707089,1.5466266604653143,-1.5673709623723187,0.0,3.0,-0.0025605869772686593
2003-12-29 14:30:00+00:00,-0.0029344444825303295,-0.006086190097566835,1.5349269531924796,-1.5505973172974183,0.0,3.0,0.004665510099749996
2003-12-30 14:30:00+00:00,-0.002648355537385294,-0.0010598100048784254,1.5350941927881043,-1.5532362685447616,0.0,3.0,-0.002757011205877252
2003-12-31 14:30:00+00:00,0.0014474075788510898,0.0017619209097949895,1.5386240686158263,-1.5572967903560988,0.0,3.0,-0.0008500899508266232
2004-01-02 14:30:00+00:00,-0.002162945838796615,-0.008027074029921422,1.4842685569303637,-1.4755457488810955,0.09592085897192515,3.0,0.008412914396883787
2004-01-05 14:30:00+00:00,-0.001379460029300783,-0.0008338810787478224,1.4839311157616972,-1.4760162462656599,0.0,3.0,-0.0011523769265321196
2004-01-06 14:30:00+00:00,0.00641315032697598,0.007504083163822228,1.4962829352191445,-1.4899154760501723,0.0,3.0,-0.0018947928031907224
2004-01-07 14:30:00+00:00,0.0007853134204216516,0.0022470760371482434,1.501223384437158,-1.497018280236595,0.0,3.0,-0.0025082197541506247
2004-01-08 14:30:00+00:00,-0.0038212949646053707,0.0,1.5046227382729664,-1.5061636074895501,0.0,3.0,-0.006071934820015005
2004-01-09 14:30:00+00:00,0.007572185996697289,0.011796119137576166,1.526255547235943,-1.534223474763138,0.0,3.0,-0.006708919585882813
2004-01-12 14:30:00+00:00,-0.0007808660334102102,0.0,1.5273962613235548,-1.5365699993516393,0.0,3.0,-0.0015271185754579207
