date,GOOG,GOOGL
2014-01-02 14:30:00+00:00,27.463953018188477,27.593286514282227
2014-01-03 14:30:00+00:00,27.26361083984375,27.391996383666992
2014-01-06 14:30:00+00:00,27.567583084106445,27.697399139404297
2014-01-07 14:30:00+00:00,28.099035263061523,28.231361389160156
2014-01-08 14:30:00+00:00,28.157508850097656,28.29010772705078
2014-01-09 14:30:00+00:00,27.8863525390625,28.017677307128903
2014-01-10 14:30:00+00:00,27.88487243652344,28.016191482543945
2014-01-13 14:30:00+00:00,27.707229614257812,27.837709426879883
2014-01-14 14:30:00+00:00,28.35908889770508,28.49263572692871
2014-01-15 14:30:00+00:00,28.339845657348633,28.473302841186523
2014-01-16 14:30:00+00:00,28.52735710144043,28.661699295043945
2014-01-17 14:30:00+00:00,28.38697052001953,28.520652770996097
2014-01-21 14:30:00+00:00,28.711912155151367,28.847122192382812
2014-01-22 14:30:00+00:00,28.744482040405273,28.879844665527344
2014-01-23 14:30:00+00:00,28.623092651367188,28.75788116455078
2014-01-24 14:30:00+00:00,27.728200912475582,27.858781814575195
2014-01-27 14:30:00+00:00,27.17059326171875,27.298538208007812
2014-01-28 14:30:00+00:00,27.707971572875977,27.838451385498047
2014-01-29 14:30:00+00:00,27.31098365783691,27.439594268798828
2014-01-30 14:30:00+00:00,28.0134220123291,28.145339965820312
2014-01-31 14:30:00+00:00,29.138015747070312,29.275230407714844
2014-02-03 14:30:00+00:00,27.96506118774414,28.09675407409668
2014-02-04 14:30:00+00:00,28.08176612854004,28.214006423950195
2014-02-05 14:30:00+00:00,28.20611572265625,28.338943481445312
2014-02-06 14:30:00+00:00,28.61963653564453,28.75440788269043
2014-02-07 14:30:00+00:00,29.05091857910156,29.18772315979004
2014-02-10 14:30:00+00:00,28.93964385986328,29.075925827026367
2014-02-11 14:30:00+00:00,29.365251541137695,29.503538131713867
2014-02-12 14:30:00+00:00,29.279142379760746,29.41702461242676
2014-02-13 14:30:00+00:00,29.605073928833008,29.74449157714844
2014-02-14 14:30:00+00:00,29.676624298095703,29.816377639770508
2014-02-18 14:30:00+00:00,29.875980377197266,30.016674041748047
2014-02-19 14:30:00+00:00,29.665273666381836,29.80497169494629
2014-02-20 14:30:00+00:00,29.70894241333008,29.84885025024414
2014-02-21 14:30:00+00:00,29.7010498046875,29.840917587280273
2014-02-24 14:30:00+00:00,29.91619873046875,30.05708122253418
2014-02-25 14:30:00+00:00,30.10099983215332,30.242748260498047
2014-02-26 14:30:00+00:00,30.105195999145508,30.246965408325195
2014-02-27 14:30:00+00:00,30.081506729125977,30.223169326782227
2014-02-28 14:30:00+00:00,29.99367332458496,30.134918212890625
2014-03-03 14:30:00+00:00,29.673913955688477,29.813648223876953
2014-03-04 14:30:00+00:00,29.97541618347168,30.11657333374023
2014-03-05 14:30:00+00:00,30.058069229125977,30.199615478515625
2014-03-06 14:30:00+00:00,30.091381072998047,30.233083724975582
2014-03-07 14:30:00+00:00,29.97245216369629,30.11359977722168
