date,adjustment_factor,adjusted_open,overnight_return,intraday_return,overnight_net,intraday_net,trading_cost,short_borrow,financing_cost,net_return,equity
1998-01-21 00:00:00+00:00,0.5513475464798274,43.05679745790902,-0.009119762576187407,-0.003201280512204918,-0.018718890231739893,0.005903354675203487,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.01292603980470064,9870.739601952993
1998-01-22 00:00:00+00:00,0.5513476661342358,42.55714797973633,-0.008430134065147254,0.0,-0.01733963320965959,-0.0004992063492063493,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.017830183503874775,9694.742503531208
1998-01-23 00:00:00+00:00,0.5513482031884132,42.72948574710202,0.00404956101493803,-0.006451612903225823,0.007619756950510981,0.012404019457245296,0.0008,1.984126984126984e-05,0.00015873015873015873,0.020118292021229722,9889.784164287876
1998-01-26 00:00:00+00:00,0.5513480332173353,42.66055407019132,0.004869820086116583,-0.0008077544426494665,0.009260275092868087,0.0011163025360925837,0.0008,1.984126984126984e-05,0.00015873015873015873,0.01038691489753174,9992.50851075729
1998-01-27 00:00:00+00:00,0.5513476601515681,42.52268828918969,-0.0024258973139993367,0.014181523500810478,-0.005331159707363753,-0.028862253350827306,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.03403954377606333,9652.368079872684
1998-01-28 00:00:00+00:00,0.5513485491181626,43.21194253713599,0.0019992184495540855,0.009569377990430672,0.0035190718197430915,-0.019637962330067694,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.01618799791015746,9496.115565567634
1998-01-29 00:00:00+00:00,0.551348125122983,43.590961142535846,-0.0007906578228185079,0.004347826086956497,-0.0020606807250020953,-0.009194858523119343,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.011236591580393696,9389.41159335713
1998-01-30 00:00:00+00:00,0.5513477660193995,44.073362046175745,0.006689623740910644,-0.008795934323690302,0.012899882402456209,0.017092662298174254,0.0008,1.984126984126984e-05,0.00015873015873015873,0.030213038034221817,9673.094242946194
1998-02-02 00:00:00+00:00,0.5513480235203713,44.452434396329934,0.017551254175078856,0.004844961240310086,0.03462314327079263,-0.010189128829826522,0.0008,1.984126984126984e-05,0.00015873015873015873,0.02408123477368651,9906.034296398577
1998-02-03 00:00:00+00:00,0.551347547867633,44.65915137727827,-0.0001937265731758453,0.00810185185185186,-0.0008668182257167699,-0.01670291005291007,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.017555249891770375,9732.13138888885
1998-02-04 00:00:00+00:00,0.5513482499278569,44.77981567382813,-0.005356559722446419,-1.1102230246251565e-16,-0.011192484524257917,-0.0004992063492061272,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.011686103514126134,9618.40069406522
1998-02-05 00:00:00+00:00,0.5513479060726822,45.10715056557132,0.007309875818325651,-0.007066462948815855,0.014140386557286222,0.01363371954842536,0.0008,1.984126984126984e-05,0.00015873015873015873,0.027966892170339985,9887.397469127265
1998-02-06 00:00:00+00:00,0.5513477212922216,44.934839285316066,0.0032695233493857945,0.007476993865030757,0.0060596816194065095,-0.015453194079267863,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.009487153895984535,9793.594207706887
1998-02-09 00:00:00+00:00,0.5513482682341422,45.26224689534661,-0.00018930313692389067,-0.003806623524933328,-0.0008579713532128607,0.007114040700660307,0.0008,1.984126984126984e-05,0.00015873015873015873,0.006249965704320681,9854.803835627088
1998-02-10 00:00:00+00:00,0.5513482049012355,45.227782433304476,0.00305682020194209,0.013714285714285568,0.0056342753245191,-0.027927777777777486,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.022450855242460377,9633.55506127058
1998-02-11 00:00:00+00:00,0.5513482049012355,45.744671375399385,-0.0022547914317924134,0.002259887005649608,-0.004988947942949906,-0.005018980360505565,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.009982888871710172,9537.384351654415
1998-02-12 00:00:00+00:00,0.551347933392457,45.61542667676656,-0.005073770668423072,0.011520302171860397,-0.010626906416211224,-0.023539810692927144,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.03391656174384927,9213.909066416705
1998-02-13 00:00:00+00:00,0.5513480229398234,45.95141178689091,-0.004107381194274562,0.0035620547431571836,-0.008694127467914203,-0.007623315835520716,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.016251165223832742,9064.172307820996
1998-02-17 00:00:00+00:00,0.5513482643325975,46.48555053654213,0.008033320099422703,-0.002965159377316451,0.015587275119480324,0.005431112405426553,0.0008,1.984126984126984e-05,0.00015873015873015873,0.021103043768174956,9255.453932755223
1998-02-18 00:00:00+00:00,0.5513485974716119,46.35635629679287,0.00018647794436277287,0.006504367217989193,-0.00010640919063953364,-0.013507940785184736,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.013612912606778105,9129.460247232566
1998-02-19 00:00:00+00:00,0.5513481204129776,46.666449504329684,0.0001837726918192395,-0.009599409267121994,-0.00011181969572660039,0.01869961218503764,0.0008,1.984126984126984e-05,0.00015873015873015873,0.018585701504366225,9299.137670283608
1998-02-20 00:00:00+00:00,0.5513482410288052,46.35632632775001,0.0029825120551700834,0.0024159078238246146,0.0054856590309750874,-0.005331021996855578,0.0008,1.984126984126984e-05,0.00015873015873015873,0.00012539286515811376,9300.303715799584
1998-02-23 00:00:00+00:00,0.5513481343889095,46.864591423057306,0.00852779900143874,-0.008823529411764675,0.016576232923512402,0.017147852474323,0.0008,1.984126984126984e-05,0.00015873015873015873,0.034008332194587654,9616.591534077055
1998-02-24 00:00:00+00:00,0.551347777957008,46.3821318206333,-0.001484325039460499,-0.0014858841010401136,-0.0034480151582860774,0.0024725618528738777,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.00098397873616074,9607.12901249318
1998-02-25 00:00:00+00:00,0.5513478634542205,46.45105749601807,0.0029763460071854375,0.005192878338279083,0.005473326935005796,-0.010884963025764516,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.005471213052074098,9554.566362847067
1998-02-26 00:00:00+00:00,0.5513480594180046,46.64921471482023,-0.0009221541262178778,0.006463527239150446,-0.002323673331800835,-0.013426260827507242,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.01571873591507733,9404.380657406393
1998-02-27 00:00:00+00:00,0.5513482374098667,46.92490389330538,-0.0005501360629961427,0.005691206168533247,-0.0015796372053573648,-0.011881618686272844,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.013442487244693435,9277.962390374965
1998-03-02 00:00:00+00:00,0.5513480336310609,47.27809388386347,0.0018251134775921773,-0.00036443148688047877,0.0031708618758192753,0.00022965662455460832,0.0008,1.984126984126984e-05,0.00015873015873015873,0.003401246709809236,9309.519029428962
1998-03-03 00:00:00+00:00,0.5513478990173063,46.98517876938107,-0.0058332722594224284,0.010451045104510337,-0.012145909598209936,-0.021401296558227024,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.033287267943156174,8999.630575074449
1998-03-04 00:00:00+00:00,0.5513479827223009,47.20917102059701,-0.00562496244470978,-0.0010948905109489093,-0.01172928996878464,0.0016905746726914694,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.010058544536643121,8909.107390121728
1998-03-05 00:00:00+00:00,0.5513479568138362,46.58890235076916,-0.012057043136286194,0.003328402366863825,-0.024593451351937468,-0.007156011082933999,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.031573471424429345,8627.815942522548
1998-03-06 00:00:00+00:00,0.5513477928197648,46.91625124525686,0.003685657967295919,0.011017260374586835,0.006891950855226758,-0.02253372709838002,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.015797077582900387,8491.521664707534
1998-03-09 00:00:00+00:00,0.5513483794322007,47.209204988882185,-0.004721062385551034,0.0029197080291971655,-0.009921489850467147,-0.00633862240760068,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.016197223680184836,8353.98258891913
1998-03-10 00:00:00+00:00,0.55134765625,47.62265380859375,0.005821097004667264,0.00397973950795949,0.011162828929969448,-0.00845868536512533,0.0008,1.984126984126984e-05,0.00015873015873015873,0.002609720707140939,8375.784150268528
1998-03-11 00:00:00+00:00,0.5513482367855379,47.9328373355427,0.0025235781177450622,0.0007189072609632419,0.004567791156125045,-0.001937020871132833,0.0008,1.984126984126984e-05,0.00015873015873015873,0.002621922378187813,8397.744806166987
1998-03-12 00:00:00+00:00,0.5513483358574223,47.93284594860465,-0.0007182112434683807,-0.0005391804457226534,-0.0019157875663018409,0.0005791545422389577,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.0013377425611339477,8386.510785522236
1998-03-13 00:00:00+00:00,0.5513480777622869,48.070660529899385,0.003416181965675724,-0.011827956989247213,0.006352998851986369,0.023156707629288075,0.0008,1.984126984126984e-05,0.00015873015873015873,0.02965682101825906,8635.228034856169
1998-03-16 00:00:00+00:00,0.5513479458344498,47.72605656129456,0.004715029810672622,0.01046931407942231,0.008950694541980164,-0.02143783450805097,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.012679023474393869,8525.741775895483
1998-03-17 00:00:00+00:00,0.5513485064174604,48.12238682574896,-0.00214260815195344,0.005549588256355209,-0.00476458138327196,-0.011598382861916768,0.0008,1.984126984126984e-05,0.00015873015873015873,-0.0163077028061287,8386.706512812385
