leverage,oos__initial_capital,oos__final_value,oos__total_return,oos__cagr,oos__annualized_volatility,oos__sharpe_ratio,oos__sortino_ratio,oos__calmar_ratio,oos__max_drawdown,oos__average_drawdown,oos__longest_drawdown_days,oos__profit_factor,oos__win_rate,oos__turnover_per_bar,oos__annualized_turnover,oos__total_fees,oos__rebalance_count,oos__exposure_pct,oos__average_exposure,oos__best_year,oos__worst_year,oos__monthly_hit_rate,oos__elapsed_days,oos__positive_complete_year_ratio,oos__complete_year_count,oos__worst_rolling_3y_sharpe,check__sample_at_least_5y,check__independent_oos,check__costs_included,check__cagr_at_least_40pct,check__sharpe_above_1_5,check__max_drawdown_at_most_20pct,check__profit_factor_above_1_3,check__walk_forward_passed,check__inception_covered,strict_oos_passed
1.0,10000.0,1335.2796572932996,-0.86647203427067,-0.06789232099264031,0.21609102086721022,-0.36385252595175815,-0.4722525038859634,-0.07141794656766878,-0.9506338988381873,-0.7250359770338858,6667.0,0.944323870255662,0.48396946564885496,,,,,,,0.3642643061372921,-0.3557121915523188,0.42441860465116277,10460.0,0.32142857142857145,28,-1.2709580514444712,True,True,True,False,False,False,False,False,True,False
2.0,10000.0,21.70588788726596,-0.9978294112112734,-0.19277119768082773,0.4320999226236791,-0.5013735222435233,-0.6549231356966255,-0.19284161958965124,-0.9996348199679439,-0.8869296215206522,6667.0,0.9241089588832937,0.47897293546148506,,,,,,,0.7332298357931188,-0.6207801538387407,0.38372093023255816,10460.0,0.25,28,-1.361162821796026,True,True,True,False,False,False,False,False,True,False
3.0,10000.0,0.13219597409291786,-0.9999867804025907,-0.3244786223122015,0.6481269088635546,-0.5493925544188861,-0.7218194020646695,-0.324478985979682,-0.9999988792264022,-0.9239188512417335,6667.0,0.917146792927647,0.47578070784177656,,,,,,,1.1342019637836023,-0.7881569906592248,0.3546511627906977,10460.0,0.21428571428571427,28,-1.3945805089781833,True,True,True,False,False,False,False,False,True,False
