open_time,CNDR,BFLY
1986-06-20 00:00:00+00:00,0.0,0.0
1986-06-23 00:00:00+00:00,0.0,0.0
1986-06-24 00:00:00+00:00,0.0,0.0
1986-06-25 00:00:00+00:00,0.0,0.0
1986-06-26 00:00:00+00:00,0.0,0.0
1986-06-27 00:00:00+00:00,0.0,0.0
1986-06-30 00:00:00+00:00,0.0,0.0
1986-07-01 00:00:00+00:00,0.0007999999999999119,0.0017000000000000348
1986-07-02 00:00:00+00:00,-0.0007993605115906854,0.0013976240391335715
1986-07-03 00:00:00+00:00,0.006299999999999972,0.003688565447113934
1986-07-07 00:00:00+00:00,-0.0059624366491105585,-0.017878426698450633
1986-07-08 00:00:00+00:00,-0.005698290512846205,-0.005562297734627797
1986-07-09 00:00:00+00:00,0.006535290569072982,0.005796806671412691
1986-07-10 00:00:00+00:00,0.005893517131155823,0.004347826086956497
1986-07-11 00:00:00+00:00,-0.002979145978152853,-0.0047317024061209745
1986-07-14 00:00:00+00:00,-0.017231075697211162,-0.02235484523568676
1986-07-15 00:00:00+00:00,-0.01976284584980237,-0.012209001551991783
1986-07-16 00:00:00+00:00,-0.0031017369727046606,-0.003142348381690585
1986-07-17 00:00:00+00:00,0.0061190624351794565,-0.0010507512871704705
1986-07-18 00:00:00+00:00,0.01360684465519002,0.0017881560955086417
1986-07-21 00:00:00+00:00,-0.00020339672531266562,-0.0012599748005038824
1986-07-22 00:00:00+00:00,0.0046790763910080635,0.004520605550883072
1986-07-23 00:00:00+00:00,0.0005062265870203753,-0.0013605442176870541
1986-07-24 00:00:00+00:00,0.0024286581663632845,0.0016767973171243344
1986-07-25 00:00:00+00:00,0.004542701393095205,0.006172839506172867
1986-07-28 00:00:00+00:00,-0.004522158577027424,-0.00759072475824063
1986-07-29 00:00:00+00:00,0.0008075913587723971,-0.00031433361274102456
1986-07-30 00:00:00+00:00,0.0067581198305426415,0.007336757153338258
1986-07-31 00:00:00+00:00,0.0008015228934976637,0.0007283321194464509
1986-08-01 00:00:00+00:00,-0.004504955450996162,-0.004262840507382126
1986-08-04 00:00:00+00:00,0.0058326629123088836,0.006369426751592355
1986-08-05 00:00:00+00:00,0.003299340131973638,0.002282631251296907
1986-08-06 00:00:00+00:00,0.0016940707523667164,0.0021739130434783593
1986-08-07 00:00:00+00:00,0.0008953442101073961,0.00258237785352744
1986-08-08 00:00:00+00:00,0.0016896928734717598,0.000721203379352886
1986-08-11 00:00:00+00:00,0.002579876959714289,0.005868423761968611
1986-08-12 00:00:00+00:00,0.00019794140934270565,-0.0008188331627431156
1986-08-13 00:00:00+00:00,-0.0007916089451810437,-0.006453595574677395
1986-08-14 00:00:00+00:00,0.0007922360863537037,-0.005670687699762866
1986-08-15 00:00:00+00:00,0.0002968533544429608,-0.0019701368726668944
1986-08-18 00:00:00+00:00,0.001384904540508547,0.0029090909090909722
1986-08-19 00:00:00+00:00,-0.00039513978069749545,-0.0011395421112607718
1986-08-20 00:00:00+00:00,0.0036564877952367514,0.00435594275046669
1986-08-21 00:00:00+00:00,0.001083103584088141,-0.00010326311441555269
1986-08-22 00:00:00+00:00,0.0010819317399428652,0.0025818444696892318
1986-08-25 00:00:00+00:00,0.000491255649439859,-0.0008240626287597808
1986-08-26 00:00:00+00:00,0.0014730433074732208,0.0024742268041235693
1986-08-27 00:00:00+00:00,-0.0013728181996469635,0.0010283833813247156
1986-08-28 00:00:00+00:00,0.0020620581304005015,0.0011300595849599304
1986-08-29 00:00:00+00:00,0.0023517883390495875,0.001231400718316955
1986-09-02 00:00:00+00:00,0.00029328380095794415,-0.0007174336373885204
1986-09-03 00:00:00+00:00,0.0007818608287726292,0.002769230769230635
1986-09-04 00:00:00+00:00,-0.0010742187500000222,-0.0009205277692542202
1986-09-05 00:00:00+00:00,0.0033238830775246253,0.0017403767403765258
1986-09-08 00:00:00+00:00,-9.743739647272154e-05,0.0009197751660705578
1986-09-09 00:00:00+00:00,0.0013642564802183177,0.0012252399428220873
1986-09-10 00:00:00+00:00,-0.0003892565200467324,-0.0009178054252498846
1986-09-11 00:00:00+00:00,-0.0497468847352025,-0.0455241400428702
1986-09-12 00:00:00+00:00,-0.014445241266263675,-0.008555234734253125
1986-09-15 00:00:00+00:00,-0.004158004158004269,-0.004314529177003479
1986-09-16 00:00:00+00:00,-0.0005219206680584509,0.00021666125013530824
1986-09-17 00:00:00+00:00,-0.002506527415143567,-0.002924293295786806
1986-09-18 00:00:00+00:00,0.005967961470003003,0.004779491635889643
1986-09-19 00:00:00+00:00,-0.004787676935886664,-0.004108108108108022
1986-09-22 00:00:00+00:00,0.002614515791675487,0.005319148936170137
1986-09-23 00:00:00+00:00,-0.0004172316678836552,0.0019436345966958868
1986-09-24 00:00:00+00:00,0.00020870291140551167,-0.0009699321047527132
1986-09-25 00:00:00+00:00,0.0013562858633282548,-0.00507011866235163
1986-09-26 00:00:00+00:00,0.0014586372160867445,0.0019516426325489888
1986-09-29 00:00:00+00:00,0.0001040366208904242,-0.0028135483172815334
1986-09-30 00:00:00+00:00,0.002808696556746204,0.003038524145415167
1986-10-01 00:00:00+00:00,0.0026970954356846377,0.005084929135562133
1986-10-02 00:00:00+00:00,0.00041382164287195877,-0.0005382131324005446
1986-10-03 00:00:00+00:00,0.0005170630816959676,0.002154011847065096
1986-10-06 00:00:00+00:00,0.0017571059431524816,0.003331542181622904
