funding_time,gross_pair_return,hedge_turnover,trading_cost,financing_cost,net_return
2020-09-14 00:00:00+00:00,-0.0002653110212170884,0.06369878770748583,0.0020636987877074857,3.6529680365296805e-05,-0.0026308505105069593
2020-09-14 08:00:00+00:00,1.4640184921688973e-05,0.03720982924274674,3.720982924274674e-05,3.6529680365296805e-05,-4.4459139764665596e-05
2020-09-14 16:00:00+00:00,0.0002739853533482195,0.08258434619691868,8.258434619691867e-05,3.6529680365296805e-05,0.00042885668013422355
2020-09-15 00:00:00+00:00,0.0009055688830082987,0.05777247013946729,5.777247013946729e-05,3.6529680365296805e-05,0.0017168356155118332
2020-09-15 08:00:00+00:00,-0.002211123841524619,0.061116813666857256,6.111681366685726e-05,3.6529680365296805e-05,-0.004519894177081391
2020-09-15 16:00:00+00:00,-0.00091806369736695,0.03422391742612532,3.4223917426125324e-05,3.6529680365296805e-05,-0.0019068809925253222
2020-09-16 00:00:00+00:00,-0.0002687977062812161,0.046505327509084954,4.650532750908495e-05,3.6529680365296805e-05,-0.0006206304204368139
2020-09-16 08:00:00+00:00,0.012909311132886445,0.05558781648123837,5.558781648123837e-05,3.6529680365296805e-05,0.025726504768926354
2020-09-16 16:00:00+00:00,-0.01320794676247946,0.04654423700894875,4.654423700894875e-05,3.6529680365296805e-05,-0.026498967442333165
2020-09-17 00:00:00+00:00,-0.00021385841872235853,0.011081145678395715,1.1081145678395716e-05,3.6529680365296805e-05,-0.00047532766348840956
2020-09-17 08:00:00+00:00,0.00011347011064426724,0.040661389717665725,4.066138971766573e-05,3.6529680365296805e-05,0.00014974915120557195
2020-09-17 16:00:00+00:00,-0.00022041497520750448,0.02636684037737383,2.636684037737383e-05,3.6529680365296805e-05,-0.0005037264711576796
2020-09-18 00:00:00+00:00,0.00018582172998087002,0.08162756267426491,8.162756267426491e-05,3.6529680365296805e-05,0.00025348621692217833
2020-09-18 08:00:00+00:00,-0.0005589270081396669,0.02606405891480229,2.606405891480229e-05,3.6529680365296805e-05,-0.0011804477555594328
2020-09-18 16:00:00+00:00,-0.0009522759003082143,0.015901809887943902,1.5901809887943902e-05,3.6529680365296805e-05,-0.0019569832908696693
2020-09-19 00:00:00+00:00,0.0009058741556593763,0.04064106254332672,4.0641062543326725e-05,3.6529680365296805e-05,0.001734577568410129
2020-09-19 08:00:00+00:00,0.00015256713944599798,0.030901506754239694,3.0901506754239694e-05,3.6529680365296805e-05,0.00023770309177245945
2020-09-19 16:00:00+00:00,0.00046326593784800957,0.039075335590402216,3.9075335590402216e-05,3.6529680365296805e-05,0.0008509268597403201
2020-09-20 00:00:00+00:00,-0.0005400843425549911,0.004888903012814277,4.8889030128142776e-06,3.6529680365296805e-05,-0.0011215872684880934
2020-09-20 08:00:00+00:00,0.0009850529877948404,0.02344269837761573,2.3442698377615727e-05,3.6529680365296805e-05,0.0019101335968467682
2020-09-20 16:00:00+00:00,-0.0006362330060340159,0.05990158810980975,5.9901588109809754e-05,3.6529680365296805e-05,-0.0013688972805431384
2020-09-21 00:00:00+00:00,-0.0002856763202794973,0.014984078692843517,1.4984078692843517e-05,3.6529680365296805e-05,-0.0006228663996171349
2020-09-21 08:00:00+00:00,3.552383537534548e-05,0.03389467470401206,3.389467470401206e-05,3.6529680365296805e-05,6.233156813821009e-07
2020-09-21 16:00:00+00:00,-0.00014135706517980615,0.12050328429570478,0.00012050328429570478,3.6529680365296805e-05,-0.0004397470950206139
2020-09-22 00:00:00+00:00,0.0008336964525127256,0.018251660373220818,1.825166037322082e-05,3.6529680365296805e-05,0.0016126115642869335
2020-09-22 08:00:00+00:00,-0.0012587804720762459,0.026266053074240514,2.6266053074240514e-05,3.6529680365296805e-05,-0.0025803566775920287
2020-09-22 16:00:00+00:00,0.0003133085401310932,0.07420722684408071,7.420722684408071e-05,3.6529680365296805e-05,0.0005158801730528089
2020-09-23 00:00:00+00:00,0.0013969800553603074,0.013272429294125976,1.3272429294125977e-05,3.6529680365296805e-05,0.0027441580010611924
2020-09-23 08:00:00+00:00,-0.00019342604302638407,0.051267255246289195,5.1267255246289195e-05,3.6529680365296805e-05,-0.0004746490216643541
2020-09-23 16:00:00+00:00,-8.173569810220993e-05,0.03470465387277405,3.470465387277405e-05,3.6529680365296805e-05,-0.0002347057304424907
2020-09-24 00:00:00+00:00,0.0011631227724217777,0.06728359877140358,6.728359877140358e-05,3.6529680365296805e-05,0.0022224322657068553
2020-09-24 08:00:00+00:00,-0.0019947932594203046,0.07130620231457702,7.130620231457702e-05,3.6529680365296805e-05,-0.0040974224015204825
2020-09-24 16:00:00+00:00,0.0005139743552766013,0.04119827454121877,4.119827454121877e-05,3.6529680365296805e-05,0.0009502207556466868
2020-09-25 00:00:00+00:00,0.00011734470965686507,0.04541890410756505,4.541890410756505e-05,3.6529680365296805e-05,0.0001527408348408683
2020-09-25 08:00:00+00:00,-0.0001592523590997267,0.03332866041073229,3.332866041073229e-05,3.6529680365296805e-05,-0.0003883630589754825
2020-09-25 16:00:00+00:00,-0.00024364888692257668,0.03211052738812345,3.211052738812345e-05,3.6529680365296805e-05,-0.0005559379815985735
2020-09-26 00:00:00+00:00,0.00014913713410402355,0.021661226420191915,2.1661226420191916e-05,3.6529680365296805e-05,0.00024008336142255837
