funding_time,BTCUSDT__gross,BTCUSDT__hedge_turnover,BTCUSDT__funding,BTCUSDT__spot,ETHUSDT__gross,ETHUSDT__hedge_turnover,ETHUSDT__funding,ETHUSDT__spot,BNBUSDT__gross,BNBUSDT__hedge_turnover,BNBUSDT__funding,BNBUSDT__spot,SOLUSDT__gross,SOLUSDT__hedge_turnover,SOLUSDT__funding,SOLUSDT__spot
2020-09-14 00:00:00+00:00,0.0007869854761131223,0.009563837712264434,0.0001,10332.84,0.00047485949862481326,0.03105878059451217,0.0001,366.43,-0.0019579133615589073,0.09311902603515843,-0.00170488,31.1656,-0.000365175698047382,0.12105350648800828,0.0001,3.2656
2020-09-14 08:00:00+00:00,-5.90802602462471e-05,0.013024855787594047,0.0001,10399.31,-0.00028389095493718274,0.016376031336456265,0.0001,369.36,-0.0013434071393963653,0.056531678593334744,-0.00177477,30.2914,0.001744939094266551,0.0629067512536019,0.0001,3.371
2020-09-14 16:00:00+00:00,0.0006297440076445006,0.05682890142275432,8.68e-06,10698.03,0.0005917881319406181,0.07396131994689825,0.0001,383.11,0.001850525398188726,0.1921313854722233,-0.0025029,33.2673,-0.001976116124380967,0.00741577794579884,0.0001,3.38
2020-09-15 00:00:00+00:00,-0.0005663460621594194,0.004565669017346008,-0.0002227,10671.77,-0.00035305008868790076,0.030817342226835187,0.0001,377.12,0.004442962909455955,0.12706910728582554,-0.00162444,31.2546,9.870877342456055e-05,0.06863776202786243,0.0001,3.264
2020-09-15 08:00:00+00:00,-7.026842107344479e-05,0.01308606779744692,-2.796e-05,10741.37,0.0005980527640203736,0.008612180892997978,0.0001,375.59,-0.009469964504006941,0.1724649486330032,-0.00050242,28.4193,9.768479496153884e-05,0.05030405734398091,0.0001,3.1819
2020-09-15 16:00:00+00:00,-0.0003549561494702808,0.00846995218468738,-5.156e-05,10785.23,-0.0006069133977629649,0.050359408921787474,0.0001,366.0,-0.003204357785847507,0.011611177627058544,-0.0021692,28.2396,0.0004939725436129527,0.06645513097096789,0.0001,3.0768
2020-09-16 00:00:00+00:00,0.00023437546436082642,0.0003461854643608264,-0.00011181,10785.23,0.00014526687731398748,0.010701004582231888,0.0001,364.05,-0.0006389196173354916,0.07968618538528505,-0.00066392,27.1148,-0.0008159135494641867,0.09528793460446205,0.0001,2.9288
2020-09-16 08:00:00+00:00,0.0007241249718336567,0.0235275150745633,-1.488e-05,10916.09,-0.0012369297093697163,0.010126931082807378,0.0001,365.65,0.0014390106217886185,0.010866442141868493,-0.00044773,27.2877,0.05071103864729322,0.1778303776257143,0.0001,2.7425
2020-09-16 16:00:00+00:00,-0.0007320675585909672,0.016987970857464285,-3.198e-05,11004.99,0.0018086308707769949,0.02492886400136851,0.0001,370.52,-0.004614671643975593,0.04699927958880035,-0.00158392,27.8876,-0.04929367871812827,0.09726083358816184,0.0001,2.5414
2020-09-17 00:00:00+00:00,-0.00010725022334736509,0.009163267795633145,-5.63e-06,10954.01,-0.00011711535193580377,0.02936293430800141,0.0001,365.04,0.0009988288738976318,0.004068483636444409,-0.00065281,27.8539,-0.001629896973503897,0.0017298969735038972,0.0001,2.5376
2020-09-17 08:00:00+00:00,-0.00015973385520254944,0.012889011757071023,2.957e-05,10882.38,0.0002325221630807949,0.08133800161513549,0.0001,379.91,0.0005492494730734207,0.06348493738916416,-7.914e-05,26.9785,-0.00016815733837459722,0.00493360810929222,0.0001,2.531
2020-09-17 16:00:00+00:00,0.00012952212825264,0.008229711173994403,9.8e-07,10838.3,0.00029017621914074744,0.001441789246364289,0.0001,380.22,-0.0003917717746017013,0.03607430306276893,0.0,26.4866,-0.0009095864736217041,0.059721558026367694,0.0001,2.6053
2020-09-18 00:00:00+00:00,-1.1952596408921934e-05,0.01887298336461085,9.425e-05,10940.0,-4.788158176881616e-05,0.048172709313082374,0.0001,389.35,0.0003730412851092835,0.046613814126835074,-0.00013131,27.1106,0.00043007981299193466,0.21285074389253134,0.0001,2.883
2020-09-18 08:00:00+00:00,0.00016595991206758143,0.0024748392286999543,5.579e-05,10954.14,-0.00014473634006016987,0.016449754477969813,0.0001,386.1,-0.0019496008500804547,0.03851432160388124,-0.00116222,27.622,-0.0003073307544856242,0.046817320348658154,0.0001,2.9499
2020-09-18 16:00:00+00:00,-1.880214156102677e-05,0.009922271084287781,4.967e-05,10899.42,5.442416043978096e-05,0.020260044466060223,0.0001,382.18,-0.00138664592497717,0.005948087258716761,0.0,27.5207,-0.002458079695134441,0.027476836742710842,0.0001,2.9056
2020-09-19 00:00:00+00:00,0.00012790729000082996,0.005991786876293981,-0.0001155,10933.4,0.0002750703621117289,0.0114424920430376,0.0001,384.4,-0.0003624168622187174,0.009133996073503292,0.0,27.6414,0.0035829358327436637,0.13599597518047202,-1.36e-05,3.1084
2020-09-19 08:00:00+00:00,-0.0003195388769440878,0.005848760766350547,-0.0001098,10900.28,0.00022077785182085242,0.034668124365868636,0.0001,377.76,-0.0003252222231757481,0.06388182354925243,9.9e-07,26.754,0.0010342518060829752,0.019207318335487167,0.0001,3.08
2020-09-19 16:00:00+00:00,2.1933327912664376e-05,0.03483527611100046,-5.749e-05,11090.57,-0.00019363755335576337,0.03645416275454161,0.0001,384.59,0.00014899012579791814,0.0447296321385362,0.00036939,27.3494,0.0018757778510372191,0.0402822713575306,0.0001,3.0207
2020-09-20 00:00:00+00:00,-5.399725079180702e-05,0.0018014732356846919,-6.476e-05,11080.64,0.0007082895828711799,0.0028239369440798967,0.0001,385.25,0.0006057627659647403,0.010813921032983398,0.00046118,27.2035,-0.0034203924682640777,0.004116280838509123,0.0001,3.0216
2020-09-20 08:00:00+00:00,-0.00010330044882188541,0.021314308106929247,-0.00011198,10962.6,-0.00026534109852082165,0.02232122606565834,0.0001,380.88,0.0003938823098812222,0.003850865747857757,0.00042487,27.1507,0.003914971188640847,0.04628439359001757,-0.00020633,2.9579
