year,return
2016,0.0
2017,0.02724650365716097
2018,-0.13617211910158522
2019,-0.0021937182338643835
2020,-0.14112280379147146
2021,-0.004690513764522897
2022,0.02445495033818479
2023,-0.10142332298443857
2024,-0.05196481152511312
2025,0.06007362703893482
2026,-0.1238249457029168
