leverage,initial_capital,final_value,total_return,cagr,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,average_drawdown,longest_drawdown_days,profit_factor,win_rate,turnover_per_bar,annualized_turnover,total_fees,rebalance_count,exposure_pct,average_exposure,best_year,worst_year,monthly_hit_rate,elapsed_days,positive_complete_year_ratio,complete_year_count,worst_rolling_3y_sharpe,total_trading_cost,total_borrow_cost,total_financing_cost,bootstrap_p,bootstrap_bh_q,check__sharpe_1_5,check__cagr_40pct,check__max_drawdown_20pct,check__positive_years_80pct,check__worst_rolling_3y_sharpe_1,check__mean_fdr_5pct,passed
1.0,10000.0,6135.3129100600745,-0.38646870899399255,-0.04771018381445424,0.1762457039223275,-0.3139849557290554,-0.3557145326327608,-0.10286955451434764,-0.46379304391563114,-0.3110439486686559,2166.0,0.9504937447293998,0.515929203539823,0.09724112180470257,35.51731973916761,8637.085854049885,108,2.52714844004077,2.52714844004077,0.06007362703893482,-0.14112280379147146,0.43333333333333335,3650.0,0.3333333333333333,9,-0.9412936691890185,1710.5685736665232,408.4117817820837,6518.105498601277,0.8004,0.9142,False,False,False,False,False,False,False
2.0,10000.0,3836.542403246372,-0.6163457596753628,-0.0914151248774745,0.24211182334931433,-0.4527462164691796,-0.5255581269627391,-0.13754658142874604,-0.6646121185122347,-0.41200034675636604,2166.0,0.9304313072900667,0.5123893805309735,0.13389305205083069,48.90443726156591,12900.160335284403,108,3.3968271067153273,3.3968271067153273,0.026982479405382787,-0.22193305401159635,0.43333333333333335,3650.0,0.2222222222222222,9,-1.1575311382327134,2355.3126786261623,582.5833405064677,9962.264316151774,0.8812,0.9142,False,False,False,False,False,False,False
3.0,10000.0,3120.8726398690424,-0.6879127360130958,-0.10999393545843206,0.2574375277091092,-0.5272734605828509,-0.6092034359317221,-0.15126188851021635,-0.727175473886821,-0.4582099065331157,2166.0,0.918791368423073,0.5123893805309735,0.14006785551824932,51.159784228040564,13540.074510798722,108,3.52322087333576,3.52322087333576,0.026982479405382565,-0.23708495149630138,0.43333333333333335,3650.0,0.2222222222222222,9,-1.2363023117969147,2463.9336464215235,609.7058569283645,10466.435007448836,0.9142,0.9142,False,False,False,False,False,False,False
