variant,symbol,fold,initial_capital,final_value,profit,total_return,annualized_return,max_drawdown,sharpe_ratio,total_fees,trade_count,win_rate,profit_factor,average_trade,elapsed_days
base,ETHUSDT,5,5000.0,5458.743701063088,458.74370106308834,0.09174874021261759,0.14271391126103405,-0.02023495565280986,3.0529378398993487,15.920221669922533,14,0.42857142857142855,4.454958207691076,32.76740721879203,240.33333333333334
base,ETHUSDT,6,5000.0,4799.414821598287,-200.58517840171316,-0.04011703568034264,-0.06028813144716649,-0.04814681261208931,-2.3656780514306024,20.605890313244615,15,0.13333333333333333,0.13792638719003977,-13.372345226780848,240.5
ema_minus_20pct,BTCUSDT,1,5000.0,5581.583565269778,581.5835652697779,0.11631671305395552,0.18202216758280887,-0.01619725646965542,2.763710213866157,16.854392256745047,10,0.4,7.995947113721195,58.158356526977755,240.33333333333334
ema_minus_20pct,BTCUSDT,2,5000.0,5113.012631356107,113.0126313561068,0.02260252627122128,0.034527208297499,-0.02785386376450416,1.0294665081826846,22.87128377120994,14,0.35714285714285715,1.5243236059686411,8.072330811150424,240.5
ema_minus_20pct,BTCUSDT,3,5000.0,5202.0117197881955,202.01171978819548,0.040402343957639086,0.0620426399668117,-0.03394896488250676,1.551612877861955,23.20337735905325,16,0.25,2.3732845346834774,12.625732486762287,240.33333333333334
ema_minus_20pct,BTCUSDT,4,5000.0,5144.023207630256,144.02320763025637,0.028804641526051222,0.04407124230650172,-0.01398218133180451,1.3728884171442157,18.05459720672104,13,0.46153846153846156,2.426597211154769,11.078708279250396,240.5
ema_minus_20pct,BTCUSDT,5,5000.0,5042.478255257094,42.47825525709413,0.008495651051418918,0.012939854449038224,-0.029314743136839683,0.40300575249074755,35.80468044668708,18,0.3333333333333333,1.1775865053777377,2.3599030698384715,240.33333333333334
ema_minus_20pct,BTCUSDT,6,5000.0,4932.918525519786,-67.08147448021373,-0.01341629489604279,-0.020304423227558432,-0.024118639302139644,-0.9181278005644976,19.39350891648981,12,0.4166666666666667,0.33166681307278534,-5.590122873351187,240.5
ema_minus_20pct,ETHUSDT,1,5000.0,5019.091016778124,19.091016778123958,0.003818203355624883,0.005808523303637125,-0.044617310275471445,0.1689493184342629,18.698676146798505,17,0.17647058823529413,1.0850062289178473,1.123000986948541,240.33333333333334
ema_minus_20pct,ETHUSDT,2,5000.0,5025.266156376565,25.26615637656505,0.005053231275313097,0.007684447817708717,-0.0221984372617976,0.22729404442711448,19.15753275106393,13,0.23076923076923078,1.177013140098106,1.9435504905050776,240.5
ema_minus_20pct,ETHUSDT,3,5000.0,5060.505336804603,60.50533680460285,0.012101067360920537,0.018448493844736236,-0.03868219242293813,0.4870020481767469,18.21392771604811,16,0.1875,1.2672881954608037,3.7815835502876,240.33333333333334
ema_minus_20pct,ETHUSDT,4,5000.0,4905.161276818193,-94.83872318180693,-0.018967744636361417,-0.028664378004722768,-0.0217347722040947,-1.3840159504591458,12.875508491805045,12,0.16666666666666666,0.4115487019133857,-7.903226931817305,240.5
ema_minus_20pct,ETHUSDT,5,5000.0,5458.743701063088,458.74370106308834,0.09174874021261759,0.14271391126103405,-0.02023495565280986,3.0529378398993487,15.920221669922533,14,0.42857142857142855,4.454958207691076,32.76740721879203,240.33333333333334
ema_minus_20pct,ETHUSDT,6,5000.0,4847.634791875799,-152.36520812420076,-0.030473041624840103,-0.045912170382343964,-0.04571303358707157,-1.6649295726700046,21.40637817580187,16,0.1875,0.319510970989235,-9.522825507762644,240.5
ema_plus_20pct,BTCUSDT,1,5000.0,5571.376399142757,571.3763991427568,0.11427527982855135,0.17873862177794608,-0.01606750592470718,2.813677459956075,15.475938622740715,9,0.4444444444444444,7.995746197813937,63.48626657141764,240.33333333333334
ema_plus_20pct,BTCUSDT,2,5000.0,5092.316462131352,92.31646213135173,0.018463292426270428,0.028174283689209823,-0.025490072815046894,0.8531438215836257,22.217217459963358,14,0.2857142857142857,1.4106728776106552,6.594033009382207,240.5
ema_plus_20pct,BTCUSDT,3,5000.0,5169.771168488063,169.77116848806327,0.033954233697612635,0.052055329880348555,-0.03993626741736522,1.3094616358586981,24.277177348591877,17,0.17647058823529413,1.9469573006482626,9.986539322827282,240.33333333333334
ema_plus_20pct,BTCUSDT,4,5000.0,5137.1640439799485,137.16404397994847,0.02743280879598964,0.0419576400081445,-0.013982181331804733,1.3612836009669558,16.498309002608227,12,0.5,2.432212922591958,11.430336998329167,240.5
ema_plus_20pct,BTCUSDT,5,5000.0,5040.102977166502,40.10297716650166,0.00802059543330036,0.012214789135444049,-0.029314743136839683,0.3810964155203687,35.968303061027235,18,0.3333333333333333,1.1603563064021163,2.2279431759165993,240.33333333333334
ema_plus_20pct,BTCUSDT,6,5000.0,4932.863254029634,-67.13674597036606,-0.01342734919407318,-0.020321094250922878,-0.017779738021366787,-1.0105855753205084,15.061515119875532,9,0.3333333333333333,0.2803247377199306,-7.459638441151922,240.5
ema_plus_20pct,ETHUSDT,1,5000.0,5019.06739951382,19.06739951382042,0.0038134799027640387,0.005801330544562111,-0.037666395847467116,0.1720379692965123,17.94613780139248,17,0.17647058823529413,1.0891039081381086,1.1216117361071487,240.33333333333334
ema_plus_20pct,ETHUSDT,2,5000.0,4993.029892964417,-6.970107035583169,-0.0013940214071166412,-0.0021163500629352017,-0.02304892826131777,-0.040264671347532956,18.26476396794866,13,0.3076923076923077,0.9595403995374445,-0.5361620796601749,240.5
ema_plus_20pct,ETHUSDT,3,5000.0,5040.529166661041,40.52916666104102,0.008105833332208157,0.012344872501720117,-0.040182762813876005,0.329598552600297,20.183640550630376,18,0.2222222222222222,1.1524959569228062,2.2516203700580038,240.33333333333334
ema_plus_20pct,ETHUSDT,4,5000.0,4943.840279694164,-56.159720305836345,-0.011231944061167232,-0.017008295977582688,-0.018950686706863284,-0.810677109329042,11.506137239525614,11,0.18181818181818182,0.5427512997260551,-5.105429118712465,240.5
ema_plus_20pct,ETHUSDT,5,5000.0,5445.892260884935,445.89226088493524,0.08917845217698694,0.13862783069569606,-0.024633806779825296,2.9626283209118105,15.999726110109197,14,0.42857142857142855,4.072107696877388,31.84944720606677,240.33333333333334
ema_plus_20pct,ETHUSDT,6,5000.0,4778.369741533074,-221.63025846692562,-0.044326051693385105,-0.06653896042715368,-0.049594822705676056,-2.7989498792424716,20.71567985518383,15,0.06666666666666667,0.06793828929933095,-14.775350564461576,240.5
entry_minus_20pct,BTCUSDT,1,5000.0,5529.083149458832,529.0831494588319,0.10581662989176643,0.16516662924379766,-0.025045664443367643,2.518394495226676,20.40679753924701,12,0.3333333333333333,4.496288807678727,44.09026245490276,240.33333333333334
entry_minus_20pct,BTCUSDT,2,5000.0,5070.395950996517,70.39595099651706,0.01407919019930337,0.02146012336154479,-0.03379047134464541,0.631452104099009,26.801629057215905,16,0.25,1.2874135187294784,4.399746937282258,240.5
entry_minus_20pct,BTCUSDT,3,5000.0,5168.063086756658,168.06308675665787,0.033612617351331586,0.05152710989474518,-0.04025347049447725,1.2695100883759485,27.39232294943929,18,0.2777777777777778,1.8773003555376582,9.336838153147633,240.33333333333334
entry_minus_20pct,BTCUSDT,4,5000.0,5215.664261131103,215.66426113110265,0.04313285222622043,0.06623414896893398,-0.019256535379099327,1.6724789450461688,20.148815292282155,14,0.42857142857142855,2.5655432996136045,15.40459008079301,240.5
entry_minus_20pct,BTCUSDT,5,5000.0,4980.781376233428,-19.21862376657191,-0.0038437247533144037,-0.005835716523175605,-0.04021753568663955,-0.15480587382143335,41.35975655222147,21,0.2857142857142857,0.9376194295384183,-0.9151725603129572,240.33333333333334
entry_minus_20pct,BTCUSDT,6,5000.0,4969.537427462765,-30.462572537235246,-0.006092514507447078,-0.009238134039489143,-0.016874306424857877,-0.41096545453271166,16.743213557574894,10,0.5,0.5221737403131607,-3.0462572537235855,240.5
entry_minus_20pct,ETHUSDT,1,5000.0,5037.959827110048,37.95982711004763,0.007591965422009572,0.011560734444756582,-0.044890635689844305,0.3143396646052133,18.784303699402294,17,0.23529411764705882,1.1792458116818598,2.232931006473368,240.33333333333334
entry_minus_20pct,ETHUSDT,2,5000.0,5003.011239003825,3.0112390038248122,0.0006022478007650101,0.0009147832206444217,-0.022554917209786973,0.043184416917276244,20.076669309340208,14,0.2857142857142857,1.0167713690972204,0.21508850027322016,240.5
entry_minus_20pct,ETHUSDT,3,5000.0,4978.8328628634235,-21.167137136576457,-0.004233427427315251,-0.006426728283921546,-0.043934333826655236,-0.14287863054774033,23.361178092328224,21,0.19047619047619047,0.933972383947671,-1.0079589112655367,240.33333333333334
entry_minus_20pct,ETHUSDT,4,5000.0,4921.321274580103,-78.67872541989709,-0.015735745083979458,-0.02380027020741593,-0.021734772204095143,-1.1393435776657845,12.557884924707452,12,0.16666666666666666,0.45822940212715185,-6.556560451658122,240.5
entry_minus_20pct,ETHUSDT,5,5000.0,5536.2850106106725,536.2850106106725,0.1072570021221344,0.16747392268603556,-0.01821495469836798,3.4516956334544284,14.884741221511774,13,0.46153846153846156,6.702153456702005,41.25269312389794,240.33333333333334
entry_minus_20pct,ETHUSDT,6,5000.0,4816.360662586637,-183.63933741336314,-0.03672786748267265,-0.055244515760560775,-0.045269376659948124,-2.0329982663246273,22.738059852999267,16,0.1875,0.16448873240396972,-11.477458588335175,240.5
entry_plus_20pct,BTCUSDT,1,5000.0,5600.0302084235145,600.0302084235145,0.12000604168470286,0.18796419162054057,-0.01606750592470696,2.8565519289726202,15.656170823659014,9,0.4444444444444444,8.33030006479625,66.67002315816814,240.33333333333334
entry_plus_20pct,BTCUSDT,2,5000.0,5068.299434743985,68.29943474398533,0.013659886948797162,0.020818756760445423,-0.025490072815047005,0.6568646312878313,22.286422687018735,14,0.2857142857142857,1.2895462847128487,4.87853105314179,240.5
entry_plus_20pct,BTCUSDT,3,5000.0,5180.539004839791,180.53900483979123,0.03610780096795829,0.05538734421556413,-0.037097299580495124,1.4013461629422586,23.30921945463242,16,0.25,2.072906456371573,11.283687802486993,240.33333333333334
entry_plus_20pct,BTCUSDT,4,5000.0,5157.573748231358,157.57374823135797,0.031514749646271545,0.04825104195038632,-0.01173710290342711,1.5687058349662975,15.285554540841218,11,0.5454545454545454,3.0851640017040434,14.324886202850708,240.5
entry_plus_20pct,BTCUSDT,5,5000.0,5008.561930232588,8.561930232587656,0.0017123860465175778,0.00260358084722756,-0.030638105523348114,0.09637376566297717,35.61668005049798,18,0.3333333333333333,1.0333042690848067,0.4756627906992576,240.33333333333334
entry_plus_20pct,BTCUSDT,6,5000.0,4967.464693565491,-32.53530643450904,-0.006507061286901816,-0.00986565035976339,-0.017284356249433697,-0.45019066960169957,16.440837614786624,10,0.5,0.5057312799752568,-3.253530643450985,240.5
entry_plus_20pct,ETHUSDT,1,5000.0,5095.687208164002,95.68720816400219,0.01913744163280051,0.029228609596858135,-0.03691158977657727,0.7688838210315211,15.998388362870736,14,0.2857142857142857,1.6170901493752123,6.834800583142974,240.33333333333334
entry_plus_20pct,ETHUSDT,2,5000.0,5062.69078346479,62.69078346479,0.012538156692958102,0.019103633751674565,-0.01886382756137195,0.5472951665626788,15.973476662462392,11,0.36363636363636365,1.5178556294209664,5.699162133162815,240.5
entry_plus_20pct,ETHUSDT,3,5000.0,4980.723316401021,-19.276683598978707,-0.0038553367197957655,-0.0058533286317420385,-0.04860481594058863,-0.13162433987703803,21.303938086967925,19,0.15789473684210525,0.9367499739884424,-1.0145622946831434,240.33333333333334
entry_plus_20pct,ETHUSDT,4,5000.0,4906.897741811678,-93.10225818832168,-0.018620451637664348,-0.028142105609867296,-0.023695587569765197,-1.4103647523495753,11.800648056787027,11,0.18181818181818182,0.4166047204178368,-8.463841653483781,240.5
entry_plus_20pct,ETHUSDT,5,5000.0,5473.828835422324,473.8288354223241,0.09476576708446482,0.14751657145253394,-0.022744134123017234,3.251389651504819,13.73031382651326,12,0.5,6.157205925445023,39.48573628519373,240.33333333333334
entry_plus_20pct,ETHUSDT,6,5000.0,4805.535086550748,-194.46491344925198,-0.03889298268985042,-0.05846761178618676,-0.04488257146914698,-2.485015349928612,18.964553057839158,14,0.14285714285714285,0.10334819054834467,-13.890350960660891,240.5
exit_minus_20pct,BTCUSDT,1,5000.0,5605.865640949403,605.8656409494033,0.12117312818988069,0.1898460191644198,-0.01591001228733402,2.8897297557295167,15.682183454550689,9,0.4444444444444444,8.862572336174686,67.31840454993375,240.33333333333334
exit_minus_20pct,BTCUSDT,2,5000.0,5061.398484096682,61.398484096682296,0.012279696819336383,0.01870858884233617,-0.030362622450971655,0.5930958130440125,24.033729785902505,15,0.26666666666666666,1.2361841268547673,4.093232273112027,240.5
exit_minus_20pct,BTCUSDT,3,5000.0,5221.118120416809,221.11812041680878,0.04422362408336178,0.06797653449443941,-0.032444350600735916,1.7107100388252032,23.279024298968594,16,0.25,2.717705410848327,13.819882526050604,240.33333333333334
exit_minus_20pct,BTCUSDT,4,5000.0,5113.401363146478,113.4013631464777,0.022680272629295617,0.03464666178050746,-0.010779043793288423,1.1895940924619024,17.50642673680307,13,0.5384615384615384,2.456153107932755,8.723181780498255,240.5
exit_minus_20pct,BTCUSDT,5,5000.0,5057.76581108139,57.765811081389984,0.01155316221627789,0.01761070288339006,-0.027221825911942665,0.54328406800719,36.04926582643795,18,0.3333333333333333,1.2481424472422291,3.2092117267437548,240.33333333333334
exit_minus_20pct,BTCUSDT,6,5000.0,4976.742960584391,-23.257039415609142,-0.004651407883121794,-0.007055616074749027,-0.016226142424075052,-0.3211031284388774,16.459870137986552,10,0.5,0.5888159386381536,-2.3257039415608936,240.5
exit_minus_20pct,ETHUSDT,1,5000.0,5094.385859162633,94.3858591626331,0.018877171832526685,0.028829170786075498,-0.03419324359983933,0.7712497708222311,17.677549469947085,16,0.25,1.5005072173898992,5.899116197664435,240.33333333333334
exit_minus_20pct,ETHUSDT,2,5000.0,5033.941879907396,33.94187990739556,0.006788375981479078,0.01032771276115696,-0.017460378829278866,0.30131827063358385,18.848831372856694,13,0.38461538461538464,1.2448702018934295,2.6109138390305158,240.5
exit_minus_20pct,ETHUSDT,3,5000.0,4985.156176462595,-14.843823537405115,-0.0029687647074809753,-0.00450833971208664,-0.04775807111131791,-0.0973116505147857,21.181070264482475,19,0.15789473684210525,0.9505775389361145,-0.7812538703897429,240.33333333333334
exit_minus_20pct,ETHUSDT,4,5000.0,4907.680049872702,-92.3199501272984,-0.01846399002545973,-0.027906781369561373,-0.021232438446470825,-1.383797210014654,12.88048067028694,12,0.25,0.42142684802891983,-7.693329177274772,240.5
exit_minus_20pct,ETHUSDT,5,5000.0,5366.097493548498,366.0974935484983,0.07321949870969968,0.11336962069043066,-0.017649914023760926,2.703094934862203,16.734849816800562,15,0.4666666666666667,3.7705082277276363,24.40649956989988,240.33333333333334
exit_minus_20pct,ETHUSDT,6,5000.0,4813.033698469366,-186.96630153063415,-0.037393260306126885,-0.056235452341427794,-0.04544582262888486,-2.213431998981707,20.643007686164342,15,0.13333333333333333,0.14650127005210437,-12.464420102042043,240.5
exit_plus_20pct,BTCUSDT,1,5000.0,5596.108903078674,596.1089030786743,0.11922178061573496,0.1867002098556072,-0.016071023143656382,2.8387410900083596,15.650652504427056,9,0.4444444444444444,7.953800718695431,66.23432256429696,240.33333333333334
exit_plus_20pct,BTCUSDT,2,5000.0,5055.086320219458,55.086320219457775,0.011017264043891473,0.01677976607184739,-0.030362622450971655,0.5195457198519859,24.02741130354292,15,0.26666666666666666,1.2119028610248321,3.672421347963705,240.5
exit_plus_20pct,BTCUSDT,3,5000.0,5240.626339249343,240.6263392493429,0.04812526784986848,0.07404687817225408,-0.030725461628485662,1.8007531095172395,22.024965369338464,15,0.26666666666666666,2.856901711198799,16.041755949956098,240.33333333333334
exit_plus_20pct,BTCUSDT,4,5000.0,5140.59842149941,140.5984214994096,0.028119684299881875,0.04301573605752451,-0.01398218133180451,1.394125793128359,16.534710466548212,12,0.5,2.520113508082195,11.716535124950758,240.5
exit_plus_20pct,BTCUSDT,5,5000.0,5036.0225451825045,36.02254518250447,0.007204509036500939,0.010969631804922608,-0.029580402537383366,0.3435556762586658,35.94267294873686,18,0.3333333333333333,1.1432168785222223,2.0012525101391296,240.33333333333334
exit_plus_20pct,BTCUSDT,6,5000.0,4957.368682417183,-42.631317582817246,-0.008526263516563493,-0.0129202566564256,-0.017284356249434252,-0.5889968036048252,16.407672529390062,10,0.4,0.4049389493139165,-4.263131758281559,240.5
exit_plus_20pct,ETHUSDT,1,5000.0,5090.358583212228,90.35858321222804,0.018071716642445557,0.027593366229076155,-0.04259910518929044,0.7005336054898198,16.89112892261231,15,0.26666666666666666,1.5002322315887928,6.023905547481893,240.33333333333334
exit_plus_20pct,ETHUSDT,2,5000.0,5044.167697232106,44.16769723210564,0.00883353944642118,0.01344628576521667,-0.01886382756137195,0.38272936442911215,17.427889201213016,12,0.3333333333333333,1.3168883108597298,3.680641436008905,240.5
exit_plus_20pct,ETHUSDT,3,5000.0,4982.486913315066,-17.513086684934024,-0.0035026173369867575,-0.005318304278884467,-0.04826794165465531,-0.11830825797503046,21.173236581802485,19,0.15789473684210525,0.9422006683680105,-0.9217414044702682,240.33333333333334
exit_plus_20pct,ETHUSDT,4,5000.0,4897.667488852239,-102.33251114776067,-0.020466502229552153,-0.030917166471975177,-0.02320818355476839,-1.476939899793208,12.851936381694514,12,0.16666666666666666,0.39289834552631936,-8.527709262313506,240.5
exit_plus_20pct,ETHUSDT,5,5000.0,5424.487921977026,424.4879219770264,0.08489758439540518,0.1318335001040729,-0.02138001500882525,2.7849877224773003,15.839306504216841,14,0.42857142857142855,4.205228769356086,30.32056585550179,240.33333333333334
exit_plus_20pct,ETHUSDT,6,5000.0,4788.98800636968,-211.01199363031992,-0.04220239872606402,-0.06338689461713853,-0.05021473082265748,-2.4773989876562914,20.559597419080525,15,0.06666666666666667,0.1092315698767205,-14.067466242021279,240.5
stop_minus_20pct,BTCUSDT,1,5000.0,5736.572032399317,736.5720323993173,0.1473144064798635,0.23226254219759168,-0.018533274140482003,2.908676073837188,19.287791471528834,9,0.4444444444444444,9.379019477489281,81.84133693325731,240.33333333333334
stop_minus_20pct,BTCUSDT,2,5000.0,5117.623048891758,117.62304889175812,0.02352460977835169,0.035944247914072136,-0.032447918634442297,0.920323100891774,29.596288796619067,15,0.26666666666666666,1.4354019020818498,7.841536592783798,240.5
stop_minus_20pct,BTCUSDT,3,5000.0,5251.454169380543,251.45416938054314,0.050290833876108554,0.07742123297660486,-0.04029688806350684,1.5816734641587535,28.700594955913537,16,0.25,2.4243352735546027,15.715885586283989,240.33333333333334
stop_minus_20pct,BTCUSDT,4,5000.0,5179.365953332115,179.36595333211517,0.03587319066642314,0.05498501721892812,-0.01685571523755458,1.452028705759212,20.397519246795166,12,0.5,2.6569608746276283,14.947162777676384,240.5
stop_minus_20pct,BTCUSDT,5,5000.0,5055.203019225408,55.20301922540784,0.011040603845081653,0.016827173474722956,-0.03852224967538853,0.43837058576647314,45.42110779005973,19,0.3157894736842105,1.1848181831266624,2.9054220644952147,240.33333333333334
stop_minus_20pct,BTCUSDT,6,5000.0,4969.529739860341,-30.47026013965933,-0.0060940520279318955,-0.009240461697655467,-0.01924255790373497,-0.34515824462234734,20.14271087910647,10,0.5,0.572245286477055,-3.0470260139657355,240.5
stop_minus_20pct,ETHUSDT,1,5000.0,5083.079701180196,83.07970118019603,0.016615940236039295,0.025361067285926353,-0.04747285064507856,0.5557729020492427,21.718124206571733,16,0.25,1.3724302984625567,5.192481323762181,240.33333333333334
stop_minus_20pct,ETHUSDT,2,5000.0,5023.248511991654,23.248511991653686,0.004649702398330735,0.007070063636111179,-0.029327606958361674,0.18408517745722325,23.402549820947232,13,0.23076923076923078,1.1278994530750934,1.7883470762811753,240.5
stop_minus_20pct,ETHUSDT,3,5000.0,5017.012656957192,17.01265695719212,0.0034025313914385347,0.005175615499669606,-0.05324864378775085,0.13300830765699595,26.266477870020122,19,0.15789473684210525,1.0510382811775045,0.8954029977470789,240.33333333333334
stop_minus_20pct,ETHUSDT,4,5000.0,4862.546145903372,-137.45385409662777,-0.027490770819325605,-0.04145153371729726,-0.027490770819325605,-1.7240825208255615,17.020342843025013,13,0.15384615384615385,0.3714380362071127,-10.573373392048255,240.5
stop_minus_20pct,ETHUSDT,5,5000.0,5586.94786215542,586.9478621554199,0.11738957243108405,0.1837490614687849,-0.02366445197017042,3.1647694259747348,19.878270264956445,14,0.42857142857142855,4.986695920836574,41.924847296815635,240.33333333333334
stop_minus_20pct,ETHUSDT,6,5000.0,4756.305369320129,-243.6946306798709,-0.04873892613597419,-0.07307722303458886,-0.0551529975747872,-2.503308337615337,26.92576817014689,16,0.125,0.10109099996142795,-15.230914417491881,240.5
stop_plus_20pct,BTCUSDT,1,5000.0,5545.4021238379355,545.4021238379355,0.10908042476758717,0.17039705241049896,-0.013524571171354416,3.01665266727916,12.557043377253285,8,0.625,12.203138100937238,68.17526547974181,240.33333333333334
stop_plus_20pct,BTCUSDT,2,5000.0,5036.032493093581,36.03249309358125,0.0072064986187161395,0.010965021202015812,-0.02598031044957494,0.39437185636925487,20.282259686973994,15,0.26666666666666666,1.1565877051021367,2.4021662062389875,240.5
stop_plus_20pct,BTCUSDT,3,5000.0,5167.553010387447,167.5530103874471,0.03351060207748935,0.0513693876511796,-0.029537946045880448,1.5178328745720382,19.470595892396812,16,0.25,2.3169927345813064,10.472063149215476,240.33333333333334
stop_plus_20pct,BTCUSDT,4,5000.0,5118.066927556018,118.06692755601762,0.02361338551120351,0.0360807116552353,-0.011837619074738348,1.3882412161647772,13.904899102900616,12,0.5,2.5160445539522107,9.838910629668284,240.5
stop_plus_20pct,BTCUSDT,5,5000.0,5069.940520894811,69.94052089481102,0.013988104178962235,0.02133572859841326,-0.021934262581093544,0.7413410748664837,27.316516798165196,16,0.375,1.3965876123618541,4.371282555925762,240.33333333333334
stop_plus_20pct,BTCUSDT,6,5000.0,4968.672891559158,-31.327108440841585,-0.006265421688168349,-0.009499887178412436,-0.0154009007154281,-0.5128780031396377,13.889961612616572,10,0.5,0.473137613767649,-3.132710844084139,240.5
stop_plus_20pct,ETHUSDT,1,5000.0,5037.61523392391,37.61523392390973,0.007523046784781995,0.011455583678185777,-0.037215369311299984,0.3641433362975743,14.72395829558278,16,0.25,1.2168024323142363,2.350952120244216,240.33333333333334
stop_plus_20pct,ETHUSDT,2,5000.0,5037.234999139139,37.23499913913929,0.007446999827827927,0.011331658726461136,-0.015708675948963857,0.37998950116704816,14.726296638083356,12,0.3333333333333333,1.3155740364923816,3.102916594928402,240.5
stop_plus_20pct,ETHUSDT,3,5000.0,5030.680590523169,30.680590523168576,0.00613611810463377,0.00934030914328643,-0.03140397785745985,0.29663652104810073,15.977295153472681,17,0.23529411764705882,1.1428351087668052,1.8047406190100554,240.33333333333334
stop_plus_20pct,ETHUSDT,4,5000.0,4954.092787476481,-45.907212523518865,-0.009181442504703763,-0.013910704666501128,-0.019084497460879257,-0.7570756370021495,9.605698419139987,11,0.2727272727272727,0.5552218443543225,-4.173382956683483,240.5
stop_plus_20pct,ETHUSDT,5,5000.0,5415.434260025786,415.434260025786,0.08308685200515731,0.12896380458739798,-0.018490174786441993,3.2342730189790116,12.465083448345306,13,0.46153846153846156,5.29696391925421,31.95648154044511,240.33333333333334
stop_plus_20pct,ETHUSDT,6,5000.0,4846.9109449631005,-153.08905503689948,-0.030617811007379925,-0.046128523676936095,-0.03747803452003873,-2.08465560112045,16.29531874635998,14,0.14285714285714285,0.1503305647822729,-10.93493250263567,240.5
trailing_minus_20pct,BTCUSDT,1,5000.0,5322.202956394431,322.20295639443066,0.06444059127888613,0.09955808203993222,-0.021310121180539987,2.028352525292433,17.776602182462227,11,0.45454545454545453,3.6328178324787603,29.291177854039162,240.33333333333334
trailing_minus_20pct,BTCUSDT,2,5000.0,5070.0910594747675,70.09105947476746,0.014018211894953447,0.021366842347077197,-0.027650219060333714,0.6649950260274073,24.076994637441118,15,0.26666666666666666,1.2950142869954562,4.672737298317747,240.5
trailing_minus_20pct,BTCUSDT,3,5000.0,5158.449283401556,158.4492834015564,0.03168985668031121,0.04855575827766678,-0.03385998322632511,1.327791631685863,25.422736279959615,18,0.2777777777777778,1.9789641481265918,8.802737966753028,240.33333333333334
trailing_minus_20pct,BTCUSDT,4,5000.0,5150.480806050954,150.48080605095402,0.030096161210190875,0.04606244165030304,-0.009521633142942298,1.6140101071774728,17.595788717541282,13,0.5384615384615384,3.3224503107527865,11.575446619304248,240.5
trailing_minus_20pct,BTCUSDT,5,5000.0,5055.375957452972,55.375957452972216,0.011075191490594438,0.01688003986055664,-0.02635985403141694,0.5515492450757278,37.62240113817533,19,0.3157894736842105,1.2489651742270858,2.914524076472339,240.33333333333334
trailing_minus_20pct,BTCUSDT,6,5000.0,4935.702745529086,-64.29725447091369,-0.012859450894182722,-0.019464519589334595,-0.02300562823047758,-0.9378672848034163,19.98999540699232,12,0.3333333333333333,0.31949442178699133,-5.358104539242922,240.5
trailing_minus_20pct,ETHUSDT,1,5000.0,5086.508352488908,86.5083524889078,0.01730167049778153,0.02641236459762686,-0.037298068839088594,0.7173914862152168,17.645793259881142,16,0.25,1.4894062930837266,5.406772030556695,240.33333333333334
