open_time,net_pnl,base_return,risk_position,gross_exposure,turnover,filter_trading_cost,financing_cost,equity
2016-09-12 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-09-13 00:00:00+00:00,-0.0011587301587301588,0.0,1.0,2.0,2.0,0.001,0.00015873015873015873,0.9988412698412699
2016-09-14 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9986827236079617
2016-09-15 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9985242025407224
2016-09-16 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9983657066355572
2016-09-19 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9982072358884723
2016-09-20 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9980487902954741
2016-09-21 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9978903698525701
2016-09-22 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9977319745557681
2016-09-23 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9975736044010768
2016-09-26 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9974152593845053
2016-09-27 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9972569395020633
2016-09-28 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9970986447497614
2016-09-29 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9969403751236107
2016-09-30 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9967821306196228
2016-10-03 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9966239112338102
2016-10-04 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9964657169621858
2016-10-05 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9963075478007632
2016-10-06 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9961494037455568
2016-10-07 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9959912847925814
2016-10-10 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9958331909378524
2016-10-11 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9956751221773861
2016-10-12 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9955170785071992
2016-10-13 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9953590599233092
2016-10-14 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9952010664217341
2016-10-17 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9950430979984926
2016-10-18 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9948851546496039
2016-10-19 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9947272363710882
2016-10-20 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9945693431589658
2016-10-21 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9944114750092581
2016-10-24 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9942536319179868
2016-10-25 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9940958138811744
2016-10-26 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9939380208948441
2016-10-27 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9937802529550195
2016-10-28 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9936225100577251
2016-10-31 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9934647921989858
2016-11-01 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9933070993748272
2016-11-02 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9931494315812757
2016-11-03 00:00:00+00:00,-0.001,0.0,0.0,0.0,2.0,0.001,0.0,0.9921562821496944
2016-11-04 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9921562821496944
2016-11-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9921562821496944
2016-11-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9921562821496944
2016-11-09 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9921562821496944
2016-11-10 00:00:00+00:00,-0.0011587301587301588,0.0,1.0,2.0,2.0,0.001,0.00015873015873015873,0.991006640743394
2016-11-11 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9908493381020061
2016-11-14 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9906920604292916
2016-11-15 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.990534807721287
2016-11-16 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9903775799740296
2016-11-17 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9902203771835576
2016-11-18 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9900631993459095
2016-11-21 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9899060464571244
2016-11-22 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9897489185132424
2016-11-23 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9895918155103038
2016-11-25 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9894347374443498
2016-11-28 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9892776843114222
2016-11-29 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9891206561075632
2016-11-30 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9889636528288159
2016-12-01 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9888066744712241
2016-12-02 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.9886497210308318
2016-12-05 00:00:00+00:00,-0.00015873015873015873,0.0,1.0,2.0,0.0,0.0,0.00015873015873015873,0.988492792503684
