open_time,net_pnl,base_return,risk_position,gross_exposure,turnover,filter_trading_cost,financing_cost,equity
2016-09-12 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-09-13 00:00:00+00:00,-0.0018174603174603175,0.0,1.0,3.0,3.0,0.0015,0.00031746031746031746,0.9981825396825397
2016-09-14 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9978656563366087
2016-09-15 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9975488735885654
2016-09-16 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9972321914064738
2016-09-19 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9969156097584083
2016-09-20 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9965991286124534
2016-09-21 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9962827479367035
2016-09-22 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9959664676992633
2016-09-23 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9956502878682477
2016-09-26 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9953342084117817
2016-09-27 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9950182292980002
2016-09-28 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9947023504950485
2016-09-29 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9943865719710818
2016-09-30 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9940708936942656
2016-10-03 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9937553156327754
2016-10-04 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9934398377547968
2016-10-05 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9931244600285255
2016-10-06 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9928091824221673
2016-10-07 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9924940049039381
2016-10-10 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9921789274420639
2016-10-11 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9918639500047808
2016-10-12 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9915490725603349
2016-10-13 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9912342950769825
2016-10-14 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9909196175229898
2016-10-17 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9906050398666334
2016-10-18 00:00:00+00:00,-0.00031746031746031746,0.0,1.0,3.0,0.0,0.0,0.00031746031746031746,0.9902905620761996
