open_time,net_pnl,base_return,risk_position,gross_exposure,turnover,filter_trading_cost,financing_cost,equity
2016-10-17 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9995
2016-10-18 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9995
2016-10-19 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9995
2016-10-20 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9995
2016-10-21 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9995
2016-10-24 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9995
2016-10-25 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9995
2016-10-26 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9995
2016-10-27 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9995
2016-10-28 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9995
2016-10-31 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9995
2016-11-01 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9995
2016-11-02 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9995
2016-11-03 00:00:00+00:00,-0.0005,0.0,0.0,0.0,1.0,0.0005,0.0,0.9990002500000001
2016-11-04 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990002500000001
2016-11-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990002500000001
2016-11-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990002500000001
2016-11-09 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990002500000001
2016-11-10 00:00:00+00:00,-0.0005,0.0,1.0,1.0,1.0,0.0005,0.0,0.9985007498750001
2016-11-11 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9985007498750001
2016-11-14 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9985007498750001
2016-11-15 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9985007498750001
2016-11-16 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9985007498750001
2016-11-17 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9985007498750001
2016-11-18 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9985007498750001
2016-11-21 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9985007498750001
2016-11-22 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9985007498750001
2016-11-23 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9985007498750001
2016-11-25 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9985007498750001
2016-11-28 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9985007498750001
2016-11-29 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9985007498750001
2016-11-30 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9985007498750001
2016-12-01 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9985007498750001
2016-12-02 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9985007498750001
2016-12-05 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9985007498750001
2016-12-06 00:00:00+00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9985007498750001
2016-12-07 00:00:00+00:00,0.017771938185286402,0.017771938185286402,1.0,1.0,0.0,0.0,0.0,1.0162460434797407
2016-12-08 00:00:00+00:00,0.00457068993689266,0.00457068993689266,1.0,1.0,0.0,0.0,0.0,1.0208909890440805
2016-12-09 00:00:00+00:00,0.01113565544249494,0.01113565544249494,1.0,1.0,0.0,0.0,0.0,1.0322592793424232
2016-12-12 00:00:00+00:00,-0.00016026137893159365,-0.00016026137893159365,1.0,1.0,0.0,0.0,0.0,1.0320938480469009
2016-12-13 00:00:00+00:00,0.016424947378088292,0.016424947378088292,1.0,1.0,0.0,0.0,0.0,1.0490459351903199
2016-12-14 00:00:00+00:00,-0.002308841802871119,-0.002308841802871119,1.0,1.0,0.0,0.0,0.0,1.0466238540820203
2016-12-15 00:00:00+00:00,-5.8420542398176286e-05,-5.8420542398176286e-05,1.0,1.0,0.0,0.0,0.0,1.046562709748778
2016-12-16 00:00:00+00:00,0.00016312394978890057,0.00016312394978890057,1.0,1.0,0.0,0.0,0.0,1.0467334291916939
2016-12-19 00:00:00+00:00,0.010882705683780943,0.010882705683780943,1.0,1.0,0.0,0.0,0.0,1.058124721030962
2016-12-20 00:00:00+00:00,0.011028056588148316,0.011028056588148316,1.0,1.0,0.0,0.0,0.0,1.06979378033181
2016-12-21 00:00:00+00:00,0.02311599706102634,0.02311599706102634,1.0,1.0,0.0,0.0,0.0,1.0945231302138645
2016-12-22 00:00:00+00:00,0.017784385367111428,0.017784385367111428,1.0,1.0,0.0,0.0,0.0,1.113988551354805
2016-12-23 00:00:00+00:00,0.04039255074250582,0.04039255074250582,1.0,1.0,0.0,0.0,0.0,1.1589853904419745
2016-12-27 00:00:00+00:00,0.013165022305801877,0.013165022305801877,1.0,1.0,0.0,0.0,0.0,1.1742434589592416
2016-12-28 00:00:00+00:00,0.01743732537452689,0.01743732537452689,1.0,1.0,0.0,0.0,0.0,1.1947191242220239
2016-12-29 00:00:00+00:00,-0.0034606572635692153,-0.0034606572635692153,1.0,1.0,0.0,0.0,0.0,1.1905846108068598
2016-12-30 00:00:00+00:00,-0.019432089377039007,-0.019432089377039007,1.0,1.0,0.0,0.0,0.0,1.1674490642387338
2017-01-03 00:00:00+00:00,0.06054939211531784,0.06054939211531784,1.0,1.0,0.0,0.0,0.0,1.2381373954039856
2017-01-04 00:00:00+00:00,0.06955144419268855,0.06955144419268855,1.0,1.0,0.0,0.0,0.0,1.3242516393633066
2017-01-05 00:00:00+00:00,-0.06477772454458253,-0.06477772454458253,1.0,1.0,0.0,0.0,0.0,1.2384696314409185
2017-01-06 00:00:00+00:00,-0.054166128095133284,-0.054166128095133284,1.0,1.0,0.0,0.0,0.0,1.171386526742357
2017-01-09 00:00:00+00:00,0.005775833161164938,0.005775833161164938,1.0,1.0,0.0,0.0,0.0,1.1781522598880576
2017-01-10 00:00:00+00:00,0.004508299396239796,0.004508299396239796,1.0,1.0,0.0,0.0,0.0,1.1834637230099894
2017-01-11 00:00:00+00:00,-0.02406807789536851,-0.02406807789536851,1.0,1.0,0.0,0.0,0.0,1.1549800259382421
2017-01-12 00:00:00+00:00,-0.0032984173307730783,-0.0032984173307730783,1.0,1.0,0.0,0.0,0.0,1.1511704198039907
2017-01-13 00:00:00+00:00,0.011409126212967188,0.011409126212967188,1.0,1.0,0.0,0.0,0.0,1.1643042684161689
2017-01-17 00:00:00+00:00,0.014696956756995335,0.014696956756995335,1.0,1.0,0.0,0.0,0.0,1.1814159979010663
2017-01-18 00:00:00+00:00,-0.0006276779948705966,-0.0006276779948705966,1.0,1.0,0.0,0.0,0.0,1.1806744490763956
2017-01-19 00:00:00+00:00,0.0012114648311872932,0.0012114648311872932,1.0,1.0,0.0,0.0,0.0,1.1821047946485332
2017-01-20 00:00:00+00:00,0.002989006618099776,0.002989006618099776,1.0,1.0,0.0,0.0,0.0,1.1856381137030252
2017-01-23 00:00:00+00:00,0.007164786251389011,0.007164786251389011,1.0,1.0,0.0,0.0,0.0,1.1941329573592074
2017-01-24 00:00:00+00:00,0.006331942852589707,0.006331942852589707,1.0,1.0,0.0,0.0,0.0,1.2016941390035998
2017-01-25 00:00:00+00:00,0.017244169203324992,0.017244169203324992,1.0,1.0,0.0,0.0,0.0,1.2224163560672217
2017-01-26 00:00:00+00:00,0.0024737484340416325,0.0024737484340416325,1.0,1.0,0.0,0.0,0.0,1.2254403066137898
2017-01-27 00:00:00+00:00,0.00286112134968633,0.00286112134968633,1.0,1.0,0.0,0.0,0.0,1.2289464400378085
2017-01-30 00:00:00+00:00,-0.01360477519786905,-0.01360477519786905,1.0,1.0,0.0,0.0,0.0,1.2122268999908727
2017-01-31 00:00:00+00:00,-0.003318510032399324,-0.003318510032399324,1.0,1.0,0.0,0.0,0.0,1.2082041128617087
2017-02-01 00:00:00+00:00,0.011394197854741241,0.011394197854741241,1.0,1.0,0.0,0.0,0.0,1.221970629572567
2017-02-02 00:00:00+00:00,-0.0015175575782968285,-0.0015175575782968285,1.0,1.0,0.0,0.0,0.0,1.2201162187832029
2017-02-03 00:00:00+00:00,0.00520453429618989,0.00520453429618989,1.0,1.0,0.0,0.0,0.0,1.2264663554891977
2017-02-06 00:00:00+00:00,-0.00010816397764518626,-0.00010816397764518626,1.0,1.0,0.0,0.0,0.0,1.22633369600974
