date,hedged_return,unhedged_return,weight_hedged,weight_unhedged,turnover,leverage,net_return
2014-02-18 14:30:00+00:00,0.007748606144140302,0.008572486729490514,1.0097625932938286,-1.0105881204058043,2.0,2.0,-0.0019945155059851324
2014-02-19 14:30:00+00:00,0.0008094350562608543,-0.006710159667817517,1.0031287802699884,-0.9964057009222261,0.0,2.0,0.007427909967200515
2014-02-20 14:30:00+00:00,0.0,0.0034527819842049556,1.0067642124593836,-1.0034696079260972,0.0,2.0,-0.0036110065737382942
2014-02-21 14:30:00+00:00,0.0,0.0019448283898302332,1.0089053225362024,-1.0075594379334958,0.0,2.0,-0.0021222111024614076
2014-02-24 14:30:00+00:00,0.0,0.008660810676597075,1.0179620458152308,-1.0254086949652645,0.0,2.0,-0.008896916457995488
2014-02-25 14:30:00+00:00,0.006469744445058767,-0.002368835924708712,1.0155659848519396,-1.0140114040049288,0.0,2.0,0.008844344324701223
2014-02-26 14:30:00+00:00,0.0012052659609600447,-0.0034126543399410902,1.0122209855044138,-1.0060099429190243,0.0,2.0,0.004513862610643165
2014-02-27 14:30:00+00:00,0.0,0.0034243404301714797,1.0158940066078161,-1.013117847184811,0.0,2.0,-0.003615555441327038
2014-02-28 14:30:00+00:00,0.0,0.001781030689605334,1.0179043972083737,-1.0169307087004502,0.0,2.0,-0.001975028898657956
2014-03-03 14:30:00+00:00,-0.020866693092852162,-0.021181942828631617,0.9790087796707136,-0.9786935700287377,0.03483510590882388,2.0,0.00012719726219012224
2014-03-04 14:30:00+00:00,0.02090164023215868,0.019823989175177248,0.9985822880055824,-0.9972070246744063,0.0,2.0,0.0008906436381017705
2014-03-05 14:30:00+00:00,0.0,-0.0008901037551627411,0.9978668346517372,-0.9956055748875735,0.0,2.0,0.0007169827967024326
2014-03-06 14:30:00+00:00,0.00321167410254497,0.010396376959480591,1.0084499847683162,-1.0133705944470515,0.0,2.0,-0.007316502709487009
2014-03-07 14:30:00+00:00,-0.0036013988454737245,-0.005438625789667362,1.003103971930411,-1.0061398807729767,0.0,2.0,0.00170887791795275
2014-03-10 13:30:00+00:00,-0.006827379235055275,-0.0062073368066236645,0.9970268572463911,-1.0006687061091586,0.0,2.0,-0.000773757034660034
2014-03-11 13:30:00+00:00,-0.00040435457457199675,-0.007287525347564494,0.9899724647182844,-0.9867467397833639,0.0,2.0,0.006718611268951418
2014-03-12 13:30:00+00:00,-0.01132700697845479,-0.0037453080803862004,0.9863424243412003,-0.9906677083525579,0.0,2.0,-0.007688389399171644
2014-03-13 13:30:00+00:00,0.0,-0.018646785437839042,0.9686147088456406,-0.9547215000187502,0.0,2.0,0.01830213327721093
