date,EFA
2014-02-03 14:30:00+00:00,42.84775161743164
2014-02-04 14:30:00+00:00,43.342857360839844
2014-02-05 14:30:00+00:00,43.432254791259766
2014-02-06 14:30:00+00:00,44.202430725097656
2014-02-07 14:30:00+00:00,44.780059814453125
2014-02-10 14:30:00+00:00,44.6287727355957
2014-02-11 14:30:00+00:00,45.337059020996094
2014-02-12 14:30:00+00:00,45.41270446777344
2014-02-13 14:30:00+00:00,45.55023193359375
2014-02-14 14:30:00+00:00,45.72214889526367
2014-02-18 14:30:00+00:00,46.11410140991211
2014-02-19 14:30:00+00:00,45.80466842651367
2014-02-20 14:30:00+00:00,45.96282196044922
2014-02-21 14:30:00+00:00,46.05221176147461
2014-02-24 14:30:00+00:00,46.4510612487793
2014-02-25 14:30:00+00:00,46.341026306152344
2014-02-26 14:30:00+00:00,46.18288040161133
2014-02-27 14:30:00+00:00,46.341026306152344
2014-02-28 14:30:00+00:00,46.423561096191406
2014-03-03 14:30:00+00:00,45.44021987915039
2014-03-04 14:30:00+00:00,46.341026306152344
2014-03-05 14:30:00+00:00,46.29977798461914
2014-03-06 14:30:00+00:00,46.7811279296875
2014-03-07 14:30:00+00:00,46.526702880859375
2014-03-10 13:30:00+00:00,46.23789596557617
2014-03-11 13:30:00+00:00,45.900936126708984
2014-03-12 13:30:00+00:00,45.72902297973633
2014-03-13 13:30:00+00:00,44.87632369995117
2014-03-14 13:30:00+00:00,44.780059814453125
2014-03-17 13:30:00+00:00,45.34393310546875
2014-03-18 13:30:00+00:00,45.625877380371094
2014-03-19 13:30:00+00:00,45.06888198852539
2014-03-20 13:30:00+00:00,44.8969612121582
2014-03-21 13:30:00+00:00,44.80756759643555
2014-03-24 13:30:00+00:00,44.92447280883789
2014-03-25 13:30:00+00:00,45.41270446777344
2014-03-26 13:30:00+00:00,45.405818939208984
2014-03-27 13:30:00+00:00,45.632755279541016
2014-03-28 13:30:00+00:00,45.97658157348633
2014-03-31 13:30:00+00:00,46.21037673950195
2014-04-01 13:30:00+00:00,46.50606155395508
2014-04-02 13:30:00+00:00,46.59547805786133
2014-04-03 13:30:00+00:00,46.464820861816406
2014-04-04 13:30:00+00:00,46.32040023803711
2014-04-07 13:30:00+00:00,46.10035705566406
2014-04-08 13:30:00+00:00,46.07284927368164
2014-04-09 13:30:00+00:00,46.66423797607422
2014-04-10 13:30:00+00:00,45.83904266357422
2014-04-11 13:30:00+00:00,45.563995361328125
2014-04-14 13:30:00+00:00,45.825294494628906
2014-04-15 13:30:00+00:00,45.632755279541016
2014-04-16 13:30:00+00:00,46.19662857055664
2014-04-17 13:30:00+00:00,46.43730545043945
2014-04-21 13:30:00+00:00,46.49919509887695
2014-04-22 13:30:00+00:00,46.691734313964844
2014-04-23 13:30:00+00:00,46.581703186035156
2014-04-24 13:30:00+00:00,46.5748405456543
2014-04-25 13:30:00+00:00,46.34790802001953
2014-04-28 13:30:00+00:00,46.49231719970703
2014-04-29 13:30:00+00:00,46.79489517211914
2014-04-30 13:30:00+00:00,46.980552673339844
2014-05-01 13:30:00+00:00,47.11121368408203
2014-05-02 13:30:00+00:00,47.03556442260742
2014-05-05 13:30:00+00:00,47.00117492675781
2014-05-06 13:30:00+00:00,46.91866683959961
2014-05-07 13:30:00+00:00,46.97367477416992
2014-05-08 13:30:00+00:00,46.980552673339844
2014-05-09 13:30:00+00:00,46.91178894042969
2014-05-12 13:30:00+00:00,47.22122573852539
2014-05-13 13:30:00+00:00,47.28999328613281
2014-05-14 13:30:00+00:00,47.20060348510742
2014-05-15 13:30:00+00:00,46.99430465698242
2014-05-16 13:30:00+00:00,47.09745788574219
2014-05-19 13:30:00+00:00,47.00117492675781
2014-05-20 13:30:00+00:00,46.70548629760742
2014-05-21 13:30:00+00:00,47.0699462890625
2014-05-22 13:30:00+00:00,47.13184356689453
2014-05-23 13:30:00+00:00,47.255611419677734
2014-05-27 13:30:00+00:00,47.592559814453125
2014-05-28 13:30:00+00:00,47.43440628051758
2014-05-29 13:30:00+00:00,47.72323226928711
2014-05-30 13:30:00+00:00,47.730098724365234
2014-06-02 13:30:00+00:00,47.82638168334961
2014-06-03 13:30:00+00:00,47.709476470947266
2014-06-04 13:30:00+00:00,47.695709228515625
2014-06-05 13:30:00+00:00,48.02578353881836
2014-06-06 13:30:00+00:00,48.28710174560547
2014-06-09 13:30:00+00:00,48.23896026611328
2014-06-10 13:30:00+00:00,48.13581085205078
2014-06-11 13:30:00+00:00,47.8951416015625
2014-06-12 13:30:00+00:00,47.90888595581055
2014-06-13 13:30:00+00:00,47.943267822265625
2014-06-16 13:30:00+00:00,47.95702362060547
2014-06-17 13:30:00+00:00,47.922645568847656
2014-06-18 13:30:00+00:00,48.33523178100586
2014-06-19 13:30:00+00:00,48.59653091430664
2014-06-20 13:30:00+00:00,48.5140266418457
2014-06-23 13:30:00+00:00,48.383365631103516
2014-06-24 13:30:00+00:00,48.08079147338867
2014-06-25 13:30:00+00:00,48.06389617919922
2014-06-26 13:30:00+00:00,48.099117279052734
2014-06-27 13:30:00+00:00,48.12729263305664
2014-06-30 13:30:00+00:00,48.169578552246094
2014-07-01 13:30:00+00:00,48.5922966003418
2014-07-02 13:30:00+00:00,48.669795989990234
2014-07-03 13:30:00+00:00,48.76844787597656
2014-07-07 13:30:00+00:00,48.38798141479492
2014-07-08 13:30:00+00:00,47.88071060180664
2014-07-09 13:30:00+00:00,48.03572463989258
2014-07-10 13:30:00+00:00,47.507320404052734
2014-07-11 13:30:00+00:00,47.53548812866211
2014-07-14 13:30:00+00:00,47.88774871826172
2014-07-15 13:30:00+00:00,47.76798629760742
2014-07-16 13:30:00+00:00,48.06389617919922
2014-07-17 13:30:00+00:00,47.45094299316406
2014-07-18 13:30:00+00:00,47.824344635009766
2014-07-21 13:30:00+00:00,47.6482048034668
2014-07-22 13:30:00+00:00,47.85957336425781
2014-07-23 13:30:00+00:00,47.958213806152344
2014-07-24 13:30:00+00:00,48.07093811035156
2014-07-25 13:30:00+00:00,47.87367248535156
2014-07-28 13:30:00+00:00,47.88071060180664
2014-07-29 13:30:00+00:00,47.782073974609375
2014-07-30 13:30:00+00:00,47.71162414550781
2014-07-31 13:30:00+00:00,46.91548538208008
2014-08-01 13:30:00+00:00,46.591392517089844
2014-08-04 13:30:00+00:00,46.80980682373047
2014-08-05 13:30:00+00:00,46.210941314697266
2014-08-06 13:30:00+00:00,46.09821701049805
2014-08-07 13:30:00+00:00,45.72481155395508
2014-08-08 13:30:00+00:00,45.99253845214844
2014-08-11 13:30:00+00:00,46.168670654296875
2014-08-12 13:30:00+00:00,46.133453369140625
2014-08-13 13:30:00+00:00,46.39412307739258
2014-08-14 13:30:00+00:00,46.64071273803711
2014-08-15 13:30:00+00:00,46.591392517089844
2014-08-18 13:30:00+00:00,46.894344329833984
2014-08-19 13:30:00+00:00,47.007083892822266
2014-08-20 13:30:00+00:00,46.859127044677734
2014-08-21 13:30:00+00:00,47.0563850402832
2014-08-22 13:30:00+00:00,46.830936431884766
2014-08-25 13:30:00+00:00,47.133888244628906
2014-08-26 13:30:00+00:00,47.14093780517578
2014-08-27 13:30:00+00:00,47.2325325012207
2014-08-28 13:30:00+00:00,47.02116394042969
2014-08-29 13:30:00+00:00,47.000030517578125
2014-09-02 13:30:00+00:00,47.091617584228516
2014-09-03 13:30:00+00:00,47.42275619506836
2014-09-04 13:30:00+00:00,47.19729995727539
2014-09-05 13:30:00+00:00,47.204349517822266
2014-09-08 13:30:00+00:00,46.70412826538086
2014-09-09 13:30:00+00:00,46.57025909423828
2014-09-10 13:30:00+00:00,46.83799362182617
2014-09-11 13:30:00+00:00,46.57731246948242
2014-09-12 13:30:00+00:00,46.5139045715332
2014-09-15 13:30:00+00:00,46.415260314941406
2014-09-16 13:30:00+00:00,46.61253356933594
2014-09-17 13:30:00+00:00,46.281402587890625
2014-09-18 13:30:00+00:00,46.64071273803711
2014-09-19 13:30:00+00:00,46.47868347167969
2014-09-22 13:30:00+00:00,46.27435302734375
2014-09-23 13:30:00+00:00,45.8868522644043
2014-09-24 13:30:00+00:00,46.11935806274414
2014-09-25 13:30:00+00:00,45.44300079345703
2014-09-26 13:30:00+00:00,45.63321304321289
2014-09-29 13:30:00+00:00,45.21049118041992
2014-09-30 13:30:00+00:00,45.17526626586914
2014-10-01 13:30:00+00:00,44.63981628417969
2014-10-02 13:30:00+00:00,44.16073226928711
2014-10-03 13:30:00+00:00,44.16073226928711
2014-10-06 13:30:00+00:00,44.442543029785156
2014-10-07 13:30:00+00:00,43.68867492675781
2014-10-08 13:30:00+00:00,44.3791389465332
2014-10-09 13:30:00+00:00,43.1884651184082
2014-10-10 13:30:00+00:00,42.540287017822266
2014-10-13 13:30:00+00:00,42.483917236328125
2014-10-14 13:30:00+00:00,42.589599609375
2014-10-15 13:30:00+00:00,42.33595657348633
2014-10-16 13:30:00+00:00,41.94142532348633
2014-10-17 13:30:00+00:00,42.723453521728516
2014-10-20 13:30:00+00:00,42.99118423461914
2014-10-21 13:30:00+00:00,43.505496978759766
2014-10-22 13:30:00+00:00,43.1884651184082
2014-10-23 13:30:00+00:00,43.60414123535156
2014-10-24 13:30:00+00:00,43.84367752075195
2014-10-27 13:30:00+00:00,43.59709548950195
2014-10-28 13:30:00+00:00,44.25935745239258
2014-10-29 13:30:00+00:00,43.921180725097656
2014-10-30 13:30:00+00:00,44.238224029541016
2014-10-31 13:30:00+00:00,45.05549240112305
2014-11-03 14:30:00+00:00,44.667999267578125
2014-11-04 14:30:00+00:00,44.41436767578125
2014-11-05 14:30:00+00:00,44.49890899658203
2014-11-06 14:30:00+00:00,44.25935745239258
2014-11-07 14:30:00+00:00,44.28049087524414
2014-11-10 14:30:00+00:00,44.47777557373047
2014-11-11 14:30:00+00:00,44.74549102783203
2014-11-12 14:30:00+00:00,44.365047454833984
2014-11-13 14:30:00+00:00,44.576416015625
2014-11-14 14:30:00+00:00,44.63981628417969
2014-11-17 14:30:00+00:00,44.46367645263672
2014-11-18 14:30:00+00:00,44.94981002807617
2014-11-19 14:30:00+00:00,44.815956115722656
2014-11-20 14:30:00+00:00,44.5482292175293
2014-11-21 14:30:00+00:00,44.93571853637695
2014-11-24 14:30:00+00:00,45.196407318115234
2014-11-25 14:30:00+00:00,45.27390670776367
2014-11-26 14:30:00+00:00,45.450035095214844
2014-11-28 14:30:00+00:00,45.083683013916016
2014-12-01 14:30:00+00:00,45.04140853881836
2014-12-02 14:30:00+00:00,45.168216705322266
2014-12-03 14:30:00+00:00,45.11185836791992
2014-12-04 14:30:00+00:00,44.96390151977539
2014-12-05 14:30:00+00:00,45.062538146972656
2014-12-08 14:30:00+00:00,44.667999267578125
2014-12-09 14:30:00+00:00,44.4284553527832
2014-12-10 14:30:00+00:00,43.86481857299805
2014-12-11 14:30:00+00:00,43.80845260620117
2014-12-12 14:30:00+00:00,42.963008880615234
2014-12-15 14:30:00+00:00,42.25141143798828
2014-12-16 14:30:00+00:00,42.55437088012695
2014-12-17 14:30:00+00:00,43.06304168701172
2014-12-18 14:30:00+00:00,43.83139419555664
2014-12-19 14:30:00+00:00,43.895416259765625
2014-12-22 14:30:00+00:00,44.10885238647461
