date,hedged_return,unhedged_return,weight_hedged,weight_unhedged,turnover,leverage,net_return
2014-02-18 14:30:00+00:00,0.007748606144140302,0.008572486729490514,0.504337230521003,-0.5047495492780444,1.0,1.0,-0.0009178926736274868
2014-02-19 14:30:00+00:00,0.0008094350562608543,-0.006710159667817517,0.5028400840746077,-0.4994699945597209,0.0,1.0,0.0037892259215234346
2014-02-20 14:30:00+00:00,0.0,0.0034527819842049556,0.5037117640218197,-0.5020633829603177,0.0,1.0,-0.0017305133798191327
2014-02-21 14:30:00+00:00,0.0,0.0019448283898302332,0.5042070867283972,-0.5035344720246732,0.0,1.0,-0.0009823795016278155
2014-02-24 14:30:00+00:00,0.0,0.008660810676597075,0.5064186011173701,-0.5101231809306105,0.0,1.0,-0.004366969112298342
2014-02-25 14:30:00+00:00,0.006469744445058767,-0.002368835924708712,0.5074223342329656,-0.5066455958881312,0.0,1.0,0.004478844667516269
2014-02-26 14:30:00+00:00,0.0012052659609600447,-0.0034126543399410902,0.5068506030687997,-0.5037405404192669,0.0,1.0,0.002334632777949174
2014-02-27 14:30:00+00:00,0.0,0.0034243404301714797,0.5077294479534974,-0.5063419627610413,0.0,1.0,-0.0017309314798265069
2014-02-28 14:30:00+00:00,0.0,0.001781030689605334,0.5081907647043102,-0.5077046488089643,0.0,1.0,-0.0009077629560647966
2014-03-03 14:30:00+00:00,-0.020866693092852162,-0.021181942828631617,0.48949630070535577,-0.48933869848880995,0.015895413513274503,1.0,0.0001437247801807092
2014-03-04 14:30:00+00:00,0.02090164023215868,0.019823989175177248,0.4994655176441114,-0.4987776458283848,0.0,1.0,0.0005246781295260363
2014-03-05 14:30:00+00:00,0.0,-0.0008901037551627411,0.49924684179875034,-0.49811550166743984,0.0,1.0,0.00043801147459069604
2014-03-06 14:30:00+00:00,0.00321167410254497,0.010396376959480591,0.5026503164576372,-0.5051029378563564,0.0,1.0,-0.0035811307530654556
2014-03-07 14:30:00+00:00,-0.0036013988454737245,-0.005438625789667362,0.5003742891670359,-0.5018886792717338,0.0,1.0,0.0009308692139424129
2014-03-10 13:30:00+00:00,-0.006827379235055275,-0.0062073368066236645,0.4971105603103402,-0.49892636047216915,0.0,1.0,-0.000306805340895773
2014-03-11 13:30:00+00:00,-0.00040435457457199675,-0.007287525347564494,0.4952114825042564,-0.49359788608202904,0.0,1.0,0.0034289771884271174
2014-03-12 13:30:00+00:00,-0.01132700697845479,-0.0037453080803862004,0.49145329716068564,-0.4936084058086359,0.0,1.0,-0.0037665401478844643
2014-03-13 13:30:00+00:00,0.0,-0.018646785437839042,0.48697398497681643,-0.47998913206805865,0.0,1.0,0.009198257652475035
2014-03-14 13:30:00+00:00,0.0,-0.002145092947935745,0.48647599462014945,-0.47846971618751366,0.0,1.0,0.0010236689213326106
2014-03-17 13:30:00+00:00,-0.011456417495726456,0.01259206203278973,0.48654870415103724,-0.4901827886037552,0.0,1.0,-0.011604144824014059
2014-03-18 13:30:00+00:00,0.004552838009841187,0.006217905143926394,0.4891741446169798,-0.4936447111157205,0.0,1.0,-0.0008386850297780378
2014-03-19 13:30:00+00:00,0.0,-0.012207883416732512,0.4862467424426235,-0.48470026229512786,0.0,1.0,0.006020404701634935
2014-03-20 13:30:00+00:00,-0.00865246133324249,-0.003814622612803187,0.48318186675571095,-0.48399559300465983,0.0,1.0,-0.0023642349373696695
2014-03-21 13:30:00+00:00,0.0,-0.0019910838798249397,0.4827195549219608,-0.48256974882058684,0.0,1.0,0.0009577234421855096
2014-03-24 13:30:00+00:00,0.0024937608375625864,0.0026090506285738613,0.483952966820727,-0.4838584167164484,0.0,1.0,-6.121416585343572e-05
2014-03-25 13:30:00+00:00,0.0,0.010867832796014332,0.4865141939150587,-0.49170546534221315,0.0,1.0,-0.005264444750770968
2014-03-26 13:30:00+00:00,0.0,-0.00015162119598799428,0.4864808210438201,-0.4915971885144196,0.0,1.0,6.860058977663867e-05
2014-03-27 13:30:00+00:00,0.0,0.00499795721415941,0.4876819495452362,-0.4952739974442588,0.0,1.0,-0.0024629340957485076
2014-03-28 13:30:00+00:00,0.024460847798974505,0.007534638043201092,0.49555177527428124,-0.49495133798689567,0.0,1.0,0.008191451258229013
2014-03-31 13:30:00+00:00,0.0,0.005085092410403336,0.4968051280058258,-0.49872641107300386,0.0,1.0,-0.00252282567326852
2014-04-01 13:30:00+00:00,0.0,0.006398667037924577,0.5016089207107556,-0.5048185491776364,0.004468460921170314,1.0,-0.0032075201303752546
2014-04-02 13:30:00+00:00,0.0,0.0019226849343609853,0.5020992504535401,-0.5062835721782237,0.0,1.0,-0.0009765594000421925
2014-04-03 13:30:00+00:00,0.012545708550182777,-0.0028040745902998543,0.5045072298314901,-0.5009997565707908,0.0,1.0,0.00771289537873416
2014-04-04 13:30:00+00:00,0.0,-0.003108171324038733,0.5037258298247548,-0.49866900783539286,0.0,1.0,0.0015512406957713368
2014-04-07 13:30:00+00:00,-0.009992046083417971,-0.004750459435632237,0.5000278009527641,-0.4976289180445954,0.0,1.0,-0.002670297192440281
2014-04-08 13:30:00+00:00,0.0,-0.0005966934691895576,0.49988234541557913,-0.49718731478072,0.0,1.0,0.0002909795445246947
2014-04-09 13:30:00+00:00,0.0,0.012835948106435069,0.503096033807726,-0.5068065760313529,0.0,1.0,-0.0063878229526555
2014-04-10 13:30:00+00:00,0.0,-0.01768367701457152,0.4986301765814381,-0.4934251326874245,0.0,1.0,0.008956251418446947
2014-04-11 13:30:00+00:00,-0.0230117715818855,-0.006000284610320983,0.49134186119851303,-0.49467892029350274,0.0,1.0,-0.008519624878269724
2014-04-14 13:30:00+00:00,0.0,0.005734772186430259,0.49274264145772667,-0.4989341728958283,0.0,1.0,-0.0028428232942649114
2014-04-15 13:30:00+00:00,0.0,-0.004201592531182907,0.49171477774553635,-0.4958014484529181,0.0,1.0,0.0020903657134386526
2014-04-16 13:30:00+00:00,0.0,0.012356766264964847,0.49474880250992553,-0.5050249941121745,0.0,1.0,-0.006132454993316107
2014-04-17 13:30:00+00:00,0.024793343899865983,0.005209836460581263,0.5021795780287095,-0.502814278254498,0.0,1.0,0.009629427195892637
2014-04-21 13:30:00+00:00,0.0,0.0013327570977077485,0.5025193221358117,-0.5038250344279316,0.0,1.0,-0.000676081679124862
2014-04-22 13:30:00+00:00,0.005241843404333535,0.004140699955740512,0.5048798114783384,-0.5056371739933537,0.0,1.0,0.0005419869155786843
