simulations,block_length,cagr_p05,cagr_median,sharpe_p05,sharpe_median,max_drawdown_p05,profit_factor_p05,joint_target_probability
5000,21,-0.0018429546780003186,0.012647848069656575,-0.033808715164530795,0.3696486089894404,-0.14199994553219483,0.994345668101682,0.0
